Course Title,Rating,Level,Duration,Schedule,Review,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url
SAS Advanced Programmer Professional Certificate,4.8,Intermediate level,2 months at 10 hours a week,Flexible schedule,294 reviews,"Process data using Structured Query Language in the SAS environment    Use the SAS macro facility to design, write, and debug dynamic macro programs  Use advanced DATA step techniques and procedures to manipulate data    ",[],"['Structured Query Language (SQL) using SAS ', 'SAS Macro Language', 'Advanced SAS Programming Techniques']","['Michele Ensor', 'Stacey Syphus', 'Peter Styliadis']",['SAS'],Computer Science,https://www.coursera.org/professional-certificates/sas-advanced-programmer
IBM Data Analytics with Excel and R Professional Certificate,4.7,Beginner level,3 months at 10 hours a week,Flexible schedule,"1,894 reviews","Master the most up-to-date practical skills and knowledge data analysts use in their daily rolesLearn how to perform data analysis, including data preparation, statistical analysis, and predictive modeling using R, R Studio, and JupyterUtilize Excel spreadsheets to perform a variety of data analysis tasks like data wrangling, using pivot tables, data mining, & creating chartsCommunicate your data findings using various data visualization techniques including, charts, plots & interactive dashboards with Cognos and R Shiny","['Data Visualization (DataViz)', 'Data Science', 'Spreadsheet', 'Data Analysis', 'Microsoft Excel', 'IBM Cognos Analytics', 'Relational Databases (RDBMS)', 'Dashboard', 'Data Visualization', 'R Programming', 'Pivot Table']","['Introduction to Data Analytics', 'Excel Basics for Data Analysis', 'Data Visualization and Dashboards with Excel and Cognos', 'Assessment for Data Analysis and Visualization Foundations', 'Introduction to R Programming for Data Science', 'SQL for Data Science with R', 'Data Analysis with R', 'Data Visualization with R', 'Data Science with R - Capstone Project']","['Sandip Saha Joy', 'Jeff Grossman', 'Tiffany Zhu', 'Steve Ryan', 'IBM Skills Network Team', 'Yan Luo', 'Gabriela de Queiroz', 'Rav Ahuja', 'Yiwen Li', 'Saishruthi Swaminathan', 'Kevin McFaul']",['IBM'],Computer Science,https://www.coursera.org/professional-certificates/ibm-data-analyst-r-excel
Introduction to Philosophy,4.7,,Approx. 19 hours to complete,Flexible schedule,"9,048 reviews",,[],"['What is Philosophy?', 'Morality: Objective, Relative or Emotive?', 'What is Knowledge? And Do We Have Any?', 'Week 2 review: Lesson Choices', 'Do We Have an Obligation to Obey the Law?', 'Should You Believe What You Hear?', 'Week 3 review: Lesson Choices', 'Minds, Brains and Computers', 'Are Scientific Theories True?', 'Week 4 review: Lesson Choices', 'Do We Have Free Will and Does It Matter?', 'Time Travel and Philosophy ', 'Week 5 review: Lesson Choices', 'Peer review']","['Dr. Allan Hazlett', 'Dr. Alasdair Richmond', 'Dr. Suilin Lavelle', 'Professor Duncan Pritchard', 'Dr. Matthew Chrisman', 'Guy Fletcher', 'Elinor Mason', 'Dr.  Dave Ward', ' Professor Michela Massimi']",['The University of Edinburgh'],Computer Science,https://www.coursera.org/learn/philosophy
"DevOps, Cloud, and Agile Foundations Specialization",4.8,Beginner level,1 months at 10 hours a week,Flexible schedule,900 reviews,"DevOps essential characteristics including culture, behavior, practices, tools, methodologies, technologies and metrics.Core concepts of Cloud Computing, including its benefits, models, use cases,  platforms, services, resources and opportunities.Agile practices of small batches, minimum viable products, pair programming, behavior- and test-driven development. Scrum methodologies to create a product backlog, write user stories, use the sprint planning process, and measure performance.","['Cloud Computing', 'agile', 'Devops', 'Scrum', 'Cloud Native']","['Introduction to DevOps', 'Introduction to Cloud Computing', 'Introduction to Agile Development and Scrum']","['Rav Ahuja', 'John Rofrano']",['IBM'],Computer Science,https://www.coursera.org/specializations/devops-cloud-and-agile-foundations
Object-Oriented Data Structures in C++,4.7,Intermediate level,21 hours (approximately),Flexible schedule,"2,875 reviews",,[],"['Orientation; Writing a C++ Program', 'Understanding the C++ Memory Model', 'Developing C++ Classes', 'Engineering C++ Software Solutions']",['Wade Fagen-Ulmschneider'],['University of Illinois at Urbana-Champaign'],Computer Science,https://www.coursera.org/learn/cs-fundamentals-1
"Assets, Threats, and Vulnerabilities",4.8,Beginner level,26 hours (approximately),Flexible schedule,"1,466 reviews","Classify assetsAnalyze an attack surface to find risks and vulnerabilitiesIdentify threats, such as social engineering, malware and web-based exploitsSummarize the threat modeling process","['Authentication', 'vulnerability assessment', 'Cryptography', 'asset classification', 'threat analysis']","['Introduction to asset security', 'Protect organizational assets', 'Vulnerabilities in systems', 'Threats to asset security']",['Google Career Certificates'],['Google'],Computer Science,https://www.coursera.org/learn/assets-threats-and-vulnerabilities
Get Started with Python,4.8,Advanced level,30 hours (approximately),Flexible schedule,803 reviews,"Explain how Python is used by data professionals Explore basic Python building blocks, including syntax and semanticsUnderstand loops, control statements, and string manipulationUse data structures to store and organize data ","['Python Programming', 'Jupyter Notebook', 'Coding', 'Using Comments to Enhance Code Readability', 'Data Visualization']","['Hello, Python!', 'Functions and conditional statements', 'Loops and strings', 'Data structures in Python', 'Course 2 end-of-course project']",['Google Career Certificates'],['Google'],Computer Science,https://www.coursera.org/learn/get-started-with-python
APIs,4.5,Intermediate level,20 hours (approximately),Flexible schedule,216 reviews,API developmentPrinciples of REST architectureBuild a basic API,"['Filtering and ordering', 'Serializers and deserializers', 'Authentication and authorization', 'Debugging', 'REST APIs']","['REST APIs', 'Django REST framework', 'Advanced API development', 'Final project assessment']",['Taught by Meta Staff'],['Meta'],Computer Science,https://www.coursera.org/learn/apis
IBM Business Intelligence (BI) Analyst Professional Certificate,4.9,Beginner level,,Flexible schedule,35 reviews,"Build skills in SQL queries, relational databases, data gathering and cleaning, data warehousing, data analysis and reporting techniques.Apply statistical analysis methods to identify trends, create visualizations, and build dashboards using Tableau, Excel, Cognos, and Looker.Generate valuable insights through data warehousing, profiling, and evaluation, leading to informed decision-making and process improvement.Utilize BI analytics to consult with stakeholders, define goals, implement strategies, and develop effective projects for a rewarding career in BI.","['Data Collection', 'Data Wrangling', 'Data Analysis', 'BI analytics', 'Data Warehousing', 'Data visualization with Tableau', 'SQL', 'Data Cleansing', 'Data Mining', 'Tableau reporting and dashboard creation', 'Relational Database Management Systems (RDBMS)', 'Database querying using SQL']","['Business Intelligence (BI) Essentials', 'Excel Basics for Data Analysis', 'Data Visualization and Dashboards with Excel and Cognos', 'Introduction to Relational Databases (RDBMS)', 'SQL: A Practical Introduction for Querying Databases', 'Getting Started with Data Warehousing and BI Analytics', 'Statistics Fundamentals Using Excel', 'Getting Started with Tableau', 'Advanced Data Visualization with Tableau', 'BI Analyst Capstone']","['Dr. Pooja', 'Sandip Saha Joy', 'Steve Ryan', 'Ramesh Sannareddy', 'Murtaza Haider', 'Rav Ahuja', 'Skill-Up EdTech Team', 'Kevin McFaul']","['IBM', 'SkillUp EdTech']",Computer Science,https://www.coursera.org/professional-certificates/bi-analyst
Supply Chain Management: A Learning Perspective ,4.7,,Approx. 17 hours to complete,Flexible schedule,"1,572 reviews",,"['Supply Chain Risk Management', 'Supply Chain', 'Inventory']","['Re-opening Introduction ', 'Introduction to Value, Value Creation, and Supply Chain Management', 'Management Capability', 'Learning Perspective', 'Quality Management', 'New Product Innovation', 'Supply Chain Strategy I: Structural and Infrastructural Dimensions', 'Supply Chain Strategy II: Coordination for Value Creation', 'Supply Chain Globalization and Sustainability', 'Final Exam']",['Bowon Kim'],['Korea Advanced Institute of Science and Technology(KAIST)'],Computer Science,https://www.coursera.org/learn/supply-chain-management
PostgreSQL for Everybody Specialization,4.7,Intermediate level,1 months at 10 hours a week,Flexible schedule,954 reviews,How to use the PostgreSQL database effectivelyExplore database design principlesDive into database architecture and deployment strategiesCompare and contrast SQL and NoSQL database design approaches and acquire skills applicable to data mining and application development,"['Json', 'Database (DBMS)', 'SQL', 'Natural Language Processing']","['Database Design and Basic SQL in PostgreSQL', 'Intermediate PostgreSQL', 'JSON and Natural Language Processing in PostgreSQL', 'Database Architecture, Scale, and NoSQL with Elasticsearch']",['Charles Russell Severance'],['University of Michigan'],Computer Science,https://www.coursera.org/specializations/postgresql-for-everybody
An Introduction to Programming using Python,4.7,Beginner level,Approx. 9 hours to complete,Flexible schedule,37 reviews," Describe what computer programming is, recognising its purpose and how it enables the creation and execution of computer programs.  Explain what algorithms are and their significance in programming. Create programs that accept user input, display output, and utilise essential programming constructs such as if statements, loops, and functions. Gain digital skills as part of Click Start! Follow the link in the instructor bio to see if you're eligible for FREE access to this course and more..","['Programming Principles', 'Python Programming', 'Coding']","['Week 1: Programming fundamentals in Python', 'Week 2']","['Click Start', 'Dr Rafael Papallas']",['University of Leeds'],Computer Science,https://www.coursera.org/learn/an-introduction-to-programming-using-python
Vital Skills for Data Science Specialization,4.5,Intermediate level,2 months at 10 hours a week,Flexible schedule,50 reviews,Identify applications of Data Science.Identify the steps of the Data Science process and apply them with real world data.Discuss privacy concerns.,"['Information Privacy', 'Cybersecurity', 'analysis', 'Ethics']","['Data Science as a Field', 'Ethical Issues in Data Science', 'Cybersecurity for Data Science', 'Fundamentals of Data Visualization']","['Al Pisano', 'Danielle Szafir', 'Bobby Schnabel', 'Jane Wall']",['University of Colorado Boulder'],Computer Science,https://www.coursera.org/specializations/vital-skills-for-data-science
"Introduction to Web Development with HTML, CSS, JavaScript",4.6,Beginner level,12 hours (approximately),Flexible schedule,"1,812 reviews","Describe the Web Application Development Ecosystem and terminology like front-end developer, back-end, server-side, and full stack.Identify the developer tools and integrated development environments (IDEs) used by web developers. Create and structure basic web pages using HTML and style them with CSS. Develop dynamic web pages with interactive features using JavaScript. ","['Git (Software)', 'HTML', 'Web Development', 'JavaScript', 'Cascading Style Sheets (CSS)']","['Introduction to Application Development', 'HTML Overview', 'CSS Overview & HTML5 Elements ', ' JavaScript Programming for Web Applications', 'Career Opportunities and Final Project']","['Rav Ahuja', 'Michelle Saltoun', 'Upkar Lidder']",['IBM'],Computer Science,https://www.coursera.org/learn/introduction-to-web-development-with-html-css-javacript
Programming for Everybody (Getting Started with Python),4.8,Beginner level,19 hours (approximately),Flexible schedule,"225,830 reviews","Install Python and write your first programDescribe the basics of the Python programming languageUse variables to store, retrieve and calculate informationUtilize core programming tools such as functions and loops","['Python Syntax And Semantics', 'Basic Programming Language', 'Computer Programming', 'Python Programming']","['Chapter One - Why we Program?', 'Installing Python', 'Chapter One: Why We Program (continued)', 'Chapter Two: Variables and Expressions', 'Chapter Three: Conditional Code', 'Chapter Four: Functions', 'Chapter Five: Loops and Iteration']",['Charles Russell Severance'],['University of Michigan'],Computer Science,https://www.coursera.org/learn/python
Google Workspace Mail Management,4.8,Beginner level,4 hours (approximately),Flexible schedule,621 reviews,Protect your users from inbound phishing and harmful software (malware).Control which end user access features are available to users.Apply the various compliance features provided in Google Workspace.Use the mail routing options available to Google Workspace administrators.,[],['Google Workspace Mail Management'],['Google Cloud Training'],['Google Cloud'],Computer Science,https://www.coursera.org/learn/google-workspace-mail-management
Graphic Design,4.8,Beginner level,29 hours (approximately),Flexible schedule,"3,099 reviews",Apply inspired design ideas to your own work.,"['Graphics', 'Typography', 'Presentation', 'Graphic Design']","['Getting Started', 'The Blank Canvas', 'Tricks of the Trade', 'Revision and Distance']",['David Underwood'],['University of Colorado Boulder'],Computer Science,https://www.coursera.org/learn/presentation-design
程序设计与算法 Specialization,4.8,Beginner level,6 months at 10 hours a week,Flexible schedule,"1,337 reviews",,"['Data Structure', 'Algorithms', 'C Programming', 'C++']","['计算导论与C语言基础', 'C程序设计进阶', 'C++程序设计', '算法基础', '数据结构基础', '高级数据结构与算法', '程序开发项目实践']","['Ge Li  李戈, Ph.D.', 'Jiaying Liu 刘家瑛, Ph.D.', 'Prof. Ming Zhang 张铭', '郭 炜']",['Peking University'],Computer Science,https://www.coursera.org/specializations/biancheng-suanfa
Agile with Atlassian Jira,4.7,Beginner level,Approx. 12 hours to complete,Flexible schedule,"8,462 reviews",Basics of agile methodologies (scrumand and kanban)How to create and manage agile boards in Jira Software CloudHow to apply agile practices in Jira Software Cloud,"['Project Management', 'Agile Management', 'Scrum (Software Development)', 'work management']","['AGILE OVERVIEW I', 'Agile Overview II', 'Configure Jira I', 'Configure  Jira II']",['Kashmira Shukla'],['Atlassian'],Computer Science,https://www.coursera.org/learn/agile-atlassian-jira
"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",4.8,Intermediate level,17 hours (approximately),Flexible schedule,"19,120 reviews","Learn best practices for using TensorFlow, a popular open-source machine learning frameworkBuild a basic neural network in TensorFlowTrain a neural network for a computer vision applicationUnderstand how to use convolutions to improve your neural network","['Computer Vision', 'Tensorflow', 'Machine Learning']","['A New Programming Paradigm', 'Introduction to Computer Vision', 'Enhancing Vision with Convolutional Neural Networks', 'Using Real-world Images']",['Laurence Moroney'],['DeepLearning.AI'],Computer Science,https://www.coursera.org/learn/introduction-tensorflow
Introduction to Logic,4.4,Intermediate level,Approx. 47 hours to complete,Flexible schedule,625 reviews,,"['Relational Algebra', 'Problem Solving', 'Propositional Calculus', 'Mathematical Logic']","['Unit 1 - Introduction', 'Unit 2 - Propositional Logic', 'Unit 3 - Relational Logic', 'Unit 4 - Functional Logic', 'Unit 5 - Conclusion']",['Michael Genesereth'],['Stanford University'],Computer Science,https://www.coursera.org/learn/logic-introduction
Introduction to Github and Visual Studio Code,4.3,Beginner level,1 hour,,116 reviews,"Maneuver through Github.Create a repository on Github.Write code in VIsual Studio Code then add, commit, and push code from VScode to GIthub.","['local hosting', 'Github', 'Web Hosting Service (HS)', 'HTML', 'VSCode']",['Learn step-by-step'],['Thelina George'],['Coursera Project Network'],Computer Science,https://www.coursera.org/projects/github-visual-studio-code-desktop
Data Management for Clinical Research,4.7,Beginner level,Approx. 17 hours to complete,Flexible schedule,"1,537 reviews",,"['Survey Design', 'Data Collection', 'Data Management', 'Clinical Data Management']","['Research Data Collection Strategy', 'Electronic Data Capture Fundamentals', 'Planning a Data Strategy for a Prospective Study', ""Practicing What We've Learned: Implementation"", 'Post-Study Activities and Other Considerations', 'Data Collection with Surveys']","['Stephany Duda, PhD', 'Paul Harris, PhD']",['Vanderbilt University'],Computer Science,https://www.coursera.org/learn/clinical-data-management
Trees and Graphs: Basics,4.7,Advanced level,34 hours (approximately),Flexible schedule,83 reviews,Define basic tree data structures and identify algorithmic functions associated with themExecute traversals and create graphs within a binary search tree structureDescribe strongly connected components in graphs,"['Algorithm Design', 'Python Programming', 'Data Structure Design', 'Analysis of Algorithms', 'Graphs Algorithms']","['Binary Search Trees and Algorithms on Trees', 'Basics of Graphs and Graphs Traversals', 'Union-Find Data Structures and Spanning Tree Algorithms', 'Shortest Path Algorithms']",['Sriram Sankaranarayanan'],['University of Colorado Boulder'],Computer Science,https://www.coursera.org/learn/trees-graphs-basics
Google Chrome Security and Extensions for Beginners,,Beginner level,1 hour,,,"Configure pop-ups and redirects and install, manage, and remove browser extensions.Perform a safety check and configure browser using Google Chrome. ","['Google Chrome Settings', 'Google Chrome Pop-ups', 'Google Chrome Security', 'Google Chrome Extensions', 'IT Fundamentals']",['Learn step-by-step'],['IBM Skills Network Team'],['IBM'],Computer Science,https://www.coursera.org/projects/google-chrome-security-and-extensions-for-beginners
Fundamental Skills in Engineering Design,4.7,Beginner level,Approx. 6 hours to complete,Flexible schedule,29 reviews,Describe the engineering design process and apply techniques used in the design process.Demonstrate an informed decision-making process.Gain digital skills as part of Click Start! Follow the link in the instructor bio to see if you're eligible for FREE access to this course and more..,"['Problem Solving', 'Requirements Elicitation', 'Engineering Design']","['Week 1: Understanding engineering design', 'Week 2 : Engineering design in practice']","['Click Start', 'AMMAR ALSALKA']",['University of Leeds'],Computer Science,https://www.coursera.org/learn/fundamental-skills-in-engineering-design
Generative AI for Data Scientists Specialization,4.8,Intermediate level,1 months at 10 hours a week,Flexible schedule,27 reviews,"Apply skills to recognize real-world generative AI uses and identify popular generative AI models and tools for text, code, image, audio, and videoUnderstand generative AI prompt engineering concepts, examples, and common tools and learn techniques to create effective, impactful promptsLearn how to identify appropriate generative AI tools for data science use casesApply generative AI prompt techniques to generate and augment datasets and to develop and refine machine learning models","['Artificial Intelligence (AI)', 'Data Science', 'Machine Learning', 'Prompt Engineering', 'Generative AI']","['Generative AI: Introduction and Applications', 'Generative AI: Prompt Engineering Basics', ' Generative AI: Elevate Your Data Science Career']","['Dr. Pooja', 'Abhishek Gagneja', 'Rav Ahuja', 'Antonio Cangiano']",['IBM'],Computer Science,https://www.coursera.org/specializations/generative-ai-for-data-scientists
Digital Systems: From Logic Gates to Processors,4.4,Intermediate level,Approx. 27 hours to complete,Flexible schedule,732 reviews,,"['Digital Design', 'Boolean Algebra', 'Processor Design', 'Digital Circuit Design']","['All you need to know to start the course', 'Previous knowledge: A review', 'What Digital Systems are?', 'Combinational Circuits (I)', 'VerilUOC_Desktop tools', 'Combinational circuits (II)', 'Arithmetic components + Introduction to VHDL', 'Sequential circuits (I)', 'Sequential circuits (II)', 'Sequential circuits III and Finite State Machines', 'Implementation of digital systems', 'COURSE SUMMARY AND FAREWELL']","['David Bañeres', 'Merce Rullan', 'Lluis Terés', 'Joaquín Saiz Alcaine', 'Elena Valderrama', 'Juan Antonio Martínez', 'Jean-Pierre Deschamps']",['Universitat Autònoma de Barcelona'],Computer Science,https://www.coursera.org/learn/digital-systems
Business Data Management and Communication Specialization,4.9,Intermediate level,2 months at 10 hours a week,Flexible schedule,50 reviews,,"['Financial Accounting', 'Data Analysis', 'Business Analytics', 'Asset Management', 'Rstudio']","['Financial Accounting: Foundations', 'Financial Accounting: Advanced Topics', 'Introduction to Business Analytics: Communicating with Data ', 'Introduction to Business Analytics with R', 'Infonomics I: Business Information Economics and Data Monetization', 'Infonomics II: Business Information Management and Measurement']","['Ashish Khandelwal', 'Kevin Hartman', 'Ronald Guymon', 'Unnati Narang', 'Douglas B. Laney', 'Oktay Urcan']",['University of Illinois at Urbana-Champaign'],Computer Science,https://www.coursera.org/specializations/business-data-management-communication
Communication Strategies for a Virtual Age,4.8,Beginner level,Approx. 7 hours to complete,Flexible schedule,"4,262 reviews",Apply communication principles and techniques for in-person and virtual teamsUse a science based approach to create impactful presentationsRefine your communication style to better persuade and influence othersRun more effective and impactful meetings,"['Communication Theory', 'conflict resolution', 'Meeting', 'Public Speaking']","['Introduction to Virtual Teams and Virtual Communication', 'Virtual Meetings: Boring to Awesome', 'Influence, Power and Questioning Strategies in Virtual Collaboration', 'Speaking and Presenting in a virtual context']",['Ivan Wanis Ruiz'],['University of Toronto'],Computer Science,https://www.coursera.org/learn/communication-strategies-virtual-age
AstroTech: The Science and Technology behind Astronomical Discovery,4.7,Beginner level,Approx. 6 hours to complete,Flexible schedule,"1,097 reviews",,[],"['Science and Technology', 'Telescopes and Stars', 'Space and Black Holes', 'Detectors and the First Galaxies', 'Computers and Killer Rocks', 'Spectroscopy and Dark Energy']","['Catherine Heymans', 'Andy Lawrence']",['The University of Edinburgh'],Computer Science,https://www.coursera.org/learn/astronomy-technology
Automate Cybersecurity Tasks with Python,4.8,Beginner level,30 hours (approximately),Flexible schedule,"1,067 reviews","Explain how the Python programming language is used in cybersecurityCreate new, user-defined Python functionsUse regular expressions to extract information from textPractice debugging code","['Computer Programming', 'Python Programming', 'Coding', 'PEP 8 style guide']","['Introduction to Python', 'Write effective Python code', 'Work with strings and lists', 'Python in practice ']",['Google Career Certificates'],['Google'],Computer Science,https://www.coursera.org/learn/automate-cybersecurity-tasks-with-python
Exam Prep MLS-C01: AWS Certified Specialty Machine Learning Specialization,,Beginner level,1 months at 10 hours a week,Flexible schedule,,Fundamentals of Machine Learning AlgorithmsDemonstrate AWS Services for Machine Learning.Preparation for AWS Certified Machine Learning Specialty Certification,"['Exploratory Data Analysis in AWS', 'Information Engineering', 'Machine Learning Implementation and Operations in AWS', 'ML Algorithms', 'Modeling in AWS']","['Data Engineering in AWS', 'Exploratory Data Analysis in AWS', 'Modeling in AWS', 'ML Algorithms', 'Machine Learning Implementation and Operations in AWS']",['Whizlabs Instructor'],['Whizlabs'],Computer Science,https://www.coursera.org/specializations/exam-prep-mls-c01-aws-certified-machine-learning-specialty
Cloud Application Development Foundations Specialization,4.6,Beginner level,2 months at 10 hours a week,Flexible schedule,420 reviews,"Define cloud computing and explain its essential characteristics, models, benefits, infrastructure, & emerging trends. Create a cloud accountDevelop with front-end development languages and tools such as HTML, CSS, Javascript and React  Program applications with back-end development languages and tools such as Node.js  and NoSQL databasesBuild and deploy applications using Cloud Native methodologies and tools, CI/CD toolchains, and build your portfolio using GitHub","['Server-side JavaScript', 'back-end development', 'Computer Science', 'Web Development', 'express', 'Continuous Integration', 'Continuous Delivery', 'Mongodb', 'agile', 'Devops', 'Cloud Computing', 'Hybrid Multicloud', 'Iaas PaaS Saas', 'Cloud Native', 'React (Web Framework)', 'Front-end Development', 'JavaScript', 'User Interface', 'Git (Software)', 'HTML', 'Cascading Style Sheets (CSS)']","['Introduction to Cloud Computing', 'Introduction to Web Development with HTML, CSS, JavaScript', 'Get Started with Cloud Native, DevOps, Agile, and NoSQL', 'Developing Back-End Apps with Node.js and Express', 'Developing Front-End Apps with React']","['Michelle Saltoun', 'Muhammad Yahya', 'IBM Skills Network Team', 'Rav Ahuja', 'Upkar Lidder', 'Sachin Jambur']",['IBM'],Computer Science,https://www.coursera.org/specializations/ibm-cloud-application-development-foundations
Introduction and Programming with IoT Boards,4.6,Beginner level,Approx. 7 hours to complete,Flexible schedule,"1,708 reviews",,"['Syntax', 'Arduino', 'Problem Solving', 'Internet Of Things (IOT)']","['Introduction to IoT', 'Networking Technologies for IoT', 'IoT Programming with Arduino', 'IoT Programming with Raspberry Pi', 'IoT Programming with ARTIK Board']",['James Won-Ki HONG'],['Pohang University of Science and Technology(POSTECH)'],Computer Science,https://www.coursera.org/learn/introduction-iot-boards
Google サイバーセキュリティ Professional Certificate,4.7,Beginner level,6 months at 7 hours a week,Flexible schedule,99 reviews,サイバーセキュリティの重要性と組織への影響について理解する一般的なリスク、脅威、脆弱性、およびそれらを軽減するためのテクニックを識別するSIEM（セキュリティ情報イベント管理）ツールを用いて、ネットワークやデバイス、人々、データを不正アクセスやサイバー攻撃から守るPython、Linux、SQL を活用して実践的な経験を積む,"['escalation', 'resume and portfolio preparation', 'Job preparedness', 'Stakeholder Communications', 'integrity and discretion']","['1.基礎知識：サイバーセキュリティとは', '2. 安心を担う： セキュリティリスクの管理', '3. つなぎ、守る：ネットワークとネットワーク セキュリティ', '4. ツールを使いこなす：Linux と SQL', '5. アセット、脅威、そして脆弱性', '6. 警告を発する： 検知と対応', '7. Python を使ったサイバーセキュリティ タスクの自動化', '8. 実践編：サイバーセキュリティ関連の職に就く準備']",['Google Career Certificates'],['Google'],Computer Science,https://www.coursera.org/professional-certificates/google-cybersecurity-jp
Build a Modern Computer from First Principles: Nand to Tetris Part II (project-centered course),4.9,,Approx. 89 hours to complete,Flexible schedule,496 reviews,,"['Computer Architecture', 'Compiler Construction', 'Compiler', 'Operating System']","['Getting Started', 'Machine Language', 'Virtual Machine I: Stack Arithmetic', 'Virtual Machine II: Program Control', 'High-Level Language', 'Compiler I: Syntax Analysis', 'Compiler II: Code Generation', 'Operating System', 'Postscript: More Fun to Go']",['Shimon Schocken'],['Hebrew University of Jerusalem'],Computer Science,https://www.coursera.org/learn/nand2tetris2
Neural Networks and Deep Learning,4.9,Intermediate level,24 hours (approximately),Flexible schedule,"120,548 reviews",,"['Artificial Neural Network', 'Backpropagation', 'Python Programming', 'Deep Learning', 'Neural Network Architecture']","['Introduction to Deep Learning', 'Neural Networks Basics', 'Shallow Neural Networks', 'Deep Neural Networks']","['Younes Bensouda Mourri', 'Kian Katanforoosh', 'Andrew Ng']",['DeepLearning.AI'],Computer Science,https://www.coursera.org/learn/neural-networks-deep-learning
Introduction to Business Analytics and Information Economics Specialization,4.7,Beginner level,1 months at 10 hours a week,Flexible schedule,46 reviews,Conceive new ways to leverage analytics to business problems. Know what makes an analytics project successful. Be aware of key analytics trends.Understand and apply methods for conceiving and generating broad-based and transformative business benefits from available information assets.Lay out new and emerging organizational roles for treating information as an actual business asset.Understand business models from a data perspective and apply a variety of techniques for identifying new data-driven value streams for a business.,"['Monetization', 'Infonomics', 'Business Analytics', 'Asset Management', 'Enterprise Information Management']","['Business Analytics Executive Overview', 'Infonomics I: Business Information Economics and Data Monetization', 'Infonomics II: Business Information Management and Measurement']",['Douglas B. Laney'],['University of Illinois at Urbana-Champaign'],Computer Science,https://www.coursera.org/specializations/analytics-information
Data Mining Foundations and Practice Specialization,3.6,Intermediate level,2 months at 10 hours a week,Flexible schedule,27 reviews,"Data mining pipeline: data understanding, preprocessing, warehousingData mining methods: frequent patterns, classification, clustering, outliers Data mining project: project formulation, design, implementation, reporting ","['apply and evaluate data mining methods', 'work through the data mining pipeline', 'data mining project design and implementation']","['Data Mining Pipeline', 'Data Mining Methods', 'Data Mining Project']",['Qin (Christine) Lv'],['University of Colorado Boulder'],Computer Science,https://www.coursera.org/specializations/data-mining-foundations-practice
Play It Safe: Manage Security Risks,4.8,Beginner level,11 hours (approximately),Flexible schedule,"4,808 reviews","Identify the primary threats, risks, and vulnerabilities to business operationsExamine how organizations use security frameworks and controls to protect business operationsDefine commonly used Security Information and Event Management (SIEM) toolsUse a playbook to respond to threats, risks, and vulnerabilities","['Information Security (INFOSEC)', 'NIST Risk Management Framework (RMF)', 'Security Audits', 'NIST Cybersecurity Framework (CSF)', 'Incident Response Playbooks']","['Security domains', 'Security frameworks and controls', 'Introduction to cybersecurity tools ', 'Use playbooks to respond to incidents']",['Google Career Certificates'],['Google'],Computer Science,https://www.coursera.org/learn/manage-security-risks
Object Oriented Programming in Java,4.7,Intermediate level,39 hours (approximately),Flexible schedule,"5,704 reviews",,"['Logic Programming', 'Java Programming', 'Object-Oriented Programming (OOP)', 'Sorting Algorithm']","['Welcome and Project Overview: Visualizing Data', 'Memory Models, Scope, and Starting the Project', 'Graphical output: Creating GUIs and Displaying Data', 'Inheritance', 'GUIs: Responding to User Events', 'Searching and Sorting: From Code to Algorithms']","['Christine Alvarado', 'Mia Minnes', 'Leo Porter']",['University of California San Diego'],Computer Science,https://www.coursera.org/learn/object-oriented-java
Data Visualization & Dashboarding with R Specialization,4.9,Beginner level,2 months at 10 hours a week,Flexible schedule,298 reviews,,"['Data Science', 'Data Analysis', 'Data Visualization', 'Reproducible Research']","['Getting Started with Data Visualization in R', 'Data Visualization in R with ggplot2', 'Advanced Data Visualization with R', 'Publishing Visualizations in R with Shiny and flexdashboard', 'Data Visualization Capstone']",['Collin Paschall'],['Johns Hopkins University'],Computer Science,https://www.coursera.org/specializations/jhu-data-visualization-dashboarding-with-r
Advanced Algorithms and Complexity,4.6,Advanced level,27 hours (approximately),Flexible schedule,673 reviews,,"['Python Programming', 'Linear Programming (LP)', 'Np-Completeness', 'Dynamic Programming']","['Flows in Networks', 'Linear Programming', 'NP-complete Problems', 'Coping with NP-completeness', 'Streaming Algorithms (Optional)']","['Daniel M Kane', 'Alexander S. Kulikov', 'Neil Rhodes', 'Michael Levin']",['University of California San Diego'],Computer Science,https://www.coursera.org/learn/advanced-algorithms-and-complexity
Introduction to Programming,,Beginner level,Approx. 19 hours to complete,Flexible schedule,,,[],"['Introduction to Programming and Python', 'Control Statements, Loops, and Program Development', 'Functions, A Beginning', 'Functions, The Ongoing Story', 'Conclusion']",['Dr. Jennifer Coy'],['Ball State University'],Computer Science,https://www.coursera.org/learn/ball-state-university-introduction-to-programming-open-content
