Course Title,Rating,Level,Duration,Schedule,Review,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url
Guitar for Beginners,4.8,,22 hours (approximately),Flexible schedule,"2,231 reviews","Identify string names and numbers and read music notation, tablature, chord block diagrams, and fretboard mapsPractice picking, finger picking, and strumming patternsPlay various chords including major and minor triads, open, barre, and pose chordsRead and play a lead sheet","['Guitar', 'Guitar scales', 'Music notation', 'Tablature', 'Guitar chords']","['Welcome to Introduction to Guitar', 'Acoustic / Electric Guitar and the Basics', 'Getting Started: Fundamental Guitar Skills', 'The Twelve Half Steps and Basic Notation', 'Scales: Construction and Fingerings', 'Chords: Building Easy Triads and Power Chords', 'Putting it All Together: The Pentatonic Scale and Songs']",[],Berklee,Arts and Humanities,https://www.coursera.org/learn/guitar
Creative Writing: The Craft of Character,4.5,,6 hours (approximately),Flexible schedule,"1,852 reviews",,[],"['Discovering Characters from Your Life and Elsewhere', 'Creating Characters on the Page', 'Dialogue and Monologue', 'Set Your Characters Free.. and Give Them Somewhere to Go']",[],Wesleyan University,Arts and Humanities,https://www.coursera.org/learn/craft-of-character
Scandinavian Film and Television,4.7,Beginner level,Approx. 14 hours to complete,Flexible schedule,577 reviews,,[],"[""Contemporary Scandinavian Film and TV Culture and Dreyer's Classical Cinema"", 'Ingmar Bergman and Lars von Trier', 'New Wave, Art Cinema and Social Drama', 'Documentary and Early TV Drama', 'Modern TV Drama and the Digital Revolution']",[],University of Copenhagen,Arts and Humanities,https://www.coursera.org/learn/scandinavian-movies-tv
"The Bible's Prehistory, Purpose, and Political Future",4.7,,Approx. 19 hours to complete,Flexible schedule,278 reviews,,[],"['The Riddle That Has Yet to be Solved', 'The Rise and Fall', 'The Making of the Bible as a Response to Defeat', 'Reinventing the Hero', 'A Wise and Discerning People', 'Beyond Morality: The Bible as Political Model']",[],Emory University,Arts and Humanities,https://www.coursera.org/learn/bible-history
"Philosophy, Science and Religion: Religion and Science",4.7,Beginner level,Approx. 26 hours to complete,Flexible schedule,180 reviews,,[],"['Introduction to the Course', 'Science, Religion and the Origins of the Universe', 'BUDDHISM AND SCIENCE', 'EVOLUTION AND DESIGN', 'SIN, SUFFERING AND SALVATION: EVOLUTION’S THORNY ISSUES', 'HUMAN UNIQUENESS IN SCIENCE, THEOLOGY AND ETHICS']","['Dr Mog Stapleton', 'Dr J Adam Carter', 'Dr Orestis Palermos', 'Professor Mark Harris', 'Professor Duncan Pritchard', 'Dr Mog Stapleton']",The University of Edinburgh,Arts and Humanities,https://www.coursera.org/learn/philosophy-science-religion-3
Science & Religion 101,4.5,,Approx. 18 hours to complete,Flexible schedule,153 reviews,,[],"['Pre-Course Videos, Course Materials & Pre-Course Survey', 'Introduction', 'Categories & Principles I', 'Categories & Principles II', 'Sci & Rel Models & Relationships', 'Nature & Intelligent Design', 'Religious Beliefs of Galileo', 'Religious Beliefs of Darwin', 'Genesis 1-3:Biblical Creation Accounts', 'Modern Origins Debate', 'Conclusion: Possible Peace?']",[],University of Alberta,Arts and Humanities,https://www.coursera.org/learn/science-and-religion-101
"Le Bien, le Juste, l'Utile. Introduction aux éthiques philosophiques",4.8,,Approx. 16 hours to complete,Flexible schedule,595 reviews,,"['Philosophy', 'History', 'Human Resources (HR)', 'Personality Development', 'Personal Development']","[""Leçon 1 : Aristote et l'éthique des vertus – Aristotle and virtue ethics"", 'Leçon 2 : Les éthiques des vertus contemporaines –  Contemporary virtue ethics', ""Leçon 3 : Kant et l'éthique du devoir  –  Kant and deontological ethics"", 'Leçon 4 : Les éthiques déontologiques contemporaines –  Contemporary deontological ethics', ""Leçon 5 : Bentham et l'éthique utilitariste – Bentham and utilitarianism"", 'Leçon 6 : Les éthiques utilitaristes contemporaines – Contemporary utilitarianism', 'Leçon 7 : Vers un au-delà de l’éthique ? Les éthiques du don  –  Beyond ethics\xa0? Ethics of the gift', 'Leçon 8 : Mises en perspective - pour aller plus loin – Perspectives - To go further']","['François Dermange', 'Ghislain Waterlot']",University of Geneva,Arts and Humanities,https://www.coursera.org/learn/ethique
Libertarian Free Will Specialization,,Beginner level,1 months at 10 hours a week,Flexible schedule,,"How arguments from philosophers and evidence from neuroscientists contribute to the conversation about free will.To deploy these ideas to challenge assumptions of determinism in discussion and debate.How the bridge between behavior and neurobiology, and the links between attention and consciousness build our understanding of our own free will.","['Philosophy', 'Critical Thinking', 'Neuroscience']","['The Basics of Libertarian Free Will', 'Free Will and Neuroscience', 'Neural Basis of Imagination, Free Will, and Morality']",[],Dartmouth College,Arts and Humanities,https://www.coursera.org/specializations/libertarian-free-will
"AI, Empathy & Ethics",4.2,Beginner level,Approx. 4 hours to complete,Flexible schedule,45 reviews,Compose a personal ethical framework for AI use.Explain how various types of AI programs work.Speculate about the role of AI in the future.,[],"['Definitions and Discriminators', 'Learning', 'Perception and Empathy', 'AI and the Future']",[],"University of California, Santa Cruz",Arts and Humanities,https://www.coursera.org/learn/ai-empathy-ethics
What Is Contemporary Art?,4.7,Beginner level,11 hours (approximately),Flexible schedule,"1,792 reviews",,"['Art History', 'Art', 'History', 'Creativity', 'Museums']","['Introduction to What Is Contemporary Art?', 'Media from Television to the Internet', 'Territories & Transit', 'Materials & Making', 'Agency', 'Power']","['Sophie Cavoulacos', 'Sean Anderson', 'Arièle Dionne-Krosnick', 'Erica Papernik-Shimizu', 'Christian Rattemeyer', 'Sophie Cavoulacos']",The Museum of Modern Art,Arts and Humanities,https://www.coursera.org/learn/contemporary-art
Emotions: a Philosophical Introduction,4.3,Beginner level,Approx. 15 hours to complete,Flexible schedule,484 reviews,,[],"['Welcome!', 'Where do emotions come from?', 'How many emotions do exist?', 'What does a plant feel?', 'A neuroanthropological approach to emotions: from neurons to societies', 'The philosophies on emotions', '21st Century & emotions:  affective computing and sociable robots']",[],Universitat Autònoma de Barcelona,Arts and Humanities,https://www.coursera.org/learn/emotions
"Applied Public History: Places, People, Stories",4.8,Beginner level,Approx. 26 hours to complete,Flexible schedule,81 reviews,,"['Art', 'History', 'Evaluation', 'Methodology']","['Your Place', 'Discovering Stories', 'Public History and Creative Practice', 'History and the Present', 'Research Together', 'Communication and Evaluation']",[],University of London,Arts and Humanities,https://www.coursera.org/learn/uol-public-history
Wonders of Ancient Egypt,4.8,Intermediate level,Approx. 9 hours to complete,Flexible schedule,969 reviews,,"['Art History', 'Art', 'History', 'Mythology']","['Welcome to the Course', 'Principles of Egyptian Art', 'The Basics of the Language of Ancient Egypt: Hieroglyphs', 'Egyptian Magic', 'Akhenaten, Tutankhamun, and the Religion of the Aten', 'The Burial of Tutankhamun and the Search for his Tomb']",[],University of Pennsylvania,Arts and Humanities,https://www.coursera.org/learn/wonders-ancient-egypt
Music for Wellness,4.6,Beginner level,Approx. 10 hours to complete,Flexible schedule,305 reviews,"The effects music has on the brainStrategies and techniques for regulating emotions and stress by integrating music with ancient practices such as mantra and pranayamaThe scientific underpinnings that support the efficacy of ancient traditional practices used to promote wellnessHow and why music can help you to live a happier, healthier life","['Music Therapy', 'Meditation', 'Stress Management', 'breathing', 'Mental Health']","['Welcome to Music for Wellness!', 'Music For Creativity', 'Music For Comfort', 'Music for Awakening', 'Music For You']","['Annette Philip', 'Suzanne Hanser']",Berklee,Arts and Humanities,https://www.coursera.org/learn/music-for-wellness
Roman Art and Archaeology,4.7,,Approx. 23 hours to complete,Flexible schedule,619 reviews,,[],"[""Introduction to 'Roman Art and Archaeology'"", 'The Early Romans and Their Ancestors (ca. 1000 - 500 BCE)', ""The Roman Republic's Rise and Fall (509 - 31 BCE)"", 'Augustus and the Early Roman Empire (31 BCE - 1st century CE)', 'Rome at its Zenith (2nd century CE)', 'Crisis and Conclusion (3rd to 7th centuries CE)']",[],University of Arizona,Arts and Humanities,https://www.coursera.org/learn/roman-art-archaeology
Developing Your Musicianship,4.8,,16 hours (approximately),Flexible schedule,"1,254 reviews","Construct, sing and play scales such as the major scale and the minor pentatonic scale.Aurally identify major 2nd, major 3rd, perfect 4th, perfect 5th, major 6th, and major 7th intervalsConstruct and play triads and 7th chordsCompose a I-IV-V chord progression in the key of C Major and create a chord chart","['Aurally identify musical intervals', 'Aurally identify chords', 'Read lead sheets', 'Piano', 'Read music notation']","['Welcome to Developing Your Musicianship', 'The Major Scale', 'Major and Minor Triads', 'Minor Pentatonic Scale', 'Major and Dominant Seventh Chords', 'Song Form', 'Practicing What You Know and Moving Forward']",[],Berklee,Arts and Humanities,https://www.coursera.org/learn/develop-your-musicianship
"Film, Images & Historical Interpretation in the 20th Century: The Camera Never Lies",4.6,Beginner level,Approx. 21 hours to complete,Flexible schedule,349 reviews,,[],"['Introduction', 'Images and History in the Twentieth Century', 'The Air-Brushing of History: Stalin and Falsification', 'Photojournalism, Authenticity and Matters of Public Acceptability: The Battle of Mogadishu', 'The Power of the Image: Mount Suribachi, 1945', 'From Page to Screen: Film as Public History']","['Dr Emmett Sullivan', 'Dilara Scholz']","Royal Holloway, University of London",Arts and Humanities,https://www.coursera.org/learn/film-images
Producción musical con software libre Specialization,,Beginner level,1 months at 10 hours a week,Flexible schedule,,,"['netnography', 'Backcasting', 'Natural Language Generation', 'Satisficing', 'Music', 'implementation research', 'medical expenditure panel survey', 'Architectural Compliance']","['Introducción a la producción musical ', 'Grabación y postproducción musical dentro y fuera del estudio', 'Perspectivas de música colaborativa']","['Diego Alberto Tinajero Islas', 'Jorge David García', 'Hernani Villaseñor Ramírez', 'Nicolás Mariñelarena']",Universidad Nacional Autónoma de México,Arts and Humanities,https://www.coursera.org/specializations/prodmusical
Know Thyself - The Value and Limits of Self-Knowledge: The Unconscious,4.7,Intermediate level,Approx. 15 hours to complete,Flexible schedule,726 reviews,"Gain an appreciation of the relation of methods of learning about oneself that do not depend on introspection.Become familiar with contemporary research in experimental social psychology, philosophy, and neuroscience into the emotions and the unconscious.Understand the role of affect in decision making, and self-deception.Be able to identify and analyse unconscious mechanisms motivating own and other people's actions.",[],"['Getting started', 'The Freudian Unconscious', ""Freud's legacy"", 'The Adaptive Unconscious', 'Rationality and Emotions', 'Final assessment']",[],The University of Edinburgh,Arts and Humanities,https://www.coursera.org/learn/know-thyself-the-unconscious
Teaching the Violin and Viola: Creating a Healthy Foundation,4.7,,Approx. 12 hours to complete,Flexible schedule,201 reviews,,[],"['Beginning Stages', 'Bow Arm and Hand', 'Putting It All Together', 'Pieces in the Key of A Major', 'Playing with the Whole Bow', 'Pieces in the Key of D Major', 'Pieces in the Key of G Major', 'Note Reading, Vibrato, and the Group Class', 'Favorite Exercises for the Older Student', 'The Master Class']",[],Northwestern University,Arts and Humanities,https://www.coursera.org/learn/teach-violin-lessons
"The American South: Its Stories, Music, and Art",4.5,,Approx. 7 hours to complete,Flexible schedule,399 reviews,,[],"['Introduction to the American South', 'Oral Tradition', 'Southern Artists', 'Southern Writers', 'Roots Music', 'The Blues']",[],The University of North Carolina at Chapel Hill,Arts and Humanities,https://www.coursera.org/learn/the-south
The Ancient Greeks,4.7,,Approx. 20 hours to complete,Flexible schedule,"1,950 reviews",,"['Art History', 'Greek Mythology', 'History', 'Ancient Greece']","['Prehistory to Homer', 'The Archaic Age (ca. 800-500 BCE)', 'Two City-States: Sparta and Athens', 'Democracy. The Persian Wars', '""The Great 50 Years"" (ca. 480-431 BCE)', 'The Peloponnesian War I', 'The End of the War, the End of the Century', 'Course Pages']",[],Wesleyan University,Arts and Humanities,https://www.coursera.org/learn/ancient-greeks
VR and 360 Video Production,4.7,Beginner level,Approx. 13 hours to complete,Flexible schedule,841 reviews,,"['Virtual Reality', 'Camera+', 'Video Production', '360-degree video']","['What is 360 Video, and How Does it Fit into VR?', 'Perfecting the VR Preproduction Pipeline', 'Lights, Camera, Action: VR Cameras & Beginning Production', 'What to do with your footage: VR Postproduction & Publishing']",[],Google AR & VR,Arts and Humanities,https://www.coursera.org/learn/360-vr-video-production
Web Design: Strategy and Information Architecture,4.8,Intermediate level,11 hours (approximately),Flexible schedule,"1,175 reviews",,"['Adobe Illustrator', 'Adobe Indesign', 'Treejack']","['Course Overview', 'The User Experience Process', 'Asking Good Questions: Determining Strategy', 'What is in and What is Out: Outlining Scope', 'Getting your Ducks in a Row: The Sitemap']",[],California Institute of the Arts,Arts and Humanities,https://www.coursera.org/learn/web-design-strategy
Historia del Arte: Del Barroco al Arte Posmoderno,4.7,Beginner level,Approx. 14 hours to complete,Flexible schedule,166 reviews,"Desarrollo de las artes visuales desde el Barroco hasta el Arte Moderno. Sistemas de representación predominantes en los períodos abordados.Relaciones entre los procesos artísticos y su contexto histórico, social y económico.Principales herramientas conceptuales para analizar la historia del arte.","['Sistemas de representación', 'Análisis de obras de arte', 'Períodos históricos', 'Procesos artísticos', 'Artes visuales']","['Barroco y Rococó', 'Neoclasicismo y Romanticismo', 'Realismo e Impresionismo', 'El arte en el siglo XX']",[],Universidad de Palermo,Arts and Humanities,https://www.coursera.org/learn/historia-arte-barroco-posmoderno
Introduction to Korean Philosophy and Culture,4.8,Beginner level,Approx. 11 hours to complete,Flexible schedule,179 reviews,"Compare Korean philosophy with both Chinese philosophy as well as Western philosophyExplore the field of Korean philosophy and its development through its continued innovationDiscuss the key ideas in Korean philosophical debates, such as the concepts of moral emotions and everyday feelingsReflect the Korean philosophical traits reflected in Korean language","['Philosophy', 'History', 'Culture', 'Language', 'Korean philosophy']","['What is Korean philosophy?', 'How does Innovation occur at Cultural Boundaries?', 'What are the Core Debates of Korean Philosophy?', 'How do you think through Korean Philosophy?']",[],Sungkyunkwan University,Arts and Humanities,https://www.coursera.org/learn/introduction-to-korean-philosophy-and-culture
Principles of Photo Composition and Digital Image Post-Production,4.7,,15 hours (approximately),Flexible schedule,"1,224 reviews",,[],"['Elements of Design: Building Blocks of Composition', 'Composition means putting the Elements of Design together!', 'Photo Editing Fundamentals 1.0: ""Workflow,"" from Exposure through Adobe™ Lightroom™ Classic', 'Photo Editing Fundamentals 2.0: SmartPhone Apps']","['Peter Glendinning', 'Mark Valentine Sullivan']",Michigan State University,Arts and Humanities,https://www.coursera.org/learn/photo-composition
Fundamentals of Rehearsing Music Ensembles,4.8,,Approx. 21 hours to complete,Flexible schedule,396 reviews,,[],"['An Introduction to Rehearsing', 'Communicating with the Ensemble', 'Introducing the Rehearsal Toolkit', 'Articulation, Balance, and Tone', 'Phrasing', 'Accompanimental Conducting and Intonation']",[],The University of North Carolina at Chapel Hill,Arts and Humanities,https://www.coursera.org/learn/music-ensembles
Character Design for Video Games,4.6,Beginner level,9 hours (approximately),Flexible schedule,955 reviews,,[],"['Week 1: About Character', 'Week 2: Technical Challenges', 'Week 3: Design with Purpose', 'Week 4: Find Your Character']",[],California Institute of the Arts,Arts and Humanities,https://www.coursera.org/learn/game-character-design
Camera Control,4.8,,13 hours (approximately),Flexible schedule,"1,785 reviews",,[],"['WELCOME, OVERVIEW, and FUNDAMENTALS', 'Elements of Camera Control 2.0: The Lens', ' Elements of Camera Control 3.0: Depth of Field', 'Picture Decisions:']","['Peter Glendinning', 'Mark Valentine Sullivan']",Michigan State University,Arts and Humanities,https://www.coursera.org/learn/camera-control
 Storytelling in Branding and Content Marketing ,4.4,Beginner level,13 hours (approximately),Flexible schedule,267 reviews,,[],"['WHY IS BRANDED CONTENT BETTER THAN TRADITIONAL ADVERTISING?', 'THE RISE OF BRANDED CONTENT: HOW TO CREATE QUALITY JOURNALISM', 'CONNECTING WITH THE AUDIENCE THROUGH UNIQUE, MEMORABLE STORIES', 'CREATING A STORY FOR YOUR BRAND', 'THE CAPSTONE PROJECT']",[],IE Business School,Arts and Humanities,https://www.coursera.org/learn/brand-and-content-marketing
Ancient Philosophy: Aristotle and His Successors,4.8,,Approx. 15 hours to complete,Flexible schedule,703 reviews,,[],"['Aristotle’s Categories', ""Aristotle's Natural Philosophy"", ""Aristotle's Ethics"", 'Epicureanism', 'Stoicism']",[],University of Pennsylvania,Arts and Humanities,https://www.coursera.org/learn/aristotle
Richard Schechner's Introduction to Performance Studies ,4.7,Beginner level,Approx. 25 hours to complete,Flexible schedule,58 reviews,,[],"['Introducing the Course', 'What Is Performance? What Is Performance Studies?', 'Performance Processes', 'From Not-Performing to Performing', 'Ritual', 'Play', 'Performing in the Paleolithic', 'Ramlila of Ramnagar, India', 'Performativity', 'Constructing Social Roles', 'Social Media ', 'Intercultural, Transcultural, Global ', 'Looking Back, Looking Forward']",[],New York University,Arts and Humanities,https://www.coursera.org/learn/richard-schechners-introduction-to-performance-studies
ART of the MOOC: Public Art and Pedagogy,4.7,,Approx. 9 hours to complete,Flexible schedule,117 reviews,,[],"['Introduction to Public Art and Pedagogy', 'Public Art and Spatial Politics: Lectures, Guest Presentations, and Quiz', 'Public Art and Spatial Politics:  Projects and Self-Assessments', 'Fictions, Alternative Structures, and Mock-Institutions:  Lectures, Guest Presentations, and Quiz', 'Fictions, Alternative Structures, and Mock-Institutions: Projects and Self-Assessments', 'Experimental Pedagogy: Lectures, Guest Presentations, and Quiz', 'Experimental Pedagogy: Projects and Self-Reflection']","['Pedro Lasch', 'Nato Thompson']",Creative Time ,Arts and Humanities,https://www.coursera.org/learn/public-art-pedagogy
Pensamiento científico,4.8,,Approx. 7 hours to complete,Flexible schedule,"1,909 reviews",,[],"['En busca de la verdad: una breve historia de la ciencia.', '¿Cuál de todas las verdades es mejor? La ciencia como fenómeno social.', '¿Cómo llegar a las verdades? Métodos científicos', '¿Qué hago con las verdades? Ciencia en la vida cotidiana.', '¿Cómo se propagan las verdades (y las mentiras)? Hechos, creencias, opiniones e incertidumbre.', '¿Y si no encuentro una verdad? Más allá de la ciencia']",[],Universidad Nacional Autónoma de México,Arts and Humanities,https://www.coursera.org/learn/ciencia
Magic in the Middle Ages,4.6,Beginner level,Approx. 9 hours to complete,Flexible schedule,"1,596 reviews",,"['Middle East', 'Astronomy', 'History', 'Anthropology']","['UNIT 1: INTRODUCTION TO MEDIEVAL MAGIC', 'UNIT 2: MAGIC & HERESY', 'UNIT 3: FROM MAGIC TO WITCHCRAFT', 'UNIT 4: MAGIC IN ISLAM', 'UNIT 5: ASTROLOGY & GEOMANCY']","['Godefroid de Callataÿ - University of Louvain', 'Dr Pau Castell Granados', 'Sébastien Moureau - University of Louvain', 'Dr Gemma Pellissa Prades', 'Delfi I. Nieto-Isabel', 'Blanca Villuendas', 'Godefroid de Callataÿ - University of Louvain']",Universitat de Barcelona,Arts and Humanities,https://www.coursera.org/learn/magic-middle-ages
Humanidades digitales,4.6,Beginner level,Approx. 3 hours to complete,Flexible schedule,832 reviews,,[],"['bienvenida/presentación', '¿QUÉ SON LAS HUMANIDADES DIGITALES (HD)?', 'MÉTODOS Y HERRAMIENTAS', 'DIGITALIZANDO EL SABER', 'LA TRANSFORMACIÓN DIGITAL']",[],Universitat Autònoma de Barcelona,Arts and Humanities,https://www.coursera.org/learn/humanidades-digitales
Ancient Philosophy: Plato & His Predecessors,4.8,,Approx. 12 hours to complete,Flexible schedule,"1,470 reviews",,[],"['The Milesians & Heraclitus', 'Parmenides to Plato', 'Plato on Virtue, Teaching, & Justice', 'Plato on Reality & Goodness']",[],University of Pennsylvania,Arts and Humanities,https://www.coursera.org/learn/plato
Behavior Architecture - Understanding Human Behavior ,,Beginner level,Approx. 13 hours to complete,Flexible schedule,,,"['Critical Thinking', 'Decision-Making', 'empathy', 'Human Behavioral Ecology', 'Heuristic Analysis']","[' Exploring Human Behavior', 'Decision-making Decoded', 'A Fresh Start']",[],Fractal Analytics,Arts and Humanities,https://www.coursera.org/learn/behavior-architecture-understanding-human-behavior
The Art of Vocal Production,4.7,Beginner level,11 hours (approximately),Flexible schedule,359 reviews,"Discuss the various types of dynamics processing and when to use each and apply equalization to a vocal track to enhance and improve the qualityDefine, describe, and apply time based effects and use them to enhance the sound of a vocal trackCompare audio editing techniques, including time based and tempo basedDiscuss how technology has changed the music recording industry","['Music', 'Audio Recording', 'Singing', 'Music production', 'Music technology']","['Welcome To The Art of Vocal Production', 'Natural Vocal Design: How Vocal Producers Create  ', 'Artificial Vocal Design: How Vocal Producers “Sweeten” the Creation', 'Vocal Time Compression and Expansion: Tools of the Trade ', 'Vocal Pitch Correction and Tuning: More tools of the Trade']",[],Berklee,Arts and Humanities,https://www.coursera.org/learn/vocal-production
Understanding the Music Business: What is Music Worth?,4.5,,Approx. 18 hours to complete,Flexible schedule,144 reviews,,[],"['Recording & Record Labels, Part 1 ', 'Recording & Record Labels, Part 2', 'Copyright & Publishing', 'Media', 'Live Performance', 'New Models, Trends & Strategies', 'Wrapping Up ']",[],Vanderbilt University,Arts and Humanities,https://www.coursera.org/learn/musicbiz
Reimagining Blackness and Architecture,4.8,Beginner level,Approx. 14 hours to complete,Flexible schedule,67 reviews,Recognize how race and racism shape architecture and the built environment and the role we as individuals play in creating a just and equitable worldExplore work by Black architects and artists and discover how Black makers have shaped and reimagined the built environmentFind inspiration by learning about the ways Black makers have fashioned their own paths and advocated for better futures,"['anti-racism', 'Art', 'History', 'Humanities', 'Architecture']","['Introduction', 'Imagination', 'Care', 'Knowledge', 'Refusal', 'Liberation']","['Arlette Hernandez', 'Sean Anderson']",The Museum of Modern Art,Arts and Humanities,https://www.coursera.org/learn/blackness-architecture
In Search for the Origins of Korean Philosophy,,Intermediate level,Approx. 15 hours to complete,Flexible schedule,,"Understand the terms ‘Name, Language, and Religion’ in the context of Korean identityHave a solid understanding of previous names of KoreaHave a basic understanding of  the early written language Koreans used (prior to Hangeul) and spoken Korean languageBe able to recognize the harmonious co-existence of Confucianism and Buddhism in Korea","['Philosophy', 'History', 'Culture', 'Language', 'Korean philosophy']","['Philosophizing through Primary Sources ', 'Korean Identity through the Names Called by Others', 'Korean Language and Korean Thought', 'Before Confucianism and Buddhism Introduced', 'Confucianism and Buddhism Introduced into Korea', 'Development of Korean Spirituality through Buddhism']",[],Sungkyunkwan University,Arts and Humanities,https://www.coursera.org/learn/in-search-for-the-origins-of-korean-philosophy
Age of Jefferson,4.7,Beginner level,Approx. 10 hours to complete,Flexible schedule,441 reviews,,[],"['Thomas Jefferson, American Icon', 'Jefferson’s Declaration of Independence', 'Jefferson and Slavery', 'Jefferson and Religion', 'Jefferson and Education', ""'The earth belongs to the living'"", 'Final Exam']",[],University of Virginia,Arts and Humanities,https://www.coursera.org/learn/ageofjefferson
Christianity & Ecology,,Beginner level,Approx. 18 hours to complete,Flexible schedule,,,"['Philosophy', 'conservation', 'Religion', 'Ecology']","['MODULE 1: Course Introduction', 'MODULE 2: Introduction to Religion and Ecology', 'MODULE 3: Overview of Christianity and Ecological Responses', 'MODULE 4: Sacramental Christianity: Earth as Sacred Icon', 'MODULE 5: Christian Integral Ecology: “Cry of the Earth; Cry of the Poor”', 'MODULE 6: Embodied Christianity: Ecotheology in Practice', 'MODULE 7: “Integral Liberation”: Christian Ecojustice Engagement', 'MODULE 8: Food, Animals, Biodiversity, and Climate Change', 'MODULE 9: Christianity and Cosmology', 'MODULE 10: Course Conclusion']","['Mary Evelyn Tucker', 'John Grim']",Yale University,Arts and Humanities,https://www.coursera.org/learn/christianity-ecology
Reasoning Across the Disciplines,4.3,Beginner level,Approx. 16 hours to complete,Flexible schedule,62 reviews,,[],"['Welcome', 'Think Like a Chemist', 'Think Like an Historian', 'Think Like a Psychologist', 'Think Like a Law Professor', 'Think Like a Literature Professor', 'Think Like an American Studies Scholar', 'Course Conclusion']",[],The University of North Carolina at Chapel Hill,Arts and Humanities,https://www.coursera.org/learn/critical-reasoning
L’Egitto prima e dopo i faraoni. Dalla nascita dello Stato (3000 a.C. ca.) alle prime comunità cristiane (IV secolo d.C.),4.7,Beginner level,Approx. 5 hours to complete,Flexible schedule,98 reviews,,[],"['Week 1', 'Week 2', 'Week 3', 'Week 4']",[],Sapienza University of Rome,Arts and Humanities,https://www.coursera.org/learn/egitto
How to Make a Comic Book (Project-Centered Course),4.6,,Approx. 15 hours to complete,Flexible schedule,262 reviews,,[],"['Part 1 - Course Overview & Finding Your Great Idea', 'Part 2: Writing Your Comic Script', 'Part 3: Thumbnails', 'Part 4: Penciling & Lettering', 'Part 5: Inking', 'Part 6: Putting Your Comic Together & Course Wrap-up']","['Patrick E.  Yurick', ""Christopher O'Keeffe""]",High Tech High Graduate School of Education,Arts and Humanities,https://www.coursera.org/learn/make-comic-books
Memoir and Personal Essay: Managing Your Relationship with the Reader,4.3,Beginner level,5 hours (approximately),Flexible schedule,238 reviews,,[],"['The Art of the Frame: Giving Context to Memories', 'Avatar: The Messenger is the Message', 'Diegesis and the Extradiagetic Frame: Two Trains Running', 'Profiling: Our Relationship to the People in Our Work']",[],Wesleyan University,Arts and Humanities,https://www.coursera.org/learn/memoir-reader-relationship
Songwriting: Writing the Music,5.0,Intermediate level,11 hours (approximately),Flexible schedule,43 reviews,,"['Music', 'Melodic Hooks', 'Songwriting', 'Harmony', 'Melody']","['Welcome to Songwriting: Writing the Music', 'Choosing Emotive Chords', 'Creating Contrast with Harmonic Rhythm', 'Developing Interesting Melodies', 'Telling a Story with the Music']",[],Berklee,Arts and Humanities,https://www.coursera.org/learn/songwriting-writing-the-music
FL Studio Basics,,Intermediate level,Approx. 12 hours to complete,Flexible schedule,,,"['Music composition', 'Music production', 'Sampling Audio', 'Mixing']","['Welcome to FL Studio Basics!', 'Lesson 1: Sequencing in FL Studio', 'Lesson 2: Working with MIDI', 'Lesson 3: Working with Audio', 'Lesson 4: Mixing and Mastering']",[],Berklee,Arts and Humanities,https://www.coursera.org/learn/fl-studio-basics
Creative Writing: The Craft of Style,4.7,,7 hours (approximately),Flexible schedule,"1,126 reviews",,[],"['Meaning, Sense, and Clarity', 'Writing with Nouns and Verbs', 'Economy', '""No Ideas But in Things""']",[],Wesleyan University,Arts and Humanities,https://www.coursera.org/learn/craft-of-style
Creative Writing: The Craft of Setting and Description,4.7,,7 hours (approximately),Flexible schedule,"1,335 reviews",,[],"['Persuasive Settings: Why Description Matters', 'If You Build It, They Will Come', 'Credibility and Research', 'Realities']",[],Wesleyan University,Arts and Humanities,https://www.coursera.org/learn/craft-of-setting-and-description
Pro Tools Basics,4.7,,11 hours (approximately),Flexible schedule,582 reviews,"Identify the various components in the Pro Tools interface and organize session filesDiscuss difference between a synthesizer and sampler and know how to use each of themRecord a live performance into Pro ToolsBalance your production mix by adjusting levels, using pan, and applying effects such as EQ, reverb, and compression","['Music', 'Pro Tools', 'Music production', 'Music recording', 'MIDI']","['Welcome to Pro Tools Basics!', 'Diving In', 'Exploring MIDI and Software Instruments', 'Recording and Manipulating Audio', 'Mixing and Mastering']",[],Berklee,Arts and Humanities,https://www.coursera.org/learn/protools
"Alfabetização Midiática, Informacional e Diálogo Intercultural - UNESCO e UNICAMP",4.9,Beginner level,Approx. 23 hours to complete,Flexible schedule,67 reviews,,"['criar seu conteudo mantendo respeito por outras culturas', 'buscar informações de maneira segura', 'conhecer as ferramentas disponiveis para pesquisa e verificacao de fontes', 'agir proativamente no caso de noticias falsas']","['Alfabetização midiática e informacional: uma introdução', ' Alfabetização em Mídia, Informação e Diálogo Intercultural', 'Alfabetização midiática e informacional: avaliando e usando informações e conteúdo midiático ', 'Alfabetização midiática e informacional: Usando pesquisa e análise para produzir sua própria informação e conteúdo de mídia', 'Liberdade de Expressão, Liberdade de Informação, Liberdade de Imprensa', 'Representações de Gênero na mídia, nos Livros, na Internet e na História', 'Ética da mídia e da informação em relação às necessidades dos grandes negócios, política e desenvolvimento', 'Entendendo e Avaliando o Mundo da Publicidade', 'Desafios da Internet e Oportunidades para Crianças e Jovens', 'Envolvendo-se com mídia e usando nova tecnologia e Informação para Ação Social']","['Nima Spigolon', 'Claudia Wanderley']",Universidade Estadual de Campinas,Arts and Humanities,https://www.coursera.org/learn/alfabetizacao-midiatica
