Course Title,Rating,Level,Duration,Schedule,Review,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url
Security and Privacy for Big Data - Part 2,4.7,Beginner level,Approx. 1 hour to complete,Flexible schedule,241 reviews,"Understand what data protection is and why this is important.Explain what personal data is, and know the essential facts about the GDPR, what the GDPR has changed compared to previous data protection law.Know privacy risks arising from Big Data applications and methods which reduce or prevent privacy risks of data processing activities. Know concepts like anonymization and pseudonymization, k-anonymity, differential privacy, secure multiparty computation, and homomorphic encryption.",[],[' SECURITY AND PRIVACY FOR BIG DATA - PART 2'],['Enrique Barra'],['EIT Digital '],Information Technology,https://www.coursera.org/learn/security-privacy-big-data-protection
Compensation and Benefits,4.8,Beginner level,19 hours (approximately),Flexible schedule,84 reviews,Evaluate an organization's compensation strategyExplain different benefit types and optionsEvaluate and select an appropriate pay system for an organization's needs,"['Benefit types', 'Compensation strategy', 'Pay systems', 'Total rewards']","['Introduction to Compensation and Benefits', 'Organization Structure and Compensation Strategy', 'Benefits', 'Payroll and Benefit Technology and Design']","['Brad Boyson', 'Rhea Bautista']",['HRCI'],Information Technology,https://www.coursera.org/learn/compensation-and-benefits
Cybersecurity Awareness and Innovation,4.6,Beginner level,Approx. 6 hours to complete,Flexible schedule,627 reviews,Cibersecurity awareness mainly focused on identity managementUnderstanding of effective protection mechanisms against common threats related with IdentityCapacity to devise disruptive ideas related with identity protection,[],"['Identity and Authentication', 'Identity and social attacks', 'Protection basics for information and IT devices', 'The modern world: mobility and clouds', 'Cybersecurity Today and Challenges', 'Innovation & Entrepreneurship']","['Román Ramírez', 'Iván Pau', 'Iván Martínez']",['EIT Digital '],Information Technology,https://www.coursera.org/learn/cybersecurity
Estrategia de IT centrada en el cliente,,Beginner level,Approx. 2 hours to complete,Flexible schedule,,,"['Sales', 'Project', 'strategy', 'Customer Satisfaction']","['¿Cómo defines una estrategia centrada en el cliente que puedas ejecutar en la práctica?', '¿Cómo puedes elaborar un prototipo de las soluciones de IT que las personas desean usar?']",['Alex Cowan'],['University of Virginia'],Information Technology,https://www.coursera.org/learn/uva-darden-customer-centric-it-strategy-es
Managing Relational Databases,,Beginner level,17 hours (approximately),Flexible schedule,,"Students will learn to create and manage relational databases, and to use SQL for data analysis and reporting.","['Using Subqueries', 'Working with SQL Queries and Functions', 'Relational Database Concepts', 'Organizing Data', 'Manipulating Table Data']","['Database Fundamentals', 'Multiple Conditions and Complex Criteria', 'Working with Functions', 'Retrieving and Organizing Data from Multiple Tables', 'Using Subqueries', 'Manipulating Table Data', 'Database Fundamentals Capstone']",['Shadow Farrell'],"['Akamai Technologies, Inc.']",Information Technology,https://www.coursera.org/learn/akamai-databases
Contact Center AI: Conversational Design Fundamentals,4.5,Beginner level,4 hours (approximately),Flexible schedule,165 reviews,Define what is Google CCAIExplain how Dialogflow can be used in Contact Center applicationsDescribe how NLU is used to enable Dialogflow conversationsCollaborate with a virtual agent developer on the design of chat and voice virtual agents,"['Conversational design', 'Virtual agent']","['Course Overview', 'Overview of Contact Center AI', 'Conversational Experiences', 'Fundamentals of Designing Conversations', 'Dialogflow Product Options', 'Course Review']",['Google Cloud Training'],['Google Cloud'],Information Technology,https://www.coursera.org/learn/contact-center-ai-conversational-design-fundamentals
Threat Analysis,,,26 hours (approximately),Flexible schedule,,,[],"['Understanding Incident Analysis in a Threat-Centric SOC', 'Identifying Common Attack Vectors', 'Identifying Malicious Activity', 'Identifying Patterns of Suspicious Behavior']",['Cisco Learning & Certifications'],['Cisco Learning and Certifications'],Information Technology,https://www.coursera.org/learn/threat-analysis
AI Essentials ,3.9,Beginner level,3 hours (approximately),Flexible schedule,22 reviews,,"['AI Hardware', 'Customer Experience', 'AI Pipeline', 'B2B Sales', 'AI Software']",['AI Essentials'],[],['Intel'],Information Technology,https://www.coursera.org/learn/ai-essentials
Fundamentals of Database Systems,4.3,Intermediate level,2 hours,,15 reviews,Describe database components.Investigate examples of database system diagrams.Use the Dia diagramming tool to add components to a database system diagram.,"['Database Diagramming', 'Dia']",['Learn step-by-step'],['Judy Richardson'],['Coursera Project Network'],Information Technology,https://www.coursera.org/projects/fundamentals-database-systems
Google Cloud Digital Leader Training Professional Certificate,4.8,Beginner level,1 months at 10 hours a week,Flexible schedule,"2,237 reviews",Recall fundamental cloud terminology. Identify Google Cloud products and solutions that support digital transformation.Explain how cloud technology and data can be leveraged to innovate within organizations.Identify key change patterns and Google Cloud products for infrastructure and application modernization. ,[],"['Digital Transformation with Google Cloud', 'Exploring Data Transformation with Google Cloud', 'Innovating with Google Cloud Artificial Intelligence', 'Modernize Infrastructure and Applications with Google Cloud', 'Trust and Security with Google Cloud', 'Scaling with Google Cloud Operations']",['Google Cloud Training'],['Google Cloud'],Information Technology,https://www.coursera.org/professional-certificates/google-cloud-digital-leader-training
IBM IT Scrum Master Professional Certificate,4.8,Beginner level,5 months at 10 hours a week,Flexible schedule,135 reviews,"Master the most up-to-date practical skills and knowledge IT Scrum Masters use in their daily rolesLearn Agile concepts of adaptive planning, iterative development, and continuous improvement, resulting in early customer deliveries and valueGain knowledge regarding software engineering, Software Development Lifecycle (SDLC), software development tools, & DevOps essential characteristicsApply your new skills to real-world projects, build a portfolio, and prepare for the CSM certification exam from Scrum Alliance","['Scrum Master', 'Risk Management', 'Communication', 'Leadership', 'agile']","['Introduction to Scrum Master Profession', 'Information Technology (IT) Fundamentals for Everyone', 'Introduction to Software Engineering', 'Introduction to DevOps', 'Introduction to Agile Development and Scrum', 'Working as a Scrum Master', 'Scrum Master Capstone', 'Practice Exam for Certified Scrum Master (CSM) Certification']","['IBM Skills Network Team', 'Daniel C. Yeomans', 'Bethany Hudnutt', 'Matt Versdahl', 'Skill-Up EdTech Team', 'John Rofrano', 'Rav Ahuja']","['IBM', 'SkillUp EdTech']",Information Technology,https://www.coursera.org/professional-certificates/ibm-it-scrum-master
IBM Applied DevOps Engineering Professional Certificate,4.8,Intermediate level,3 months at 10 hours a week,Flexible schedule,265 reviews,"Write quality agile user stories, estimate and assign story points to them, and track stories using a kanban board on ZenHubDevelop RESTful Python microservices, test with TDD methods, practice CI/CD, and deploy using serverless and container technologies like KubernetesDevelop and execute unit tests with test driven development (TDD) methods including coverage reports, factories, fakes, and mock objectsGain technical experience through hands on labs and projects and build a portfolio to demonstrate your job readiness","['Representational State Transfer (REST)', 'Cloud Applications', 'Openshift', 'Microservices', 'serverless', 'Software Testing', 'Test-Driven Development', 'Behavior-Driven Development', 'Test Case', 'Automated Testing', 'CI/CD', 'agile', 'Devops', 'TDD/BDD', 'Cloud Native', 'Continuous Integration', 'Continuous Development', 'Infrastructure As Code', 'Automation', 'Observability', 'Telemetry', 'Monitoring', 'logging', 'Tracing', 'Docker', 'Kubernetes', 'Containers', 'Kanban', 'Zenhub', 'Scrum Methodology', 'Agile Software Development', 'Sprint Planning', 'Open Web Application Security Project (OWASP)', 'security', 'Cloud Computing']","['Introduction to DevOps', 'Introduction to Agile Development and Scrum', 'Introduction to Containers w/ Docker, Kubernetes & OpenShift', 'Application Development using Microservices and Serverless ', 'Introduction to Test and Behavior Driven Development', 'Continuous Integration and Continuous Delivery (CI/CD)', 'Application Security for Developers and DevOps Professionals', 'Monitoring and Observability for\xa0Development and DevOps', 'DevOps Capstone Project']","['Upkar Lidder', 'Alex Parker', 'John Rofrano', 'Ramanujam Srinivasan']",['IBM'],Information Technology,https://www.coursera.org/professional-certificates/ibm-applied-devops-engineering
Become a CBRS Certified Professional Installer by Google,4.5,,Approx. 3 hours to complete,Flexible schedule,191 reviews,"What is CBRS? An overview of shared spectrum and CBRS ecosystem, users, systems and devicesThe role of CPIs in CBRS: What are CPIs, why and when are they needed?How to be a CPI: Determining installation parameters for the SAS and troubleshooting tips",[],"['What is CBRS?', 'The role of CPIs  in CBRS', 'More background  on CBRS', 'How to do the CPI job', 'Steps to certification', 'The future', 'CPI Exam']",['Google'],['Google - Spectrum Sharing'],Information Technology,https://www.coursera.org/learn/google-cbrs-cpi-training
Preparing for Google Cloud Certification: Cloud Developer Professional Certificate,4.7,Intermediate level,2 months at 5 hours a week,Flexible schedule,275 reviews,"Identify the purpose and value of Google Cloud products and services.Learn the skills needed to be successful in a cloud developer engineering role.Choose among and use application deployment environments on Google Cloud: App Engine, Google Kubernetes Engine, and Compute Engine.Techniques for monitoring, troubleshooting, and improving infrastructure and application performance in Google Cloud","['Google Cloud Platform', 'Cloud Computing', 'Application development', 'Debugging', 'Cloud Storage']","['Google Cloud Fundamentals: Core Infrastructure', 'Getting Started with Google Kubernetes Engine', 'Getting Started With Application Development', 'Securing and Integrating Components of your Application', 'App Deployment, Debugging, and Performance', 'Application Development with Cloud Run']",['Google Cloud Training'],['Google Cloud'],Information Technology,https://www.coursera.org/professional-certificates/google-cloud-developer
Preparing for Google Cloud Certification: Cloud Network Engineer Professional Certificate,4.7,Intermediate level,1 months at 10 hours a week,Flexible schedule,958 reviews,"Learn the skills needed to be successful in a cloud network engineering rolePrepare for the Google Cloud Professional Cloud Network Engineer certification examLearn about implementing VPCs, hybrid connectivity, network services, and security for established network architectures on Google Cloud Understand the purpose and intent of the Professional Cloud Network Engineer certification and its relationship to other Google Cloud certifications","['Google Compute Engine', 'Google App Engine (GAE)', 'Google Cloud Platform', 'Cloud Computing']","['Google Cloud Fundamentals: Core Infrastructure', 'Networking in Google Cloud: Defining and Implementing Networks', 'Networking in Google Cloud: Hybrid Connectivity and Network Management', 'Hands-On Labs in Google Cloud for Networking Engineers']",['Google Cloud Training'],['Google Cloud'],Information Technology,https://www.coursera.org/professional-certificates/google-cloud-networking
Certified in Cybersecurity Specialization,4.7,Beginner level,1 months at 10 hours a week,Flexible schedule,303 reviews,"Demonstrate that you have foundational knowledge of industry terminology, network security, security operations and policies and procedures.","['Cybersecurity', 'Network Security', 'security principles']","['Security Principles', 'Incident Response, BC, and DR Concepts', 'Access Control Concepts', 'Network Security', 'Security Operations']",['(ISC)² Education & Training'],['ISC2'],Information Technology,https://www.coursera.org/specializations/certified-in-cybersecurity
"NoSQL, Big Data, and Spark Foundations Specialization",4.4,Beginner level,1 months at 10 hours a week,Flexible schedule,134 reviews,"Work with NoSQL databases to insert, update, delete, query, index, aggregate, and shard/partition data.Develop hands-on NoSQL experience working with MongoDB, Apache Cassandra, and IBM Cloudant.Develop foundational knowledge of Big Data and gain hands-on lab experience using Apache Hadoop, MapReduce,  Apache Spark, Spark SQL, and Kubernetes.Perform Extract, Transform and Load (ETL) processing and Machine Learning model training and deployment with Apache Spark.","['Cloud Database', 'Mongodb', 'Cassandra', 'NoSQL', 'Cloudant', 'Machine Learning', 'Machine Learning Pipelines', 'Data Engineer', 'SparkML', 'Apache Spark', 'Big Data', 'SparkSQL', 'Apache Hadoop']","['Introduction to NoSQL Databases', 'Introduction to Big Data with Spark and Hadoop', 'Machine Learning with Apache Spark']","['Muhammad Yahya', 'Steve Ryan', 'IBM Skills Network Team', 'Romeo Kienzler', 'Rav Ahuja', 'Aije Egwaikhide', 'Ramesh Sannareddy']",['IBM'],Information Technology,https://www.coursera.org/specializations/nosql-big-data-and-spark-foundations
AWS Cloud Practitioner Essentials,4.8,Beginner level,Approx. 18 hours to complete,Flexible schedule,"1,534 reviews","Understand the working definition of the AWS CloudDifferentiate between on-premises, hybrid-cloud, and all-in cloudDescribe the basic global infrastructure of the AWS CloudExplain the benefits of the AWS Cloud","['Cloud Computing Security', 'Cloud Computing', 'cloud networking', 'Migration and Innovation', 'AWS cloud']","['Introduction to Amazon Web Services, Compute in the Cloud', 'Global Infrastructure and Reliability, Networking', 'Storage and Databases', 'Security', 'Monitoring and Analytics, Pricing and Support', 'Migration and Innovation, The Cloud Journey', 'AWS Certified Cloud Practitioner Basics']","['Rudy Chetty', 'Blaine Sundrud', 'Morgan Willis']",['Amazon Web Services'],Information Technology,https://www.coursera.org/learn/aws-cloud-practitioner-essentials
ITIL 4 Exam Preparation,4.7,,Approx. 17 hours to complete,Flexible schedule,993 reviews,,"['ITIL 4 Foundation topics', 'ITIL Terminogy']","['Introduction to ITIL 4', 'Key Concepts of Service Management', 'The Four Dimensions of Service Management', 'The ITIL 4 Service Value System', 'The Service Value Chain', 'ITIL 4 Guiding Principles', 'ITIL 4 Practices', 'Course Review', 'Exam Overview']","['Kelley Conrad', 'Sabrina Moore', 'Allyson Pippin']",['LearnQuest'],Information Technology,https://www.coursera.org/learn/itil-4-exam-preparation
AWS Cloud Technical Essentials,4.8,Beginner level,25 hours (approximately),Flexible schedule,"4,595 reviews","Describe terminology and concepts related to AWS services     Articulate key concepts of AWS security measures and AWS Identity and Access Management (IAM)      You will learn to distinguish among several AWS compute services, including Amazon EC2, AWS Lambda, and Amazon ECS.  Understand AWS database and storage offerings, including Amazon Relational Database Service (Amazon RDS), Amazon DynamoDB, and Amazon S3.      ","['AWS Identity and Access Management', 'Networking on AWS', 'Cloud Computing', 'AWS Management Console', 'aws security']","['Week 1: AWS Overview and Security', 'Week 2: Compute & Networking', 'Week 3: Storage & Databases on AWS', 'Week 4: Monitoring & Optimization']","['Seph Robinson', 'Morgan Willis']",['Amazon Web Services'],Information Technology,https://www.coursera.org/learn/aws-cloud-technical-essentials
Introduction to Software Engineering,4.7,Beginner level,15 hours (approximately),Flexible schedule,713 reviews,"Describe software engineering, Software Development Lifecycle (SDLC), and software development tools, technologies and stacks.  List different types of programming languages and create basic programming constructs such as loops and conditions using Python.   Outline approaches to application architecture and design, patterns, and deployment architectures.   Summarize the skills required in software engineering and describe the career options it provides.","['Software Engineering', 'Software Architecture', 'Python Programming', 'Agile and Scrum', 'Software Development Lifecycle (SDLC)']","['SDLC - The Software Development Lifecyle', 'Introduction to Software Development', 'Basics of Programming', 'Software Architecture, Design, and Patterns', 'Job Opportunities and Skillsets in Software Engineering', 'Final Activity and Quiz']","['Rav Ahuja', 'Bethany Hudnutt']",['IBM'],Information Technology,https://www.coursera.org/learn/introduction-to-software-engineering
Learning Linux for LFCA Certification Specialization,4.5,Beginner level,2 months at 10 hours a week,Flexible schedule,622 reviews,,"['applying permissions', 'updating packages', 'managing Linux File Systems', 'creating links to files and directories', 'filtering text files']","['Linux Fundamentals', 'Managing Linux Systems', 'Securing Linux Systems', 'Linux Cloud and DevOps']",['Aspen Olmsted'],['LearnQuest'],Information Technology,https://www.coursera.org/specializations/linux-for-lfca-certification
Google IT Support (Deutsch)  Professional Certificate,4.7,Beginner level,6 months at 10 hours a week,Flexible schedule,179 reviews,"Die nötigen Grundkenntnisse für einen Einstieg in der IT-BrancheAusführung alltäglicher IT-Supportaufgaben, darunter den Zusammenbau von Computern, WLAN-Einrichtung und -verwaltung, Installation von Programmen und KundenserviceBereitstellung von Kundensupport, von der Identifizierung eines Problems bis hin zu Fehlerbehebung und DebuggingBeherrschung von Systemen und Konzepten wie Linux, Domain Name Systems, der Befehlszeile und binären Codes","['Customer Service', 'Network Protocols', 'Cloud Computing', 'Encryption Algorithms', 'Debugging']","['Grundlagen des technischen Supports', 'Die Bits und Bytes von Computernetzwerken', 'Betriebssysteme und Sie: Power User werden', 'Systemverwaltung und IT-Infrastrukturdienste', 'IT-Sicherheit: Grundlagen für Sicherheitsarchitektur']","['Google Career Certificates', 'Onlea support']",['Google'],Information Technology,https://www.coursera.org/professional-certificates/google-it-de
Akamai Customer Consulting and Support Professional Certificate,4.8,Beginner level,6 months at 8 hours a week,Flexible schedule,16 reviews,"Basic understanding of Linux and OS management using shell commands. Practical experience working with key networking technology.Learn network theory & implement networking tech like TCP/IP, DNS, DHCP, application layer protocols like HTTP(S), VLANs, routing & wireless tech.Create and format web pages using HTML5 and CSS3. Master basic SQL commands for database management and data analysis.Understand security management and create scripts to interact with users and process security events.","['Basics of Databases (SQL/NoSQL)', 'Linux/Unix System Administration', 'Computer Network', 'Troubleshooting', 'Debugging techniques']","['Operating Systems Fundamentals', 'Networking Fundamentals', 'Introduction to Web Applications', 'Managing Relational Databases', 'Python Scripting Fundamentals', 'Introduction to IT Security']",['Shadow Farrell'],"['Akamai Technologies, Inc.']",Information Technology,https://www.coursera.org/professional-certificates/akamai-customer-consulting-and-support
Linux and Private Cloud Administration on IBM Power Systems Specialization,4.8,Intermediate level,1 months at 10 hours a week,Flexible schedule,611 reviews,,"['Cloud Computing', 'virtualization', 'IBM Power Systems', 'System Administration', 'Red Hat Enterprise Linux']","['Fundamentals of Red Hat Enterprise Linux', 'Linux System Administration with IBM Power Systems', 'Private Cloud Management on IBM Power Systems']","['Chris Caillouet', 'Upendra Rajan', 'Bill Miller']","['IBM ', 'Red Hat']",Information Technology,https://www.coursera.org/specializations/linux-private-cloud-administration-power-systems
Introduction to Large Language Models,4.3,Beginner level,Approx. 1 hour to complete,Flexible schedule,281 reviews,Define Large Language Models (LLMs)Describe LLM Use Cases Explain Prompt Tuning Describe Google’s Gen AI Development tools,[],['Introduction to Large Language Models'],['Google Cloud Training'],['Google Cloud'],Information Technology,https://www.coursera.org/learn/introduction-to-large-language-models
Microsoft Azure Security Engineer Associate (AZ-500) Professional Certificate,4.5,Intermediate level,6 months at 5 hours a week,Flexible schedule,17 reviews,"Use Azure Active Directory to create and manage users, manage authentication, and implement identity protection and governance. Implement perimeter, network, host, and container security and services such as Azure Key Vault to secure the platform and applications. Secure data by implementing storage security, data sovereignty, database monitoring, encryption, & data masking using tools like Defender for Cloud.Manage security operations with Microsoft Defender and use monitoring tools such as Azure Resource Monitor and Azure Monitor Application Insights.","['Securing applications', 'Managing security operations', 'Azure Active Directory', 'Protecting identity and platforms', 'Securing data']","['Secure Access with Azure Active Directory', 'Identity Protection and Governance\u202f', 'Implement Platform Protection', 'Secure Your Applications', 'Secure Your Data at Rest', 'Manage Security Operations', 'Capstone and Practice Exam (AZ-500)']",[' Microsoft'],['Microsoft'],Information Technology,https://www.coursera.org/professional-certificates/microsoft-azure-security-engineer-associate
Oracle SQL Databases Specialization,4.6,Beginner level,1 months at 10 hours a week,Flexible schedule,434 reviews,"Learn how to create Oracle SQL DatabasesUnderstand how to insert, modify, and delete from Oracle SQL Databases","['Insert and Modify Oracle SQL Databases', 'Delete from Oracle SQL Databases', 'Create Oracle SQL Databases']","['Oracle Database Foundations', 'Oracle Database Platform', 'Oracle SQL Basics', 'Oracle SQL Proficiency']",['Rafiq Wayani'],['LearnQuest'],Information Technology,https://www.coursera.org/specializations/oracle-sql-databases
Wireshark for Beginners: Capture Packets,4.7,Beginner level,1.5 hours,,59 reviews,Install and set up Wireshark on Ubuntu.Use a display filter to detect HTTP and HTTPS packets.Use a display filter to detect IP Addresses in packets.,"['Ethernet', 'Wireshark Filters', 'Wireshark Packet Capture', 'Wireshark', 'Network Packets']",['Learn step-by-step'],['David Dalsveen'],['Coursera Project Network'],Information Technology,https://www.coursera.org/projects/wireshark-for-beginners-capture-packets
Wireshark for Basic Network Security Analysis,4.4,Intermediate level,2 hours,,213 reviews,"Learn how to troubleshoot with Wireshark, capture Traffic and analyze already captured Traffic. Know how to use Display and Capture Filters.Generate, Capture and analyze RADIUS, DNS, HTTP and Telnet unencrypted Traffic. Decrypt also the RADIUS encypted password.Generate, Capture then analyze SSH and HTTPS encrypted Traffic. Decrypt HTTPS Traffic in Wireshark.","['Network Security', 'security', 'Networking', 'Wireshark']",['Learn step-by-step'],['Menna ElSharkawy'],['Coursera Project Network'],Information Technology,https://www.coursera.org/projects/wireshark-for-network-security
Exam Prep AZ-104: Microsoft Azure Administrator Associate Specialization,3.8,Intermediate level,6 months at 2 hours a week,Flexible schedule,26 reviews,Gain Skills to understand the  Azure Administrator Associate CertificateLearn working with various Azure Services necessary for Associate Level,"['Azure RBAC', 'Azure Site Recivery', 'Microsoft Entra ID', 'Azure VM', 'Azure Monitor', 'Azure Containers', 'Azure Storage Services', 'Azure Backup', 'Azure Kubernetes Services']","['Manage Identities and Governance in Azure', 'Storage in Azure', 'Compute Resources in Azure', 'Virtual Networks in Azure', 'Monitoring and Backup in Azure ']",['Whizlabs Instructor'],['Whizlabs'],Information Technology,https://www.coursera.org/specializations/exam-prep-az-104-microsoft-azure-administrator-associate
Palo Alto Networks Cybersecurity Professional Certificate,4.6,Beginner level,1 months at 10 hours a week,Flexible schedule,369 reviews,"Examine the cybersecurity landscape, attack threat vectors, vulnerabilities, and risks. Describe the basics of cryptography including encryption.","['Mitigating vulnerabilities using packet capture and analysis', 'Configuring network protection and dynamic routing using firewalls', 'Managing and encrypting a zero-trust environment', 'Deploying VPNs and SSL/SSH encryption', 'Analyzing firewall logs and configuring security controls']","['Palo Alto Networks Cybersecurity Foundation', 'Palo Alto Networks Network Security Fundamentals', 'Palo Alto Networks Cloud Security Fundamentals', 'Palo Alto Networks Security Operations  Fundamentals']",['James Dalton'],['Palo Alto Networks'],Information Technology,https://www.coursera.org/professional-certificates/palo-alto-networks-cybersecurity-fundamentals
Bugs 101: Insect-Human Interactions,4.9,Beginner level,Approx. 49 hours to complete,Flexible schedule,"1,323 reviews",,"['Biology', 'Entomology', 'Science', 'Ecology']","['Module 01:  Introduction to Insects and their Terrestrial Relatives', 'Module 02: The Business of Being an Insect Part 1', 'Module 03: The Business of Being an Insect Part 2', 'Module 04: Insect Locomotion', 'Module 05: Insects as Decomposers', 'Module 06: Plant Feeding and Impacts of Herbivory', 'Module 07: Pollination and Beekeeping', 'Module 08: Insects and Disease', 'Module 09: Sustainable Human-Insect Interactions: IPM', 'Module 10: Sustainable Human-Insect Interactions: IPM (Biological and Cultural Control)', 'Module 11: Insect Conservation ', 'Module 12: Insects in Human Culture', 'Module 13: Bugs 101 Wrap Up']",['Dr. Maya Evenden'],['University of Alberta'],Information Technology,https://www.coursera.org/learn/bugs-101
Office Productivity Software Specialization,4.5,Beginner level,2 months at 2 hours a week,Flexible schedule,22 reviews,"Build foundational knowledge of software tools commonly used in office settingsLearn the tips, tricks, and best practices they need to succeed at using office productivity software toolsAttain practical, hands-on skills in these tools enabling you to succeed in an office environmentNavigate the Windows desktop, manage files and folders, and install and remove applications","['Video Conferencing', 'Messaging', 'Microsoft Teams', 'Collaboration apps', 'Zoom', 'Calendars', 'Outlook', 'Email', 'Meeting', 'Office Productivity Software', 'File Management', 'Windows', 'microsoft office', 'Windows 10', 'Microsoft PowerPoint', 'Slideshows', 'Presentation applications', 'Google Slides', 'Word processing applications', 'Google Docs', 'Documents', 'Microsoft Word', 'Microsoft Excel', 'Spreadsheet applications', 'Google Sheets']","['Office Productivity Software and Windows Fundamentals\xa0\xa0', 'Get Started with Mail and Calendar Applications: Outlook', 'Get Started with Word Processing Applications: Word', 'Get Started with Presentation Applications: PowerPoint', 'Get Started with Spreadsheet Applications: Excel', 'Get Started with Messaging & Collaboration Apps: Teams/Zoom']","['Steve Ryan', 'Skill-Up EdTech Team']",['SkillUp EdTech'],Information Technology,https://www.coursera.org/specializations/skillup-edtech-office-productivity-software
Cloud-Native Development with OpenShift and Kubernetes Specialization,4.7,Intermediate level,1 months at 10 hours a week,Flexible schedule,104 reviews,"Understand the foundational concepts of containerized applications. Learn basic skills of how to develop, deploy, scale and troubleshoot containerized applications to Kubernetes and OpenShift.","['RHOCP', 'Openshift', 'Cloud Computing', 'Kubernetes', 'Containers']","['Foundations of Red Hat Cloud-native Development', 'Managing Cloud-native Applications with Kubernetes', 'Advanced Application Management with Red Hat OpenShift']",[' Marek Czernek'],['Red Hat'],Information Technology,https://www.coursera.org/specializations/cloud-native-development-openshift-kubernetes
Introduction to AI and Machine Learning on Google Cloud,4.8,Beginner level,Approx. 9 hours to complete,Flexible schedule,12 reviews,Recognize the data-to-AI technologies and tools offered by Google Cloud.Use generative AI capabilities in applications.Choose between different options to develop an AI project on Google Cloud.Build ML models end-to-end by using Vertex AI.,[],"['Introduction', 'AI Foundations', 'AI Development Options', 'AI Development Workflow', 'Generative AI', 'Summary']",['Google Cloud Training'],['Google Cloud'],Information Technology,https://www.coursera.org/learn/introduction-to-ai-and-machine-learning-on-google-cloud
"Python, Bash and SQL Essentials for Data Engineering Specialization",4.5,Beginner level,4 months at 5 hours a week,Flexible schedule,266 reviews,"Develop data engineering solutions with a minimal and essential subset of the Python language and the Linux environmentDesign scripts to connect and query a SQL database using PythonUse a scraping library in Python to read, identify and extract data from websites 
","['Data Science', 'Big Data', 'Python Programming', 'Bash (Unix Shell)', 'Database (DBMS)', 'Information Engineering', 'SQL', 'Web Application']","['Python and Pandas for Data Engineering', 'Linux and Bash for Data Engineering', 'Scripting with Python and SQL for Data Engineering', 'Web Applications and Command-Line Tools for Data Engineering']","['Alfredo Deza', 'Kennedy Behrman', 'Noah Gift']",['Duke University'],Information Technology,https://www.coursera.org/specializations/python-bash-sql-data-engineering-duke
MRI Fundamentals,4.5,Intermediate level,Approx. 8 hours to complete,Flexible schedule,372 reviews,,[],"['1 Overview of MRI ', '2 Mag Reson Phenomenon', '3 Signal Processing Theory', '4 MR IMAGE FORMATION', '5 IMAGE CONTRAST, FIELD OF VIEW, AND RESOLUTION', '6 MRI DATA ACQUISITION STRATEGIES']",['Sung-Hong Park '],['Korea Advanced Institute of Science and Technology(KAIST)'],Information Technology,https://www.coursera.org/learn/mri-fundamentals
An Introduction to Accessibility and Inclusive Design,4.7,Beginner level,Approx. 15 hours to complete,Flexible schedule,194 reviews,,[],"['Course Orientation', 'Module 1: Understanding Disability and Assistive Technology', 'Module 2: The Legal Landscape and the Workplace', 'Module 3: Universal Design', 'Module 4: Accessible Digital Materials']","['Tania Heap', 'Marc Thompson', 'Lori Lane']",['University of Illinois at Urbana-Champaign'],Information Technology,https://www.coursera.org/learn/accessibility
Introduction to Machine Learning on AWS,4.5,Beginner level,Approx. 6 hours to complete,Flexible schedule,85 reviews,"Differentiate between artificial intelligence (AI), machine learning, and deep learning. Select the appropriate AWS machine learning service for a given use case.Discover how to build, train, and deploy machine learning models.","['Artificial Intelligence (AI)', 'machine learning models', 'Machine Learning', 'Deep Learning']","['Week 1', 'Week 2']",['Russell Sayers'],['Amazon Web Services'],Information Technology,https://www.coursera.org/learn/machine-learning-on-aws
Introduction to Enterprise Computing,4.7,Beginner level,9 hours (approximately),Flexible schedule,870 reviews,"Identify the different architectural families, explain the enhancements for each architecture family and the functions of an operating systemExplain the concept of a Sysplex and describe methods available for z/OS security. Define the IOCP statements for the IOCDS and explain the concept of activation profiles. Describe the process of IPLing an operating system","['Mainframe', 'Enterprise Software', 'security', 'IBM Z', 'z/OS']","['Introduction to the Mainframe Environment', 'Mainframe Infrastructure', 'Mainframe Security and Start-up']",['Jeff Bisti'],['IBM '],Information Technology,https://www.coursera.org/learn/introduction-enterprise-computing
Cybersecurity Capstone:  Breach Response Case Studies,4.8,Beginner level,15 hours (approximately),Flexible schedule,"1,337 reviews",,"['Computer Security Incident Management', 'Cybersecurity', 'Breach (Security Exploit)', 'security analyst', 'cyber attack']","['Incident Management Response and Cyberattack Frameworks', 'Phishing Scams', 'Point of Sale Breach', '3rd Party Breach', 'Ransomware', 'Apply Your Skill - Data Breaches']",['IBM Skills Network Team'],['IBM'],Information Technology,https://www.coursera.org/learn/ibm-cybersecurity-breach-case-studies
"Spark, Hadoop, and Snowflake for Data Engineering",,Advanced level,29 hours (approximately),Flexible schedule,,"Create scalable data pipelines (Hadoop, Spark, Snowflake, Databricks) for efficient data handling.Optimize data engineering with clustering and scaling to boost performance and resource use.Build ML solutions (PySpark, MLFlow) on Databricks for seamless model development and deployment.Implement DataOps and DevOps practices for continuous integration and deployment (CI/CD) of data-driven applications, including automating processes.","['Big Data', 'Python Programming', 'Information Engineering', 'Apache Hadoop', 'Apache Spark']","['Overview and Introduction to PySpark', 'Snowflake', 'Azure Databricks and MLFLow', 'DataOps and Operations Methodologies']","['Matt Harrison', 'Kennedy Behrman', 'Noah Gift']",['Duke University'],Information Technology,https://www.coursera.org/learn/spark-hadoop-snowflake-data-engineering
