Course Title,Rating,Level,Duration,Schedule,Review,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url
IBM AI Engineering Professional Certificate,4.5,Intermediate level,2 months at 10 hours a week,Flexible schedule,"5,939 reviews","Describe machine learning, deep learning, neural networks, and ML algorithms like classification, regression, clustering, and dimensional reduction Implement supervised and unsupervised machine learning models using SciPy and ScikitLearn Deploy machine learning algorithms and pipelines on Apache Spark Build deep learning models and neural networks using Keras, PyTorch, and TensorFlow ","['Image Processing', 'Artificial Intelligence (AI)', 'Opencv', 'Computer Vision', 'Deep Learning', 'Machine Learning', 'regression', 'Hierarchical Clustering', 'classification', 'SciPy and scikit-learn', 'Artificial Neural Network', 'keras']","['Machine Learning with Python', 'Introduction to Deep Learning & Neural Networks with Keras', 'Introduction to Computer Vision and Image Processing', 'Deep Neural Networks with PyTorch', 'Building Deep Learning Models with TensorFlow', 'AI Capstone Project with Deep Learning ']","['SAEED AGHABOZORGI', 'Samaya Madhavan', 'Joseph Santarcangelo', 'Romeo Kienzler', 'JEREMY NILMEIER', 'Aije Egwaikhide', 'Alex Aklson']",['IBM'],DataScience,https://www.coursera.org/professional-certificates/ai-engineer
Statistics For Data Science,4.0,Beginner level,,,20 reviews,"Understanding distribution of the dataset, measure the spread and much more","['Basic Descriptive Statistics', 'Statistical Analysis', 'General Statistics']",['Learn step-by-step'],['Muhammad Saad uddin'],['Coursera Project Network'],DataScience,https://www.coursera.org/projects/statistics-data-science
Data Science in Real Life,4.4,,7 hours (approximately),Flexible schedule,"2,349 reviews",Identify strengths and weaknesses in experimental designsLearn novel solutions for managing data pullsDescribe common pitfalls in communicating data analysesUnderstand a typical day in the life of a data analysis manager,"['Statistics', 'Data Science', 'Data Analysis', 'Data Management']","['Introduction, the perfect data science experience']","['Brian Caffo, PhD', 'Roger D. Peng, PhD', 'Jeff Leek, PhD']",['Johns Hopkins University'],DataScience,https://www.coursera.org/learn/real-life-data-science
Business Analytics Specialization,4.6,Beginner level,1 months at 10 hours a week,Flexible schedule,"16,230 reviews",Explain how data is used for recruiting and performance evaluationModel supply and demand for various business scenariosSolve business problems with data-driven decision-makingUnderstand the tools used to predict customer behavior,"['Customer Analytics', 'Analytics', 'Business Analytics', 'Decision Tree']","['Customer Analytics', 'Operations Analytics', 'People Analytics', 'Accounting Analytics', 'Business Analytics Capstone']","['Eric Bradlow', 'Wharton Teaching Staff', 'Martine Haas', 'Christopher D. Ittner', 'Senthil Veeraraghavan', 'Ron Berman', 'Brian J Bushee', 'Peter Fader', 'Sergei Savin', 'Raghu Iyengar', 'Cade Massey', 'Noah Gans', 'Matthew Bidwell']",['University of Pennsylvania'],DataScience,https://www.coursera.org/specializations/business-analytics
"Data Science with NumPy, Sets, and Dictionaries",,Beginner level,Approx. 30 hours to complete,Flexible schedule,,,"['Data Analysis', 'Python Programming', 'Numpy', 'Object-Oriented Programming (OOP)', 'Arrays']","['Sets and Dictionaries: Storing and Working with Data ', 'NumPy and Vectors', 'Matrices and Arrays', 'Summarizing Datasets, Performance Optimization, and Data Randomization']","['Kyle Bradbury', 'Genevieve M. Lipp', 'Andrew D. Hilton', 'Nick Eubank']",['Duke University'],DataScience,https://www.coursera.org/learn/numpy-data-science
Expressway to Data Science: Python Programming Specialization,4.7,Beginner level,1 months at 10 hours a week,Flexible schedule,111 reviews,Fundamentals of Python ProgrammingData Manipulation Packages such as Numpy and PandasData Visualization Packages such as Matplotlib and Seaborn,"['Python Libraries', 'Python Programming', 'Numpy', 'Pandas', 'Matplotlib']","['Introduction to Python Fundamentals', 'Introduction to Python Functions', 'Python Packages for Data Science']",['Di Wu'],['University of Colorado Boulder'],DataScience,https://www.coursera.org/specializations/python-programming-data-science
IBM Data Analytics with Excel and R Professional Certificate,4.7,Beginner level,3 months at 10 hours a week,Flexible schedule,"1,894 reviews","Master the most up-to-date practical skills and knowledge data analysts use in their daily rolesLearn how to perform data analysis, including data preparation, statistical analysis, and predictive modeling using R, R Studio, and JupyterUtilize Excel spreadsheets to perform a variety of data analysis tasks like data wrangling, using pivot tables, data mining, & creating chartsCommunicate your data findings using various data visualization techniques including, charts, plots & interactive dashboards with Cognos and R Shiny","['Data Visualization (DataViz)', 'Data Science', 'Spreadsheet', 'Data Analysis', 'Microsoft Excel', 'IBM Cognos Analytics', 'Relational Databases (RDBMS)', 'Dashboard', 'Data Visualization', 'R Programming', 'Pivot Table']","['Introduction to Data Analytics', 'Excel Basics for Data Analysis', 'Data Visualization and Dashboards with Excel and Cognos', 'Assessment for Data Analysis and Visualization Foundations', 'Introduction to R Programming for Data Science', 'SQL for Data Science with R', 'Data Analysis with R', 'Data Visualization with R', 'Data Science with R - Capstone Project']","['Sandip Saha Joy', 'Jeff Grossman', 'Tiffany Zhu', 'Steve Ryan', 'IBM Skills Network Team', 'Yan Luo', 'Gabriela de Queiroz', 'Rav Ahuja', 'Yiwen Li', 'Saishruthi Swaminathan', 'Kevin McFaul']",['IBM'],DataScience,https://www.coursera.org/professional-certificates/ibm-data-analyst-r-excel
Bayesian Statistics Specialization,4.6,Intermediate level,2 months at 10 hours a week,Flexible schedule,268 reviews,Bayesian InferenceTime Series ForecastingHierarchical Modeling,"['Statistics', 'Data Science', 'Bayesian Statistics', 'Data Analysis', 'R Programming']","['Bayesian Statistics: From Concept to Data Analysis', 'Bayesian Statistics: Techniques and Models', 'Bayesian Statistics: Mixture Models', 'Bayesian Statistics: Time Series Analysis', 'Bayesian Statistics: Capstone Project']","['Raquel Prado', 'Abel Rodriguez', 'Herbert Lee', 'Matthew Heiner', 'Jizhou Kang']","['University of California, Santa Cruz']",DataScience,https://www.coursera.org/specializations/bayesian-statistics
Building a Data Science Team,4.5,,6 hours (approximately),Flexible schedule,"3,273 reviews",Describe the various roles that make up a Data Science teamManage a Data Science team onboardingKnow relevant questions for interviewing data scientistsUnderstand how to encourage and empower Data Science teams,"['Team Building', 'Data Science', 'Management', 'Team Management']",['Building a Data Science Team'],"['Brian Caffo, PhD', 'Roger D. Peng, PhD', 'Jeff Leek, PhD']",['Johns Hopkins University'],DataScience,https://www.coursera.org/learn/build-data-science-team
Business Analytics Specialization,4.7,Beginner level,2 months at 10 hours a week,Flexible schedule,134 reviews,,"['Data Analysis', 'Analytics', 'Machine Learning', 'Rstudio', 'power bi']","['Introduction to Business Analytics with R', 'Introduction to Business Analytics: Communicating with Data ', 'Tools for Exploratory Data Analysis in Business', 'Machine Learning Algorithms with R in Business Analytics', 'Applying Data Analytics in Marketing', 'Applying Data Analytics in Accounting']","['Ashish Khandelwal', 'Kevin Hartman', 'Joseph T. Yun', 'Ronald Guymon', 'Gies College of Business, University of Illinois', 'Unnati Narang']",['University of Illinois at Urbana-Champaign'],DataScience,https://www.coursera.org/specializations/analytics
Data Analysis with R Specialization,4.7,Beginner level,4 months at 10 hours a week,Flexible schedule,"5,798 reviews","Analyze and visualize dataPerform hypothesis tests, interpret statistical results (e.g., p-values), and report the results of your analysis to clientsFit, examine, and utilize regression models to examine relationships between multiple variablesInstall and use R and RStudio","['Probability And Statistics', 'Correlation And Dependence', 'Data Analysis', 'Linear Regression', 'Statistical Inference', 'Statistical Hypothesis Testing', 'Data Visualization', 'R Programming', 'Rstudio', 'Regression Analysis', 'Exploratory Data Analysis', 'General Statistics']","['Introduction to Probability and Data with R', 'Inferential Statistics', 'Linear Regression and Modeling ']",['Mine Çetinkaya-Rundel'],['Duke University'],DataScience,https://www.coursera.org/specializations/statistics
Python for Data Analysis: Pandas & NumPy,4.4,Beginner level,2 hours,,242 reviews,Understand python programming fundamentals for data analysisDefine single and multi-dimensional NumPy arraysImport HTML data in Pandas DataFrames,"['Data Science', 'Data Operations', 'Data Analysis', 'Python Programming']",['Learn step-by-step'],['Ryan Ahmed'],['Coursera Project Network'],DataScience,https://www.coursera.org/projects/python-for-data-analysis-numpy
Deep Learning Specialization,4.9,Intermediate level,3 months at 10 hours a week,Flexible schedule,"132,611 reviews","Build and train deep neural networks, identify key architecture parameters, implement vectorized neural networks and deep learning to applicationsTrain test sets, analyze variance for DL applications, use standard techniques and optimization algorithms, and build neural networks in TensorFlowBuild a CNN and apply it to detection and recognition tasks, use neural style transfer to generate art, and apply algorithms to image and video dataBuild and train RNNs, work with NLP and Word Embeddings, and use HuggingFace tokenizers and transformer models to perform NER and Question Answering","['Recurrent Neural Network', 'Tensorflow', 'Convolutional Neural Network', 'Artificial Neural Network', 'Transformers']","['Neural Networks and Deep Learning', 'Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization', 'Structuring Machine Learning Projects', 'Convolutional Neural Networks', 'Sequence Models']","['Younes Bensouda Mourri', 'Kian Katanforoosh', 'Andrew Ng']",['DeepLearning.AI'],DataScience,https://www.coursera.org/specializations/deep-learning
Introduction to R Programming for Data Science,4.5,Beginner level,10 hours (approximately),Flexible schedule,403 reviews,"Manipulate primitive data types in the R programming language using RStudio or Jupyter Notebooks.Control program flow with conditions and loops, write functions, perform character string operations, write regular expressions, handle errors. Construct and manipulate R data structures, including vectors, factors, lists, and data frames.Read, write, and save data files and scrape web pages using R. ","['Data Science', 'R Programming']","['R Basics', 'Common Data Structures', 'R Programming Fundamentals', 'Working with Data', 'Final Project']",['Yan Luo'],['IBM'],DataScience,https://www.coursera.org/learn/introducton-r-programming-data-science
Data Science for Health Research Specialization,,Intermediate level,3 months at 10 hours a week,Flexible schedule,,,"['Become knowledgeable about and conversant in the R environment', 'Compare the prevalence of a binary outcome across two groups', 'Implement and interpret two-sample comparison of means', 'Fit and summarize linear regression with multiple predictors', 'Fit and apply logistic regression', 'Develop a workflow in R', 'Format and manipulate data within R into suitable formats', 'Develop an intuition for doing exploratory data analysis', 'Conceptualize statistical models']","['Arranging and Visualizing Data in R ', 'Linear Regression Modeling for Health Data', 'Logistic Regression and Prediction for Health Data']","['Philip S. Boonstra', 'Bhramar Mukherjee']",['University of Michigan'],DataScience,https://www.coursera.org/specializations/data-science-for-health-research
Databases for Data Scientists Specialization,4.7,Beginner level,2 months at 10 hours a week,Flexible schedule,368 reviews,"Design effective, efficient databases through normalization and data modelingDevelop expertise in programming with the Structured Query Language (“SQL”) Knowledge about database operations, data warehouse, big data, and NoSQL","['Database (DB) Design', 'Data Warehousing', 'database administration', 'SQL', 'NoSQL']","['Relational Database Design', 'The Structured Query Language (SQL)', 'Advanced Topics and Future Trends in Database Technologies']","['Alan Paradise', 'Di Wu']",['University of Colorado Boulder'],DataScience,https://www.coursera.org/specializations/databases-for-data-scientists
The Data Scientist’s Toolbox,4.6,,18 hours (approximately),Flexible schedule,"33,806 reviews","Set up R, R-Studio, Github and other useful toolsUnderstand the data, problems, and tools that data analysts useExplain essential study design conceptsCreate a Github repository","['Data Science', 'Github', 'R Programming', 'Rstudio']","['Data Science Fundamentals', 'R and RStudio', 'Version Control and GitHub', 'R Markdown, Scientific Thinking, and Big Data ']","['Roger D. Peng, PhD', 'Brian Caffo, PhD', 'Jeff Leek, PhD']",['Johns Hopkins University'],DataScience,https://www.coursera.org/learn/data-scientists-tools
Business Analytics with Excel: Elementary to Advanced,4.8,Intermediate level,Approx. 23 hours to complete,Flexible schedule,"1,454 reviews",,"['Modeling', 'Spreadsheet', 'Microsoft Excel', 'Business Analytics', 'Solver']","['Introduction to Excel: Basics and Best Practices', 'What-If Analysis in Excel', 'Decision Analysis through Regression and NPV', 'Linear Programming', 'Transportation and Assignment Problems', 'Integer Programming and Nonlinear Programming']","['Joseph W. Cutrone, PhD']",['Johns Hopkins University'],DataScience,https://www.coursera.org/learn/business-analytics-excel
Excel Basics for Data Analysis,4.8,Beginner level,11 hours (approximately),Flexible schedule,"7,095 reviews","Display working knowledge of Excel for Data Analysis.Perform basic spreadsheet tasks including navigation, data entry, and using formulas.Employ data quality techniques to import and clean data in Excel.Analyze data in spreadsheets by using filter, sort, look-up functions, as well as pivot tables.","['Data Science', 'Spreadsheet', 'Data Analysis', 'Microsoft Excel', 'Pivot Table']","['Introduction to Data Analysis Using Spreadsheets', 'Getting Started with Using Excel Speadsheets', 'Cleaning & Wrangling Data Using Spreadsheets', 'Analyzing Data Using Spreadsheets', 'Final Project']","['Steve Ryan', 'Sandip Saha Joy']",['IBM'],DataScience,https://www.coursera.org/learn/excel-basics-data-analysis-ibm
Probability & Statistics for Machine Learning & Data Science,4.6,Beginner level,33 hours (approximately),Flexible schedule,223 reviews,Describe and quantify the uncertainty inherent in predictions made by machine learning modelsVisually and intuitively understand the properties of commonly used probability distributions in machine learning and data scienceApply common statistical methods like maximum likelihood estimation (MLE) and maximum a priori estimation (MAP) to machine learning problemsAssess the performance of machine learning models using interval estimates and margin of errors ,"['Probability And Statistics', 'Machine Learning (ML) Algorithms', 'Statistical Analysis', 'Probability', 'Statistical Hypothesis Testing']","['Week 1 - Introduction to Probability and Probability Distributions', 'Week 2 - Describing probability distributions and probability distributions with multiple variables', 'Week 3 - Sampling and Point estimation', 'Week 4 - Confidence Intervals and Hypothesis testing']",['Luis Serrano'],['DeepLearning.AI'],DataScience,https://www.coursera.org/learn/machine-learning-probability-and-statistics
SQL for Data Science with R,4.3,Beginner level,27 hours (approximately),Flexible schedule,112 reviews,"Create and access a database instance on the cloudCompose and execute basic SQL statements - SELECT, INSERT, UPDATE, DELETE, CREATE, DROPConstruct SQL statements to filter, sort, group results, use built-in functions, compose nested queries, access multiple tablesAnalyze data from Jupyter using R and SQL by combining SQL and R skills to query real-world datasets","['Data Science', 'Data Analysis', 'Select (Sql)', 'Relational Databases (RDBMS)', 'R Programming']","['Getting Started with SQL', 'Introduction to Relational Databases and Tables', 'Intermediate SQL', 'Getting Started with Databases using R', 'Working with Database Objects using R', 'Course Project']",['Rav Ahuja'],['IBM'],DataScience,https://www.coursera.org/learn/sql-data-science-r
Big Data Specialization,4.5,Beginner level,3 months at 10 hours a week,Flexible schedule,"9,489 reviews",,"['Big Data', 'Neo4j', 'Mongodb', 'Apache Spark']","['Introduction to Big Data', 'Big Data Modeling and Management Systems', 'Big Data Integration and Processing', 'Machine Learning With Big Data', 'Graph Analytics for Big Data', 'Big Data - Capstone Project']","['Mai Nguyen', 'Ilkay Altintas', 'Amarnath Gupta']",['University of California San Diego'],DataScience,https://www.coursera.org/specializations/big-data
Statistical Modeling for Data Science Applications Specialization,4.2,Intermediate level,3 months at 10 hours a week,Flexible schedule,28 reviews,"Correctly analyze and apply tools of regression analysis to model relationship between variables and make predictions given a set of input variables.Successfully conduct experiments based on best practices in experimental design.Use advanced statistical modeling techniques, such as generalized linear and additive models, to model wide range of real-world relationships.","['Linear Model', 'regression', 'R Programming', 'Statistical Model']","['Modern Regression Analysis in R', 'ANOVA and Experimental Design', 'Generalized Linear Models and Nonparametric Regression']",['Brian Zaharatos'],['University of Colorado Boulder'],DataScience,https://www.coursera.org/specializations/statistical-modeling-for-data-science-applications
Foundations of Data Structures and Algorithms Specialization,4.7,Advanced level,6 months at 10 hours a week,Flexible schedule,282 reviews,"Organize, store and process data efficiently using sophisticated data structures and algorithmsDesign algorithms and analyze their complexity in terms of running time and space usageCreate applications that are supported by highly efficient algorithms and data structures for the task at hand","['Travelling Salesman Problem (TSP)', 'Integer Programming', 'Approximation Algorithm', 'Linear Programming (LP)', 'Algorithm Design', 'Python Programming', 'Data Structure Design', 'Hashtables', 'Analysis of Algorithms', 'Graphs Algorithms', 'Intractability']","['Algorithms for Searching, Sorting, and Indexing', 'Trees and Graphs: Basics', 'Dynamic Programming, Greedy Algorithms', 'Approximation Algorithms and Linear Programming ', 'Advanced Data Structures, RSA and Quantum Algorithms']",['Sriram Sankaranarayanan'],['University of Colorado Boulder'],DataScience,https://www.coursera.org/specializations/boulder-data-structures-algorithms
Data Science for Business Innovation,4.3,Beginner level,Approx. 7 hours to complete,Flexible schedule,257 reviews,"What is data scienceHow data science, machine learning, and data-driven innovation can benefit business outcomesFoundational concepts and intuitions about machine learning techniques","['Decision-Making', 'Data Science', 'Big Data', 'Data Analysis', 'Business Analytics']","['Introduction to Data-driven Business ', 'Terminology and Foundational Concepts', 'Data Science Methods for Business', 'Challenges and Conclusions']","['Emanuele Della Valle', 'Marco Brambilla']","['EIT Digital ', 'Politecnico di Milano']",DataScience,https://www.coursera.org/learn/data-science-for-business-innovation
Key Technologies for Business Specialization,4.7,Beginner level,1 months at 10 hours a week,Flexible schedule,"1,359 reviews","Understand key technologies driving modern businesses and have meaningful conversations around Cloud, Data and AI, and related buzzwordsGain Foundational Knowledge of Cloud Computing, Public/Private/Hybrid Clouds, IaaS/PaaS/SaaS, VMs, Cloud Storage & Cloud Native practices like DevOpsDescribe Artificial Intelligence, Machine Learning, Deep Learning, Neural Networks, their impact on society, and our future in an AI enabled worldOutline what is Data Science, tasks that a Data Scientist performs, and how Data Science is revolutionizing virtually all industries and businesses ","['Data Science', 'Business', 'Cloud Computing', 'technology', 'Artificial Intelligence (AI)']","['Introduction to Cloud Computing', 'Introduction to Artificial Intelligence (AI)', 'What is Data Science? ']","['Alex Aklson', 'Rav Ahuja']",['IBM'],DataScience,https://www.coursera.org/specializations/key-technologies-for-business
Accelerated Computer Science Fundamentals Specialization,4.7,Intermediate level,2 months at 10 hours a week,Flexible schedule,"2,451 reviews","Design and implement an object-oriented program in the C++ language, including defining classes that encapsulate data structures and algorithms.Select and implement appropriate data structures that best utilize resources to solve a computational problem.Analyze the running time and space needs of an algorithm, asymptotically to ensure it is appropriate at scale, including for big data.Prepare for advanced courses in CS with the foundational knowledge of object data structures needed to implement and call advanced library functions.","['Trees (Data Structures)', 'Algorithms', 'Hash Table', 'Object-Oriented Programming (OOP)', 'Run-time Analysis']","['Object-Oriented Data Structures in C++', 'Ordered Data Structures', 'Unordered Data Structures']",['Wade Fagen-Ulmschneider'],['University of Illinois at Urbana-Champaign'],DataScience,https://www.coursera.org/specializations/cs-fundamentals
Data Structures and Algorithms Specialization,4.6,Intermediate level,5 months at 10 hours a week,Flexible schedule,"13,089 reviews","Play with 50 algorithmic puzzles on your smartphone to develop your algorithmic intuition!  Apply algorithmic techniques (greedy algorithms, binary search, dynamic programming, etc.) and data structures (stacks, queues, trees, graphs, etc.) to solve 100 programming challenges that often appear at interviews at high-tech companies. Get an instant feedback on whether your solution is correct.Apply the newly learned algorithms to solve real-world challenges: navigating in a Big Network  or assembling a genome of a deadly pathogen from millions of short substrings of its DNA.Learn exactly the same material as undergraduate students in “Algorithms 101” at top universities and more! We are excited that students from various parts of the world are now studying our online materials in the Algorithms 101 classes at their universities. Here is a quote from the website of Professor Sauleh EetemadiOpens in a new tab from Iran University of Science and Technology: “After examining syllabus and course material from top universities including StanfordOpens in a new tab, PrincetonOpens in a new tab and MITOpens in a new tab we have chosen to follow the Data Structures and Algorithms SpecializationOpens in a new tab from UCSD...due to excellent course material and its practical approach.”If you decide to venture beyond Algorithms 101, try to solve more complex programming challenges (flows in networks, linear programming, streaming algorithms, etc.) and complete an equivalent of a graduate course in algorithms!","['Software Testing', 'Data Structure', 'Computer Programming', 'Algorithms', 'Debugging']","['Algorithmic Toolbox', 'Data Structures', 'Algorithms on Graphs', 'Algorithms on Strings', 'Advanced Algorithms and Complexity', 'Genome Assembly Programming Challenge']","['Alexander S. Kulikov', 'Neil Rhodes', 'Pavel  Pevzner', 'Michael Levin', 'Daniel M Kane']",['University of California San Diego'],DataScience,https://www.coursera.org/specializations/data-structures-algorithms
Applied Data Science for Data Analysts,4.5,Intermediate level,16 hours (approximately),Flexible schedule,46 reviews,Explore data using unsupervised machine learning. Solve complex supervised learning problems using tree-based models.Apply hyperparameter tuning and cross-validation strategies to improve model performance.,"['Data Science', 'Machine Learning', 'Databricks']","['Welcome to the Course', 'Applied Unsupervised Learning', 'Feature Engineering and Selection', 'Applied Tree-based Models', 'Model Optimization']","['Mark Roepke', 'Kevin Coyle', 'Emma Freeman']",['Databricks'],DataScience,https://www.coursera.org/learn/applied-data-science-for-data-analysts
Google Cybersecurity Professional Certificate,4.8,Beginner level,6 months at 7 hours a week,Flexible schedule,"17,333 reviews","Understand the importance of cybersecurity practices and their impact for organizations.Identify common risks, threats, and vulnerabilities, as well as techniques to mitigate them.Protect networks, devices, people, and data from unauthorized access and cyberattacks using Security Information and Event Management (SIEM) tools.Gain hands-on experience with Python, Linux, and SQL.","['Python Programming', 'Security Information and Event Management (SIEM) tools', 'SQL', 'Linux', 'Intrusion Detection Systems (IDS)']","['Foundations of Cybersecurity', 'Play It Safe: Manage Security Risks', 'Connect and Protect: Networks and Network Security', 'Tools of the Trade: Linux and SQL', 'Assets, Threats, and Vulnerabilities', 'Sound the Alarm: Detection and Response', 'Automate Cybersecurity Tasks with Python', 'Put It to Work: Prepare for Cybersecurity Jobs']",['Google Career Certificates'],['Google'],DataScience,https://www.coursera.org/professional-certificates/google-cybersecurity
IBM Full Stack Software Developer Professional Certificate,4.5,Beginner level,4 months at 10 hours a week,Flexible schedule,"5,163 reviews","Master the most up-to-date practical skills and tools that full stack developers use in their daily rolesLearn how to deploy and scale applications using Cloud Native methodologies and tools such as Containers, Kubernetes, Microservices, and ServerlessDevelop software with front-end development languages and tools such as HTML, CSS, JavaScript, React, and BootstrapBuild your GitHub portfolio by applying your skills to multiple labs and hands-on projects, including a capstone","['Git (Software)', 'Cloud Applications', 'HTML', 'Cloud Computing', 'Distributed Version Control (DRCS)', 'open source', 'JavaScript', 'Hybrid Multicloud', 'Devops', 'Cascading Style Sheets (CSS)', 'Iaas PaaS Saas', 'Cloud Native']","['Introduction to Cloud Computing', 'Introduction to Web Development with HTML, CSS, JavaScript', 'Getting Started with Git and GitHub', 'Developing Front-End Apps with React', 'Developing Back-End Apps with Node.js and Express', 'Python for Data Science, AI & Development', 'Developing AI Applications with Python and Flask', 'Django Application Development with SQL and Databases', 'Introduction to Containers w/ Docker, Kubernetes & OpenShift', 'Application Development using Microservices and Serverless ', 'Full Stack Cloud Development Capstone Project', 'Full Stack Software Developer Assessment']","['Michelle Saltoun', 'Alex Parker', 'IBM Skills Network Team', 'Abhishek Gagneja', 'Yan Luo', 'Joseph Santarcangelo', 'Rav Ahuja', 'Upkar Lidder', 'Sachin Jambur', 'Lavanya Thiruvali Sunderarajan', 'Ramesh Sannareddy']",['IBM'],DataScience,https://www.coursera.org/professional-certificates/ibm-full-stack-cloud-developer
SAS Statistical Business Analyst Professional Certificate,4.7,Intermediate level,1 months at 10 hours a week,Flexible schedule,129 reviews,"Perform ANOVA, Regression, and logistic regression analysis with one or many inputsPrepare inputs for predictive modelsTrain, validate, and evaluate statistical models","['Predictive Modelling', 'SAS Programming']","['Introduction to Statistical Analysis:  Hypothesis Testing', 'Regression Modeling Fundamentals', 'Predictive Modeling with Logistic Regression using SAS ']","['Jordan Bakerman', 'Marc Huber']",['SAS'],DataScience,https://www.coursera.org/professional-certificates/sas-statistical-business-analyst
Statistics with Python Specialization,4.6,Beginner level,1 months at 10 hours a week,Flexible schedule,"2,767 reviews","Create and interpret data visualizations using the Python programming language and associated packages & librariesApply and interpret inferential procedures when analyzing real dataApply statistical modeling techniques to data (ie. linear and logistic regression, linear models, multilevel models, Bayesian inference techniques)Understand importance of connecting research questions to data analysis methods.","['Python Programming', 'Statistical inference methods', 'Data Visualization', 'Statistical Model']","['Understanding and Visualizing Data with Python', 'Inferential Statistical Analysis with Python', 'Fitting Statistical Models to Data with Python']","['Brady T. West', 'Kerby Shedden', 'Brenda Gunderson']",['University of Michigan'],DataScience,https://www.coursera.org/specializations/statistics-with-python
"Foundations: Data, Data, Everywhere",4.8,Beginner level,25 hours (approximately),Flexible schedule,"97,014 reviews","Define and explain key concepts involved in data analytics including data, data analysis, and data ecosystems.Conduct an analytical thinking self assessment giving specific examples of the application of analytical thinking.Discuss the role of spreadsheets, query languages, and data visualization tools in data analytics.Describe the role of a data analyst with specific reference to jobs.","['Spreadsheet', 'Data Analysis', 'SQL', 'Data Visualization', 'Data Cleansing']","['Introducing data analytics and analytical thinking', 'The wonderful world of data', 'Set up your data analytics toolbox', 'Become a fair and impactful data professional']",['Google Career Certificates'],['Google'],DataScience,https://www.coursera.org/learn/foundations-data
Introducción a Data Science: Programación Estadística con R,4.7,Beginner level,Approx. 46 hours to complete,Flexible schedule,"8,048 reviews",,"['Graphics', 'R Programming', 'Rstudio', 'Exploratory Data Analysis']","['Instalación de Herramientas', 'Introducción al Lenguaje', 'Utilización del Lenguaje', 'Acercamiento al Sistema de Gráficos de R', 'Expresiones Regulares, Graficación con ggplot2 y Simulación']",['Carlos Ernesto López Natarén'],['Universidad Nacional Autónoma de México'],DataScience,https://www.coursera.org/learn/intro-data-science-programacion-estadistica-r
IBM Machine Learning Professional Certificate,4.6,Intermediate level,3 months at 10 hours a week,Flexible schedule,"1,491 reviews","Master the most up-to-date practical skills and knowledge machine learning experts use in their daily rolesLearn how to compare and contrast different machine learning algorithms by creating recommender systems in Python Develop working knowledge of KNN, PCA, and non-negative matrix collaborative filteringPredict course ratings by training a neural network and constructing regression and classification models","['Ensemble Learning', 'Linear Regression', 'Machine Learning', 'Feature Engineering', 'Ridge Regression', 'Statistical Hypothesis Testing', 'Machine Learning (ML) Algorithms', 'Supervised Learning', 'Regression Analysis', 'Exploratory Data Analysis', 'Artificial Intelligence (AI)', 'Decision Tree']","['Exploratory Data Analysis for Machine Learning', 'Supervised Machine Learning: Regression', ' Supervised Machine Learning: Classification', ' Unsupervised Machine Learning', 'Deep Learning and Reinforcement Learning', 'Machine Learning Capstone']","['Xintong Li', 'Artem Arutyunov', 'Mark J Grover', 'Svitlana (Lana) Kramar', 'Miguel Maldonado', 'Yan Luo', 'Kopal Garg', 'Joseph Santarcangelo']",['IBM'],DataScience,https://www.coursera.org/professional-certificates/ibm-machine-learning
Statistical Learning for Data Science Specialization,,Intermediate level,4 months at 9 hours a week,Flexible schedule,,Express why Statistical Learning is important and how it can be used.Explain the pros and cons of certain models in certain situations.Apply many regression and classification techniques.,"['Unsupervised Learning', 'Resampling', 'regression', 'R Programming', 'Splines']","['Regression and Classification', 'Resampling, Selection and Splines', 'Trees, SVM and Unsupervised Learning']","['James Bird', 'Osita Onyejekwe']",['University of Colorado Boulder'],DataScience,https://www.coursera.org/specializations/statistical-learning-for-data-science
AWS Cloud Solutions Architect  Professional Certificate,4.8,Intermediate level,2 months at 10 hours a week,Flexible schedule,932 reviews,"Make informed decisions about when and how to apply key AWS Services for compute, storage, database, networking, monitoring, and security.Design architectural solutions, whether designing for cost, performance, and/or operational excellence, to address common business challenges.Create and operate a data lake in a secure and scalable way, ingest and organize data into the data lake, and optimize performance and costs.Prepare for the certification exam, identify your strengths and gaps for each domain area, and build strategies for identifying incorrect responses.","['Data Lakes', 'AWS Management Console', 'AWS Certification Preparation', 'Cloud Architecture', 'Architecting on AWS']","['AWS Cloud Technical Essentials', 'Architecting Solutions on AWS', 'Introduction to Designing Data Lakes on AWS', 'Exam Prep: AWS Certified Solutions Architect - Associate']","['Julie Elkins', 'Seph Robinson', 'Morgan Willis', 'Rafael Lopes']",['Amazon Web Services'],DataScience,https://www.coursera.org/professional-certificates/aws-cloud-solutions-architect
The Data Science of Health Informatics,4.6,Beginner level,10 hours (approximately),Flexible schedule,192 reviews,Articulate different forms of clinical and population level data.Describe the data required to answer a healthcare information problem.Distinguish between data questions and data queries when dealing with a healthcare information problem.,"['Health Informatics', 'Data Science', 'Data Analysis', 'Database (DBMS)', 'data querying']","['Introduction to Databases and Data Types', 'Data Sources and Data Challenges', 'Formulating Data Questions', 'Real World Applications of Data Science in Health Informatics']","['Hadi H. K. Kharrazi, MD, Ph.D', 'Sam Meiselman']",['Johns Hopkins University'],DataScience,https://www.coursera.org/learn/the-data-science-of-health-informatics
