Course Title,Rating,Level,Duration,Schedule,Review,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url
Market Research Specialization,4.5,Beginner level,2 months at 10 hours a week,Flexible schedule,66 reviews,"Essentials of market research  Components of research proposal  and research processSampling approaches, data analysis and interpretation","['Analyse and interpret data', 'Develop a research proposal', 'Use qualitative and quantitative research methodologies', 'Manage the development and use of different research instruments']","['Introduction to Market Research', 'Research Methodologies', 'Research Instruments and Research Hypotheses', 'Analysis and Interpretation of Data']","['Athanasia Lampraki', 'Evangelia Katsikea']",['Queen Mary University of London'],Social Sciences,https://www.coursera.org/specializations/market-research-market-research
Comparative Political Systems,,Beginner level,Approx. 10 hours to complete,Flexible schedule,,,[],"['Introduction to comparative politics', 'Political regimes', 'Party Systems and Electoral Systems', 'Autocracy and Democracy']",['Gianfranco Pasquino'],['Università di Napoli Federico II'],Social Sciences,https://www.coursera.org/learn/comparative-political-systems
"Time to Reorganize! Understand Organizations, Act, and Build a Meaningful World.",4.2,,Approx. 19 hours to complete,Flexible schedule,55 reviews,,[],"['Our World is “Organizational”', 'When an Organizations-based World Gets Disorganized', 'Competition and Competitive Advantage', 'Understanding Change: Time to Reorganize', 'Final Article Quizzes and Final Exam']",['Rodolphe Durand'],['HEC Paris'],Social Sciences,https://www.coursera.org/learn/orgology
Ask Questions to Make Data-Driven Decisions,4.7,Beginner level,21 hours (approximately),Flexible schedule,"29,756 reviews",Explain how the problem-solving road map applies to typical analysis scenarios. Discuss the use of data in the decision-making process.Demonstrate the use of spreadsheets to complete basic tasks of the data analyst including entering and organizing data.Describe the key ideas associated with structured thinking.,"['Decision-Making', 'Spreadsheet', 'Data Analysis', 'Problem Solving', 'Questioning']","['Ask effective questions', 'Make data-driven decisions ', 'Spreadsheet magic', 'Always remember the stakeholder']",['Google Career Certificates'],['Google'],Social Sciences,https://www.coursera.org/learn/ask-questions-make-decisions
Social and Economic Networks:  Models and Analysis,4.8,Advanced level,Approx. 29 hours to complete,Flexible schedule,720 reviews,,"['Social Network', 'Game Theory', 'Network Analysis', 'Network Theory']","['Introduction, Empirical Background and Definitions  ', 'Background, Definitions, and Measures Continued', 'Random Networks', 'Strategic Network Formation', 'Diffusion on Networks', 'Learning on Networks', 'Games on Networks', 'Final Exam']",['Matthew O. Jackson'],['Stanford University'],Social Sciences,https://www.coursera.org/learn/social-economic-networks
Economics of Money and Banking,4.9,,Approx. 32 hours to complete,Flexible schedule,"1,530 reviews",,[],"['Introduction', 'Introduction, continued', 'Banking as a Clearing System', 'Banking as a Clearing System, continued', 'Banking as Market Making', 'Banking as Market Making, continued', 'Midterm review and exam', 'International Money and Banking', 'International Money and Banking, continued', 'Banking as Advance Clearing', 'Banking as Advance Clearing, continued', '  Money in the Real World', 'Final Exam']",['Perry G Mehrling'],['Columbia University'],Social Sciences,https://www.coursera.org/learn/money-banking
Global Diplomacy: the United Nations in the World,4.7,Beginner level,Approx. 11 hours to complete,Flexible schedule,"1,509 reviews",,[],"['Introduction ', 'The UN Today: what is it?', 'Where did the United Nations come from, and why?', 'Power in international politics: how does the UN Security Council work?', 'What is the place of human rights in international politics?', 'Emergency help: how does the UN respond to crises?', 'Where next for the UN? [OPTIONAL]']","['Dr Dan Plesch, SOAS University of London']","['University of London', 'SOAS University of London']",Social Sciences,https://www.coursera.org/learn/global-diplomacy-un
Business English Communication Skills Specialization,4.8,Intermediate level,3 months at 10 hours a week,Flexible schedule,"3,266 reviews",,"['Business Plan', 'English Language', 'Meeting', 'Presentation']","['Business English: Networking', 'Business English: Meetings', 'Business English: Planning & Negotiating', 'Business English: Making Presentations', 'Business English: Capstone Project']","['Wendy Asplin', 'Richard Moore']",['University of Washington'],Social Sciences,https://www.coursera.org/specializations/business-english
Data Science: Foundations using R Specialization,4.6,Beginner level,4 months at 10 hours a week,Flexible schedule,"5,973 reviews","Use R to clean, analyze, and visualize data.Learn how to ask the right questions, obtain data, and perform reproducible research.Use GitHub to manage data science projects.","['Data Science', 'Github', 'Machine Learning', 'R Programming', 'Exploratory Data Analysis']","['The Data Scientist’s Toolbox', 'R Programming', 'Getting and Cleaning Data', 'Exploratory Data Analysis', 'Reproducible Research']","['Roger D. Peng, PhD', 'Jeff Leek, PhD', 'Brian Caffo, PhD']",['Johns Hopkins University'],Social Sciences,https://www.coursera.org/specializations/data-science-foundations-r
Animals and Institutions,4.8,Beginner level,5 hours (approximately),Flexible schedule,54 reviews,Describe the status of animals used in research.  Identify the trends that led to modern industrial livestock production in the United States.  Determine the most appropriate roles of zoos in modern societies.  Identify dilemmas faced by veterinarians and animal shelter workers.  ,"['Animal welfare', 'Sociological concepts']","['Science', 'Agriculture', 'Sport, Entertainment, and Education', 'Health and Welfare']",['Leslie Irvine'],['University of Colorado Boulder'],Social Sciences,https://www.coursera.org/learn/animals-institutions
Foundations of Data Science,4.7,Advanced level,26 hours (approximately),Flexible schedule,"1,514 reviews",Understand common careers and industries that use advanced data analyticsInvestigate the impact data analysis can have on decision-makingExplain how data professionals preserve data privacy and ethics Develop a project plan considering roles and responsibilities of team members,"['Project Management', 'Sharing Insights With Stakeholders', 'Cross-Functional Team Dynamics', 'Asking Effective Questions', 'Effective Written Communication']","['Introduction to data science concepts', 'The impact of data today', 'Your career as a data professional ', 'Data applications and workflow', 'Course 1 end-of-course project']",['Google Career Certificates'],['Google'],Social Sciences,https://www.coursera.org/learn/foundations-of-data-science
Cities are back in town : urban sociology for a globalizing urban world ,4.4,Beginner level,Approx. 11 hours to complete,Flexible schedule,173 reviews,,[],"['Week 1 – Introduction', 'Week 2 – European City', 'Week 3 – Colonial City', 'Week 4 – Industrial City', 'Week 5 – Metropolis', 'Week 6 – Global City', 'Week 7 – Post Metropolis', 'Week 8 – Digital City']",['Patrick Le Galès'],['Sciences Po'],Social Sciences,https://www.coursera.org/learn/urban-development
"Strategic Leadership: Impact, Change, and Decision-Making Specialization",4.9,Beginner level,2 months at 10 hours a week,Flexible schedule,316 reviews,"How to understand common leadership mistakes and keep them from happening to youHow to balance the rational and the emotional to make the best possible decisionsHow to crack the code on talent to accelerate your career and help other people get betterHow to become a wise leader at work, at home, and in life","['Career Fulfillment', 'Self Awareness', 'reflection', 'Personal Development']","['Why Smart Executives Fail: Common Mistakes & Warning Signs', 'Decision-Making: Blending Art & Science', 'Superbosses: Managing Talent & Leadership', 'Lessons on Wisdom: Personal Leadership for Your Life']",['Sydney Finkelstein'],['Dartmouth College'],Social Sciences,https://www.coursera.org/specializations/strategic-leadership-impact-change-decision-making
Community Organizing for Social Justice ,4.8,Beginner level,Approx. 7 hours to complete,Flexible schedule,305 reviews,"Examine core concepts of social justice. Develop practical steps to set goals and priorities, assess community assets and needs, develop action plans, and build support for implementation. ","['Community', 'Social Justice']","['Introduction to Community Organizing for Social Justice', 'Strengthening Diversity', ' Intergroup Dialogue', 'Organizing & Planning for Community Change', 'Strategy', 'What Matters Most?']",['Barry Checkoway'],['University of Michigan'],Social Sciences,https://www.coursera.org/learn/community-organizing
The Science of Well-Being for Teens,4.9,Beginner level,Approx. 12 hours to complete,Flexible schedule,421 reviews,You will learn what psychological science has to say about living the good lifeYou will engage in evidence-based behaviors proven to boost mood,[],"['Misconceptions about happiness', 'Biases that get in the way of happiness', 'Behaviors that make us happy', 'Thoughts that make us happy ', 'Feelings that make us happy', 'Achieving happiness goals']",['Laurie Santos'],['Yale University'],Social Sciences,https://www.coursera.org/learn/the-science-of-well-being-for-teens
US Social Services Compared,4.8,Beginner level,16 hours (approximately),Flexible schedule,142 reviews,"Describe  the development of the welfare state across      developed nations distinguishing choices made in      education, health or pensions Evaluate the structures of the US welfare state to explain US      choices in education, health or pensions of those seeking aid.       Differentiate      the public and private welfare state to interpret structures of education, health or pensions to those seeking services       Honors:  Summarize       and critique readings to professionally interpret them.  Identify       a topic to a       professional memo.           ","['-\tFormulate practice strategies to overcome the historic biases in social welfare programs', '-\tDistinguish the values inherent in each social policy initiative', '-\tCritique components of a social policy based on their effectiveness at meeting the goals stated in the initiative', '-\tDifferentiate alternative approaches to social policy problems', '-\tDevelop social welfare policy analysis and reform proposals']","['Social Policy and the Welfare State ', 'Social Policy Structure ', 'Comparing U.S. Social Policy with Europe: Investment & Effects', 'Does the Welfare State Enrich Us of Impoverish Us?']",['John Robertson'],['Columbia University'],Social Sciences,https://www.coursera.org/learn/welfare-state
Understanding the Brain: The Neurobiology of Everyday Life,4.9,Beginner level,Approx. 27 hours to complete,Flexible schedule,"2,770 reviews",,"['Brain', 'Neurological Disorders', 'Neurobiology', 'Neurology']","['The Nervous System', 'Neural Communication + Embodied Emotion', 'Neuroanatomy', 'Perception and Vision', 'Hearing', 'The Vestibular Sense & Gaze', 'Voluntary Movements', 'Motor Modulation', 'Homeostasis', 'Abstract Function']",['Peggy Mason'],['The University of Chicago'],Social Sciences,https://www.coursera.org/learn/neurobiology
Connected Leadership,4.8,Beginner level,Approx. 31 hours to complete,Flexible schedule,299 reviews,Improve your ability to get the most out of life  Strengthen your leadership toolkit  Practice and apply systems thinking to plan for change  ,"['Team Building', 'Emotional Intelligence', 'Team Management', 'Systems Thinking', 'Leadership And Management']","['Introduction to Connected Leadership', 'Self | The Purpose-Driven, Connected Leader', 'Teams | Unlocking the Potential of Working Together', 'System | Helping to Improve the World Around Us', 'Looking Forward | Connected Leadership - Using the Toolkit: From Self To System']",['Peter Boyd'],['Yale University'],Social Sciences,https://www.coursera.org/learn/connected-leadership
International migrations: a global issue,4.7,Beginner level,Approx. 22 hours to complete,Flexible schedule,483 reviews,,[],"['Session 1: Globalization of migration', 'Session 2: Refugees and environmentally displaced persons', 'Session 3: Europe', 'Session 4: France and international migration flows ', 'Session 5: Citizenship and migration', 'Session 6: Borders', 'Session 7: Right to mobility and global governance', 'Bibliography', 'Maps']",['Catherine Wihtol De Wenden'],['Sciences Po'],Social Sciences,https://www.coursera.org/learn/international-migrations
Biostatistics in Public Health  Specialization,4.8,Beginner level,2 months at 10 hours a week,Flexible schedule,"2,033 reviews",Calculate summary statistics from public health and biomedical data Interpret written and visual presentations of statistical dataEvaluate and interpret results of various regression methodsChoose the most appropriate statistical method to answer your research question,"['Statistics', 'variability', 'regression', 'Statistical Hypothesis Testing']","['Summary Statistics in Public Health ', 'Hypothesis Testing in Public Health ', 'Simple Regression Analysis in Public Health ', 'Multiple Regression Analysis in Public Health ']","['John McGready, PhD, MS']",['Johns Hopkins University'],Social Sciences,https://www.coursera.org/specializations/biostatistics-public-health
 Build a social media presence for your business using Canva,4.7,Beginner level,2 hours,,20 reviews,Learn how to built your social media presence for your small businessEstablish your audience and learn how you can reach them,"['Social Media Marketing', 'Social Media', 'Canva', 'Social Media Platforms', 'Graphic Design']",['Learn step-by-step'],['Monica I. Heredia Rodriguez'],['Coursera Project Network'],Social Sciences,https://www.coursera.org/projects/build-a-social-media-presence-for-your-business-using-canva
Basic Statistics in Python (Correlations and T-tests),4.4,Beginner level,1 hour 10 mins,,29 reviews,"Clean data, including removing missing data and unnecessary columnsExplore data using descriptive statisticsCreate visualizations of our data and analysisPerform statistical tests, including t-tests and correlation","['Summary Statistics', 'Statistical Analysis', 'Pandas', 'Data Visualization', 'Data Cleansing']",['Learn step-by-step'],['Laura Gemmell'],['Coursera Project Network'],Social Sciences,https://www.coursera.org/projects/basic-statistics-python-ttest-corr
Viral Marketing and How to Craft Contagious Content,4.8,,Approx. 4 hours to complete,Flexible schedule,"5,097 reviews",,"['Social Network', 'Viral Marketing', 'Marketing', 'Marketing Strategy']","['What Makes Ideas Sticky?', 'How Social Influence Shapes Behavior', 'The Power of Word of Mouth', 'Social Networks']",['Jonah Berger'],['University of Pennsylvania'],Social Sciences,https://www.coursera.org/learn/wharton-contagious-viral-marketing
Managing Data Analysis,4.6,,8 hours (approximately),Flexible schedule,"3,301 reviews",Differentiate between various types of data pullsDescribe the basic data analysis iterationExplore datasets to determine if data is appropriate for a projectUse statistical findings to create convincing data analysis presentations,"['Data Analysis', 'Communication', 'Interpretation', 'Exploratory Data Analysis']",['Managing Data Analysis'],"['Brian Caffo, PhD', 'Jeff Leek, PhD', 'Roger D. Peng, PhD']",['Johns Hopkins University'],Social Sciences,https://www.coursera.org/learn/managing-data-analysis
Ethics in Public Policy,,Beginner level,Approx. 11 hours to complete,Flexible schedule,,Identify the moral and ethical dimensions of politics and public policy. Describe the complexity of ethical decision-making. Develop practical skills in policymaking as real-life practitioners. ,"['Justice', 'Economics', 'Public Policy', 'social security', 'Ethics']","['Utilitarianism and Libertarianism', ' Justice as Fairness', ' Ethics and Economic Policy', 'Ethics and Social Security', 'Equality of What?', 'Ethics in Global Governance']",['Swetasree Roy'],['O.P. Jindal Global University'],Social Sciences,https://www.coursera.org/learn/ethics-in-public-policy
Communication Strategies for a Virtual Age,4.8,Beginner level,Approx. 7 hours to complete,Flexible schedule,"4,262 reviews",Apply communication principles and techniques for in-person and virtual teamsUse a science based approach to create impactful presentationsRefine your communication style to better persuade and influence othersRun more effective and impactful meetings,"['Communication Theory', 'conflict resolution', 'Meeting', 'Public Speaking']","['Introduction to Virtual Teams and Virtual Communication', 'Virtual Meetings: Boring to Awesome', 'Influence, Power and Questioning Strategies in Virtual Collaboration', 'Speaking and Presenting in a virtual context']",['Ivan Wanis Ruiz'],['University of Toronto'],Social Sciences,https://www.coursera.org/learn/communication-strategies-virtual-age
The Harder Side of Science Communication ,,Beginner level,6 hours (approximately),Flexible schedule,,Describe the field of the learning sciences.Describe and compare different theoretical frameworks for explaining human learning.Explain the relationship between cognitive biases and why people fall for mis/disinformation.Describe the process of motivational interviewing and its utility in science communication. ,"['Psychology', 'SciComm', 'Learning Engineering', 'Science Education', 'Learning Sciences']","['Introduction to the Learning Sciences', 'Introduction to Learning Theories', 'Cognitive Biases and Science Communication', ' Learning Engineering']",['Melanie Peffer'],['University of Colorado Boulder'],Social Sciences,https://www.coursera.org/learn/the-harder-side-of-science-communication
Microsoft 365 Fundamentals Specialization,4.7,Beginner level,2 months at 10 hours a week,Flexible schedule,"2,122 reviews",You will learn how to work more collaboratively and more effectively using a suite of productivity-enhancing applications.,"['Create and edit a workbook with multiple sheets', 'Create and manage presentations', 'Describe the apps and services available in a Microsoft 365 subscription', 'Represent data visually', 'Create and maintain professional looking documents']","['Work Smarter with Microsoft Word', 'Work Smarter with Microsoft Excel', 'Work Smarter with Microsoft PowerPoint']",[' Microsoft'],['Microsoft'],Social Sciences,https://www.coursera.org/specializations/microsoft-365-fundamentals
Human Resources Analytics,4.6,,Approx. 5 hours to complete,Flexible schedule,"1,460 reviews",,"['Data Analysis', 'HR Lifecycle', 'Strategic Mindset', 'Human Resources Best Practices']","['HR Metrics Life Cycle ', 'Staffing, Training and Compensation', 'Employee Relations and the Overall Human Resources Organization', 'Building Your Case and Creating Action']",['Amber Gould'],"['University of California, Irvine']",Social Sciences,https://www.coursera.org/learn/human-resources-analytics
AI for Good Specialization,4.8,Beginner level,1 months at 5 hours a week,Flexible schedule,186 reviews,"Master a step-by-step framework for the development of AI projects.Explore real-world case studies related to public health, climate change, and disaster management.Analyze data and build AI models for projects focused on air quality, wind energy, biodiversity monitoring, and disaster management.","['Topic Model', 'Biodiversity Monitoring', 'Computer Vision', 'Time Series', 'Air Quality Monitoring', 'Damage Assessment', 'AI for Good project framework', 'Supervised Learning', 'Exploratory Data Analysis', 'Natural Language Processing', 'Jupyter notebooks', 'Wind Power Generation Modeling']","['AI and Public Health', 'AI and Climate Change', 'AI and Disaster Management']",['Robert Monarch'],['DeepLearning.AI'],Social Sciences,https://www.coursera.org/specializations/ai-for-good
Cómo hacer una tesis,4.8,Beginner level,Approx. 10 hours to complete,Flexible schedule,"1,571 reviews",,[],"['Conoce qué es una tesis', '¿Con melón o con sandía?', 'La importancia del lenguaje académico', 'Protocolo de investigación ¿Qué es eso?', 'Construyamos la hipótesis', 'Llegó la hora de la verdad: Escribiendo mi tesis, parte 1', 'Escribiendo mi tesis, parte 2', '¿Ahora qué sigue?']",['Felipe de la O López'],['Universidad Nacional Autónoma de México'],Social Sciences,https://www.coursera.org/learn/como-hacer-una-tesis
Meta Marketing Analytics Professional Certificate,4.7,Beginner level,7 months at 10 hours a week,Flexible schedule,"2,018 reviews","Collect, sort, evaluate, and visualize marketing dataSummarize and analyze data using marketing analytics methodsDesign experiments and test hypotheses to evaluate advertising effectivenessUse Meta Ads Manager to run tests, learn what works, and optimize ad performance ","['Statistics for Marketing', 'Performance marketing', 'Data Analysis', 'Advertising Effectiveness Evaluation', 'Marketing Mix Optimization']","['Marketing Analytics Foundation', 'Introduction to Data Analytics', 'Data Analysis with Spreadsheets and SQL', 'Python Data Analytics', 'Statistics for Marketing', 'Data Analytics Methods for Marketing', 'Marketing Analytics with Meta', 'Meta Marketing Science Certification Exam']","['Cameron Dodd', 'Anke Audenaert', 'Brandon Larkin', 'Victor Geislinger']",['Meta'],Social Sciences,https://www.coursera.org/professional-certificates/facebook-marketing-analytics
Data Science at Scale Specialization,4.1,Intermediate level,1 months at 10 hours a week,Flexible schedule,539 reviews,,"['Python Programming', 'SQL', 'R Programming', 'Mapreduce']","['Data Manipulation at Scale: Systems and Algorithms', 'Practical Predictive Analytics: Models and Methods', 'Communicating Data Science Results', 'Data Science at Scale - Capstone Project']",['Bill Howe'],['University of Washington'],Social Sciences,https://www.coursera.org/specializations/data-science
Communication Skills for University Success,4.9,Beginner level,26 hours (approximately),Flexible schedule,942 reviews,,[],"[' Introduction to Communication in Academic Culture ', ' Participating in University Discussion Contexts ', 'Interpreting, Researching & Planning Written Assignments', 'Writing Effective & Concise Written Assignments', 'Giving Persuasive & Engaging Presentations ', 'Summative Assignment']","['Katherine Olston', 'Lydia Dutcher']",['The University of Sydney'],Social Sciences,https://www.coursera.org/learn/communication-skills
"The Sustainable Development Goals – A global, transdisciplinary vision for the future",4.8,Beginner level,Approx. 10 hours to complete,Flexible schedule,"4,308 reviews",,[],"['Sustainable Development as a Global Goal', 'Managing human impacts on the natural world ', 'Social sustainability and the way forward']",['Katherine Richardson'],['University of Copenhagen'],Social Sciences,https://www.coursera.org/learn/global-sustainable-development
Educación Social: Ámbitos de acción y reflexión,4.6,Beginner level,Approx. 11 hours to complete,Flexible schedule,75 reviews,,[],"['Educación social: ámbitos de acción y reflexión', 'Pedagogía social y educación social en las sociedades complejas', 'Infancia y adolescencia', 'El ámbito de la juventud', 'Intervenciones socioeducativas con personas adultas', 'Educación sociocomunitaria', 'Ámbitos transversales y emergentes']","['Héctor Núñez López', 'Laura Arnau', 'Paloma Valdivia Vizarreta', 'Àngela Janer', 'Laura Corbella Molina', 'Karla Monserrat Villaseñor Palma', 'Elia Sepúlveda Hernández', 'Lucas Manuel Martínez Chito', 'Xavier Úcar Martínez']",['Universitat Autònoma de Barcelona'],Social Sciences,https://www.coursera.org/learn/educacion-social
African development – from the past to the present,4.0,Beginner level,Approx. 27 hours to complete,Flexible schedule,42 reviews,Appreciate the historical poltical-economical conditions having shaped current day Sub-Saharan Africa.A primer into approaching economical development from an economical-historical point of departure.,[],"['Introduction', 'The pre-colonial era', 'The colonial era', 'The independence era - booms and busts', 'Africa’s current challenges and opportunities']",['Ellen Hillbom'],['Lund University'],Social Sciences,https://www.coursera.org/learn/african-development--from-the-past-to-the-present
Econometria Básica Aplicada,4.5,Intermediate level,Approx. 7 hours to complete,Flexible schedule,153 reviews,,[],"['Causalidade vs. Correlação e revisão de estatística', 'Modelo de regressão linear simples', 'Modelo de regressão linear múltipla', 'Especificação dos modelos', 'Inferência estatística', 'Heterocedasticidade e Autocorrelação']",['Paula Carvalho Pereda'],['Universidade de São Paulo'],Social Sciences,https://www.coursera.org/learn/econometria-basica-aplicada
Professional Skills for the Workplace Specialization,4.7,Beginner level,1 months at 10 hours a week,Flexible schedule,786 reviews,,"['Resiliency', 'Problem Solving', 'Growth Strategies', 'Emotional Intelligence', 'Adaptability']","['Emotional and Social Intelligence', 'Critical Thinking Skills for the Professional', 'The Growth Mindset', 'Adaptability and Resiliency']","['Diane Davidson', 'Lisa Montanaro', 'Laurie Cozart']","['University of California, Davis']",Social Sciences,https://www.coursera.org/specializations/professional-skills-for-the-workplace
"Literacy Teaching and Learning: Aims, Approaches and Pedagogies",4.5,Beginner level,Approx. 16 hours to complete,Flexible schedule,76 reviews,,[],"['The Aims of Literacy ', 'Theory and Practice of Literacies Learning and Teaching', 'Didactic + Authentic Approaches to Literacy', 'Functional + Critical Approaches to Literacy']","['Dr Mary Kalantzis', 'Dr William Cope']",['University of Illinois at Urbana-Champaign'],Social Sciences,https://www.coursera.org/learn/literacy-teaching-learning
How to make invitations using Canva,4.6,Beginner level,2 hours,,26 reviews,Learn all of the basic tools that Canva offers.Learn how to make invitations on Canva ,"['Event Management', 'Computer Programming', 'Canva', 'Design And Product', 'Graphic Design']",['Learn step-by-step'],['Monica I. Heredia Rodriguez'],['Coursera Project Network'],Social Sciences,https://www.coursera.org/projects/how-to-make-invitations-using-canva
"Teacher SEL: Programs, Possibilities, and Contexts",4.7,Advanced level,14 hours (approximately),Flexible schedule,136 reviews,"Describe the purposes, practices and rationales for mindfulness programs for teachersDescribe with the purposes, practices, and rationales for Center for Courage and Renewal programs for teachersExamine narrative as a means of exploring complex responses to students and one’s self in teaching and their origins",[],"['Mindfulness in teaching', 'Center for Courage and Renewal programs for teacher and community well-being', ""The role of narrative in teachers' social and emotional learning"", 'Parents, families, and communities: Social and emotional learning in context']","['Randy Testa', 'Dan Liston']",['University of Colorado Boulder'],Social Sciences,https://www.coursera.org/learn/teacher-sel-programs
Fractal Data Science  Professional Certificate,4.4,Beginner level,5 months at 10 hours a week,Flexible schedule,45 reviews," Apply structured problem-solving techniques to dissect and address complex data-related challenges encountered in real-world scenarios.   Utilize SQL proficiency to retrieve, manipulate data and employ data visualization skills using Power BI to communicate insights.Apply Python expertise for data manipulation, analysis and implement machine learning algorithms to create predictive models for applications.Create compelling data stories to influence your audience and master the art of critically analyzing data while making decisions and recommendations.","['Decision-Making', 'Python Programming', 'Problem Solving', 'Machine Learning', 'Data storytelling', 'SQL', 'power bi']","['Structured Approach to Problem Solving', 'Data Analysis Using SQL', 'Insights of Power BI', 'Python for Data Science', 'Human Decision Making and its Biases', 'Foundations of Machine Learning ', 'Advanced Machine Learning Algorithms', 'Data Storytelling']","['Fractal Analytics ', 'Analytics Vidhya']",['Fractal Analytics'],Social Sciences,https://www.coursera.org/professional-certificates/fractal-data-science
Schizophrenia,4.8,Intermediate level,Approx. 5 hours to complete,Flexible schedule,"2,105 reviews",,"['Psychology', 'Psychiatry', 'Psychiatric Disorders', 'Psychotherapy']","['An Introduction to the Disorder', 'Symptom Assessment and History', 'Neuroanatomy and Neuroimaging', 'Psychological Science', 'Intervention']",['Matt Kurtz'],['Wesleyan University'],Social Sciences,https://www.coursera.org/learn/schizophrenia
Business Writing,4.8,Beginner level,12 hours (approximately),Flexible schedule,"4,522 reviews",Write clearly and effectively.,"['Grammar', 'Communication', 'Business Writing', 'Writing']","['Building Great Business Writing', 'The Formula for Writing Success', 'Crafting Powerful Writing', 'Activate Your Voice!']",['Dr. Quentin McAndrew'],['University of Colorado Boulder'],Social Sciences,https://www.coursera.org/learn/writing-for-business
Take Action: From Protest to Policy,,Beginner level,Approx. 33 hours to complete,Flexible schedule,,,"['Justice', 'Social Media', 'American Law', 'Stakeholder Analysis', 'Environmental Protection']","['Introduction', 'Use the Courts', 'Communicate across Platforms', 'Connect to Power', 'Work Locally', 'Putting it All Together: Final Paper on Your Plan for Turning Protest into Policy']","['Sarah Ryan', 'Mary Alice Haddad']",['Wesleyan University'],Social Sciences,https://www.coursera.org/learn/take-action-from-protest-to-policy
"Learning, Knowledge, and Human Development ",4.6,Beginner level,Approx. 9 hours to complete,Flexible schedule,210 reviews,,[],"['COURSE ORIENTATION + Foundations of Educational Psychology', 'Brain Developmentalism and Social Cognitivism', 'Social and Emotional Conditions of Learning and Student Development', 'Productive Struggle in Learning  and Quantitative Psychology']","['Dr Mary Kalantzis', 'Dr William Cope']",['University of Illinois at Urbana-Champaign'],Social Sciences,https://www.coursera.org/learn/learning-knowledge-human-development
ICT in Primary Education: Transforming children's learning across the curriculum,4.6,Beginner level,Approx. 21 hours to complete,Flexible schedule,159 reviews,,[],"['ICT and the 21st Century Primary School', 'How does ICT make a difference?', 'Pedagogical changes achievable through ICT', 'Technology opportunities ', ' Inspiring examples and implementation concerns', 'Making ICT work']",['Professor Diana  Laurillard'],['University of London'],Social Sciences,https://www.coursera.org/learn/ict-primary-education
Understanding economic policymaking,4.8,Beginner level,17 hours (approximately),Flexible schedule,"1,010 reviews","Master macroeconomic indicators, fiscal policy, and real-world deficits, debts, and monetary policy.Explore exchange-rate and structural policies, policy interactions, and policy challenges in leading economies.Analyze quantitative easing, austerity policies, ""Abenomics,"" and policymakers' pursuit of growth. Run a country simulation.",[],"['Macroeconomy Overview', 'The Fiscal Policy Tool', 'Deficits, Debts, Myths and Realities', 'Monetary Policy', 'Combining Policies and Other Policy Tools', 'Policymaking in the Wake of the Financial Crisis', 'CAPSTONE']",['Gayle Allard'],['IE Business School'],Social Sciences,https://www.coursera.org/learn/economic-policy
刑法学总论 Criminal Law,3.1,Intermediate level,Approx. 38 hours to complete,Flexible schedule,17 reviews,,[],"['第一周 刑法学概述 及 刑罚的正当性', '第二周 罪刑法定原则', '第三周 刑法的解释', '第四周 刑法的适用范围', '第五周 犯罪概念 及 犯罪构成概述', '第六周 犯罪构成的客观要件', '第七周 犯罪构成的主观方面', '第八周 犯罪主体', '第九周 排除犯罪的根据（1）', '第十周 排除犯罪的根据（2）', '第十一周  犯罪的未完成形态', '第十二周 共同犯罪', '第十三周 刑罚的概念与体系', '第十四周 量刑的概念与制度', '第十五周 数罪并罚、减刑及假释', '期末考试']","['Shizhou Wang, 王世洲']",['Peking University'],Social Sciences,https://www.coursera.org/learn/xingfa-xue-zong-lun
Aprender,4.9,,Approx. 9 hours to complete,Flexible schedule,"5,310 reviews",,"['Plan', 'Language', 'Scanning', 'The 7 Habits Of Highly Effective People']","['Cómo aprendemos', 'Cómo procesamos los materiales escritos de aprendizaje', 'Cómo pensamos cuando pensamos', 'Cómo aprendemos de acuerdo a los materiales y contextos']",['Guadalupe Vadillo'],['Universidad Nacional Autónoma de México'],Social Sciences,https://www.coursera.org/learn/aprendo
University Teaching,4.8,Beginner level,Approx. 17 hours to complete,Flexible schedule,"1,258 reviews",,"['Teaching', 'Management', 'Instructional Design', 'Teaching Method']","['Course Introduction', 'What does it look like teaching in higher education?', 'What does research tell us about effective teaching in higher education?', 'How shall we go about curriculum and instructional design?', 'What pedagogical options can we find from successful examples? – An instructional toolbox', 'How to design effective assessment?', 'How to provide constructive and high-impact feedback?']",['Dr. Lily Min Zeng'],['The University of Hong Kong'],Social Sciences,https://www.coursera.org/learn/university-teaching
"Health, Housing, and Educational Services",4.8,Beginner level,14 hours (approximately),Flexible schedule,62 reviews,"Describe the structures of US policy in each of the course’s domains: Housing, schools, healthcare, immigration and child protectionExplain the issues involved in developing policy in each of the course’s domains: Housing, schools, healthcare, immigration and child protection Identify the challenges for US policy each of the course’s domains: Housing, schools, healthcare, immigration and child protection    Honors: Develop a policy memo for to demonstrate the learner's professional capacity to professionally interpret finding to decision makers.  ","['differentiate alternative approaches to social policy problems', 'Critique components of a social policy based on their effectiveness at meeting the goals stated in the initiative', 'Formulate practice strategies to overcome the historic biases in social welfare programs', 'distinguish the values inherent in each social policy initiative', 'develop social welfare policy analysis and reform proposals']","['Housing and Education ', 'Understanding healthcare delivery in the U.S.', 'ACA, Medicare, and Medicaid', 'Immigration', 'BONUS: Child Protective Services ']",['John Robertson'],['Columbia University'],Social Sciences,https://www.coursera.org/learn/health-housing-educational-services
