Course Title,Rating,Level,Duration,Schedule,Review,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url
Engineering Health: Introduction to Yoga and Physiology,4.8,Beginner level,Approx. 53 hours to complete,Flexible schedule,481 reviews,"Identify the role, structure, and function of human physiological systemsIdentify the the conditions and presentation of normal and abnormal functioning of human physiological systemsExamine underlying physiological mechanisms that connect healthy functioning to yoga practicePractice yoga that targets therapy, prevention, and overall wellness",[],"['Introduction to the Course, Yoga and Physiology', 'The Cell and Homeostasis', 'Genetics', 'How to Read and Interpret the Research', 'The Nervous System', 'The Respiratory System', 'The Cardiovascular System', 'The Lymphatic and Immune Systems', 'The Musculoskeletal System', 'The Renal System', 'The Digestive System', 'The Endocrine and Reproductive Systems ', 'The Affect of Chronic Stress on Human Physiology', 'Summary']","['Tommy Lee ', 'Alexandra Seidenstein', 'Eddie Stern']",['New York University'],Health,https://www.coursera.org/learn/engineering-health-yoga-physiology
Animal Behaviour and Welfare,4.8,,Approx. 9 hours to complete,Flexible schedule,"4,950 reviews",,"['Animal', 'Animal Behavior', 'Veterinary', 'Dog']","['Introduction to the Course', 'What is Animal Welfare and Why Does it Matter?', 'What We Can Measure We Can Manage', 'The Truth About Dogs and Cats', 'Down on the Farm', 'Lions, Tigers and Bears, Oh My!', 'Optional Module: Welfare Conundrums']","['Dr Heather Bacon', 'Miss Hayley  Walters, MBE, RVN', 'Dr Fritha Langford', 'Professor Nat Waran', 'Dr Jill MacKay']",['The University of Edinburgh'],Health,https://www.coursera.org/learn/animal-welfare
Mindfulness and Well-being  Specialization,4.9,Beginner level,2 months at 10 hours a week,Flexible schedule,198 reviews,The theory and impact of mindfulness practiceThe tools and methods to incorporate this practice into your life,"['Meditation', 'Stress Management', 'Self-Care', 'interoceptive techniques', 'Basics of meditation', 'Improved focus']","['Mindfulness and Well-being: Foundations', 'Mindfulness and Well-being: Living with Balance and Ease', 'Mindfulness and Well-being: Peace in, Peace Out']",['Dr. Elizabeth Slator'],['Rice University'],Health,https://www.coursera.org/specializations/mindfulness-and-well-being
"Drugs, drug use, drug policy and health ",4.8,Beginner level,Approx. 29 hours to complete,Flexible schedule,245 reviews,,[],"['Understanding drugs and the international drug control framework', 'Drug Use Worldwide', 'Addressing drug use and health: prevention, harm reduction and treatment', 'Questioning prohibition-based policies ', 'Medical access to opioids for the management of pain and to other controlled medicines', 'The case for drug policy reform ']","['Michel Kazatchkine', 'Barbara Broers', 'Jennifer Hasselgard-Rowe', 'Aymeric Reyre']",['University of Geneva'],Health,https://www.coursera.org/learn/drugs
Health for All Through Primary Health Care,4.7,,10 hours (approximately),Flexible schedule,261 reviews,,[],"['Primary Health Care and Health for All: An Introduction', 'Exploring What Primary Health Care Really Is', 'Approaches to Implementing Primary Health Care in Resource-Constrained Settings', 'Achieving Health for All Through Community Health Workers and Innovative Community-based Programming', 'Wrapping Up']","['Dr. Henry Perry, MD, PhD, MPH']",['Johns Hopkins University'],Health,https://www.coursera.org/learn/health-for-all
Healthcare Marketplace,4.5,Beginner level,20 hours (approximately),Flexible schedule,588 reviews,,"['Healthcare Management', 'Insurance', 'Healthcare Marketing', 'Medical Device']","['EVOLUTION OF THE HEALTHCARE MARKETPLACE', 'PHYSICIAN AND HOSPITAL SERVICES MARKET', 'INSURANCE MARKET', 'MEDICAL TECHNOLOGY MARKETS', 'GLOBAL MEDICAL INNOVATION']",['Stephen T Parente'],['University of Minnesota'],Health,https://www.coursera.org/learn/healthcare-marketplace
Infectious Disease Transmission Models for Decision-Makers,4.8,Beginner level,Approx. 3 hours to complete,Flexible schedule,491 reviews,Review the basics of infections disease epidemiology and transmission and key components of infectious disease modelsPresent questions that can be answered by infectious disease transmission models and types of models used to answer each type of questionDescribe how to assess whether or not a model is “good” or useful for informing policyIdentify the most important considerations for making decisions based on infectious disease transmission models,[],"['Basics of Infectious Disease Transmission Models', 'Types of infectious disease models ', 'Assessing the Value of an Infectious Disease Transmission Model', 'Modeling and policy decisions ']","['Emily Gurley, PhD, MPH', 'Dr. Amy Wesolowski, PhD']",['Johns Hopkins University'],Health,https://www.coursera.org/learn/infectious-disease-transmission-models-for-decision-makers
Global Adolescent Health,4.8,Beginner level,Approx. 28 hours to complete,Flexible schedule,110 reviews,,[],"['Week 1 - Introduction to adolescent health: developmental and ecological perspectives (Part I)  ', 'Week 2 - Introduction to adolescent health: developmental and ecological perspectives (Part II)', 'Week 3 - Major health problems of adolescents (Part I)', 'Week 4 - Major health problems of adolescents (Part II)', 'Week 5 - Adolescent health policy, programming and intervention (Part I)', 'Week 6 - Adolescent health policy, programming and intervention (Part II)', 'Weeks 7 - 8 (no new content)']","['Professor Susan Sawyer', 'Professor George Patton']",['The University of Melbourne'],Health,https://www.coursera.org/learn/youth-health
Global Health Challenges and Governance Specialization,5.0,Beginner level,3 months at 10 hours a week,Flexible schedule,6 reviews,"Identify obstacles, be they biomedical, economic, political and social, in addressing global health challengesDescribe the complexity of global health governance and critique the role of institutional actors and the role of international collaborationDiscuss the current and predicted impact of global challenges representing major threats to global health and developmentAssess public policy making within the context of specific global health challenges and contemporary global governance structures","['Health Policy', 'Health Equity', 'Human Migration', 'Climate Change', 'Public Health']","['Globalisation and health governance', 'Migration and health', 'Climate change and health']","['Christina Atchison', 'Wendy Kwok']",['Imperial College London'],Health,https://www.coursera.org/specializations/global-health-challenges-governance
Addiction Treatment: Clinical Skills for Healthcare Providers,4.8,Beginner level,Approx. 14 hours to complete,Flexible schedule,"1,693 reviews",,"['Substance Use Disorder', 'Substance Use Disorder Screening', 'Substance Use Disorder Treatment', 'Substance Use Disorder Diagnosis', 'Substance Use Disorder Prevention']","['“How can I show compassion toward patients with substance use disorders?”', '“How do I know if my patient has a substance use disorder?” ', '""How do I recommend treatment options?”', '“What medications help patients manage their substance use disorders?”', '“What psychosocial or behavioral therapies are available for patients with substance use disorders?”', '""What societal factors impact successful recovery?” ']","['Mary Lindsay Powell', 'Robert Heimer', 'Shannon Drew', 'Ellen Edens', 'Robert Krause', 'Jeanette M. Tetrault', 'Elizabeth Roessler']",['Yale University'],Health,https://www.coursera.org/learn/addiction-treatment
COVID-19 Training for Healthcare Workers,4.9,,Approx. 8 hours to complete,Flexible schedule,"6,328 reviews","Learn key features of COVID-19 and common presenting symptoms. Prevent COVID-19 transmission to healthcare providers and other individuals. Assess and give immediate care to patients in acute respiratory distress to prevent worsening.Provide advanced management and stabilization of patients in severe respiratory distress, including early ventilator management.","['infection prevention', 'ventilator management', 'emergency/critical care', 'respiratory distress', 'covid-19 diagnosis and treatment']","['MODULE 1: COVID-19 Key Features, PPE and Vaccines', 'MODULE 2: Clinical Assessment of COVID-19 Patients', 'MODULE 3: Diagnostic Assessment of COVID-19 Patients', 'MODULE 4: Early Treatment of the Dyspneic COVID-19 Patient', 'MODULE 5: Advanced Treatment of the Severely Dyspneic COVID-19 Patient', 'MODULE 6: Initial Ventilator Management and Troubleshooting in COVID-19 Patients']","['S V Mahadevan', 'Matthew Strehlow']",['Stanford University'],Health,https://www.coursera.org/learn/covid-19-training-healthcare
Health Systems Development: A Focus on Health Service Delivery and Human Resources for Health,4.7,Beginner level,20 hours (approximately),Flexible schedule,55 reviews,Apply a root cause analysis approach in order to diagnose service delivery specific bottlenecks.Critique strategies to mitigate global human-resources-for-health challenges to support evidence informed decision making for health system reform.,[],"['Health Service Delivery', 'Health Service Transformations', 'Human Resources for Health', 'Mitigating Global Human-Resources-for-Health Challenges ']",['Dr Sondus Hassounah'],['Imperial College London'],Health,https://www.coursera.org/learn/health-service-delivery-and-human-resources
Health Information Literacy for Data Analytics Specialization,4.5,Intermediate level,1 months at 10 hours a week,Flexible schedule,153 reviews,"Analyze the various types and sources of healthcare data, including clinical, operational, claims, and patient generated data.Compare and contrast common data models used in healthcare data systems.Assess the quality of healthcare data and make appropriate interpretations of meaning according to data sources and intended uses.Create a data dictionary to communicate the source and value of data.","['Data Model', 'healthcare terminology', 'healthcare data']","['Healthcare Data Literacy', 'Healthcare Data Models', 'Healthcare Data Quality and Governance', 'Analytical Solutions to Common Healthcare Problems']","['Brian Paciotti', 'Doug Berman']","['University of California, Davis']",Health,https://www.coursera.org/specializations/healthcare-information-literacy-data-analytics
Summary Statistics in Public Health ,4.8,Beginner level,15 hours (approximately),Flexible schedule,"1,832 reviews",Calculate continuous data measuresInterpret data visualizationsAnalyze binary dataAnalyze time to event data,"['Statistics', 'Normal Distribution', 'summary measures', 'binary data']","['The Role of Statistics in Public Health Research', 'Continuous Data Measures', 'The Normal Distribution', 'Binary Data', 'Dealing with the Element of Time', 'Course Project']","['John McGready, PhD, MS']",['Johns Hopkins University'],Health,https://www.coursera.org/learn/summary-statistics
Data Structures and Algorithms Specialization,4.6,Intermediate level,5 months at 10 hours a week,Flexible schedule,"13,089 reviews","Play with 50 algorithmic puzzles on your smartphone to develop your algorithmic intuition!  Apply algorithmic techniques (greedy algorithms, binary search, dynamic programming, etc.) and data structures (stacks, queues, trees, graphs, etc.) to solve 100 programming challenges that often appear at interviews at high-tech companies. Get an instant feedback on whether your solution is correct.Apply the newly learned algorithms to solve real-world challenges: navigating in a Big Network  or assembling a genome of a deadly pathogen from millions of short substrings of its DNA.Learn exactly the same material as undergraduate students in “Algorithms 101” at top universities and more! We are excited that students from various parts of the world are now studying our online materials in the Algorithms 101 classes at their universities. Here is a quote from the website of Professor Sauleh EetemadiOpens in a new tab from Iran University of Science and Technology: “After examining syllabus and course material from top universities including StanfordOpens in a new tab, PrincetonOpens in a new tab and MITOpens in a new tab we have chosen to follow the Data Structures and Algorithms SpecializationOpens in a new tab from UCSD...due to excellent course material and its practical approach.”If you decide to venture beyond Algorithms 101, try to solve more complex programming challenges (flows in networks, linear programming, streaming algorithms, etc.) and complete an equivalent of a graduate course in algorithms!","['Software Testing', 'Data Structure', 'Computer Programming', 'Algorithms', 'Debugging']","['Algorithmic Toolbox', 'Data Structures', 'Algorithms on Graphs', 'Algorithms on Strings', 'Advanced Algorithms and Complexity', 'Genome Assembly Programming Challenge']","['Alexander S. Kulikov', 'Neil Rhodes', 'Pavel  Pevzner', 'Michael Levin', 'Daniel M Kane']",['University of California San Diego'],Health,https://www.coursera.org/specializations/data-structures-algorithms
Introduction to Statistics,4.6,Beginner level,Approx. 14 hours to complete,Flexible schedule,"2,770 reviews",,[],"['Introduction and Descriptive Statistics for Exploring Data', 'Producing Data and Sampling', 'Probability', 'Normal Approximation and Binomial Distribution', 'Sampling Distributions and the Central Limit Theorem', 'Regression', 'Confidence Intervals', 'Tests of Significance', 'Resampling', 'Analysis of Categorical Data', 'One-Way Analysis of Variance (ANOVA)', 'Multiple Comparisons']",['Guenther Walther'],['Stanford University'],Health,https://www.coursera.org/learn/stanford-statistics
The Economics of Health Care Delivery,4.8,,6 hours (approximately),Flexible schedule,637 reviews,,[],"['Module 1', 'Module 2', 'Module 3', 'Module 4']","['Guy David, PhD', 'Ezekiel J. Emanuel, MD, PhD']",['University of Pennsylvania'],Health,https://www.coursera.org/learn/health-economics-us-healthcare-systems
Teaching LGBTQ+ Health,4.8,Beginner level,Approx. 5 hours to complete,Flexible schedule,12 reviews,,[],"['Fundamentals of Teaching LGBTQ+ Health', 'Teaching LGBTQ+ Health Cases', 'Conclusion, Resources, & CME Credit Instructions']",['Michael Gisondi'],['Stanford University'],Health,https://www.coursera.org/learn/teaching-lgbtq-health
"AI, Business & the Future of Work",4.7,Beginner level,Approx. 11 hours to complete,Flexible schedule,378 reviews,How AI can give you better information upon which to make better decisions.How AI can help you automate processes and become more efficient.How AI will impact your industry so that you can avoid the pitfalls and seize the benefits.,[],"['Introduction to AI in work and business', 'What AI can do', 'Risks with AI', 'AI and the future of work']",['Anamaria Dutceac Segesten'],['Lund University'],Health,https://www.coursera.org/learn/ai-business-future-of-work
Sustainable Food Production Through Livestock Health Management,4.8,Beginner level,Approx. 19 hours to complete,Flexible schedule,553 reviews,,"['Disease Control', 'Animal', 'Nutrition', 'Animal Behavior']","['Course Orientation', 'Week 1: Animals and Sustainable Food Production', 'Week 2: Disease as a Barrier to Sustainability', ""Week 3: Animals' Response to Infectious Disease"", 'Week 4: Our Role in Fighting Infectious Disease', 'Week 5: Our Role in Preventing Infectious Disease', ""Week 6: Infectious Disease and the World's Food""]","['Dr. Brian Aldridge, BVSc, MS, PhD, Dip ACVIM (Large Animal), MRCVS', 'Dr. Jim Lowe, DVM, MS, Dip ABVP (Food Animal)']",['University of Illinois at Urbana-Champaign'],Health,https://www.coursera.org/learn/livestock-farming
Social Determinants of Health ,4.7,Beginner level,16 hours (approximately),Flexible schedule,27 reviews,"Examine social, economic, and political factors that contribute to health inequalities.Explore innovative ways to reduce disparities in health when the goal is to achieve health equity.Practice skills involving cultural humility, deliberative dialogues and professional self-assessments.  ","['Health Equity', 'social determinants', 'determinants of health']","['Course Overview, Definitions, and Levels of Influence', 'Disparities in Mortality and Morbidity by Psychosocial and Demographic Factors, Theoretical Considerations, and Environmental and Cultural Contexts', 'Social Determinants of Health: The Healthcare System, Immigration Status, Sexual Identity, and Unconscious Bias', 'Racism, Discrimination; Culture, Gender and Power; Changing Structures that Reproduce Bias and Harm Health']",['Cleopatra Caldwell'],['University of Michigan'],Health,https://www.coursera.org/learn/social-determinants-of-health
"Digital Media for Health Outcomes, English",5.0,Intermediate level,Approx. 16 hours to complete,Flexible schedule,29 reviews,,[],"['Behavioral Insights as a Foundation', 'Crafting Your Communication Strategy', 'Designing for Context - Messaging & Creative That Resonates', 'Tactics for Digital Media and Campaign Implementation', 'Metrics that Matter: Understanding Impact']",['Saad Omer'],['Yale University'],Health,https://www.coursera.org/learn/digital-media-health-outcomes-english
Migration and health,,Beginner level,31 hours (approximately),Flexible schedule,,,"['global', 'right to health', 'Evaluation', 'Human Migration', 'health system']","['Welcome to Migration and Health', 'An Introduction to Migration', 'The Health Impacts of Migration ', 'Migration and Health, Global Governance, and Policy Making', 'Migrants and Universal Health Coverage']","['Christina Atchison', 'Wendy Kwok']",['Imperial College London'],Health,https://www.coursera.org/learn/migration-health
Health Equity Research & Practice: Local & Global Lessons,,Beginner level,Approx. 11 hours to complete,Flexible schedule,,,[],"['The Effects of Structural Drivers and Systems of Power on Health Equity ', 'Inequities in Reproductive Health', 'Inequities in Immigrant Health ', 'Local and Global Bi-Directional Learning to Advance Health Equity: Stakeholder Engagement and Intervention Development']","['Lisa A. Cooper, M.D.']",['Johns Hopkins University'],Health,https://www.coursera.org/learn/local-and-global-best-practices-in-health-equity-research
Meta Marketing Analytics Professional Certificate,4.7,Beginner level,7 months at 10 hours a week,Flexible schedule,"2,018 reviews","Collect, sort, evaluate, and visualize marketing dataSummarize and analyze data using marketing analytics methodsDesign experiments and test hypotheses to evaluate advertising effectivenessUse Meta Ads Manager to run tests, learn what works, and optimize ad performance ","['Statistics for Marketing', 'Performance marketing', 'Data Analysis', 'Advertising Effectiveness Evaluation', 'Marketing Mix Optimization']","['Marketing Analytics Foundation', 'Introduction to Data Analytics', 'Data Analysis with Spreadsheets and SQL', 'Python Data Analytics', 'Statistics for Marketing', 'Data Analytics Methods for Marketing', 'Marketing Analytics with Meta', 'Meta Marketing Science Certification Exam']","['Brandon Larkin', 'Anke Audenaert', 'Cameron Dodd', 'Victor Geislinger']",['Meta'],Health,https://www.coursera.org/professional-certificates/facebook-marketing-analytics
"The History of Medicine: Philosophy, Science, and Psychology",4.8,Beginner level,Approx. 13 hours to complete,Flexible schedule,36 reviews,You will learn to describe historical attempts to unravel the mysteries of disease with various theoretical models.You will learn to tell the story of the major advances in modern medicine.You will learn to speculate on the future of medicine from an informed perspective. ,[],"['Week 1', 'Week 2', 'Week 3', 'Week 4', 'Week 5']","['Grant Hartzog', 'Greg Gates']","['University of California, Santa Cruz']",Health,https://www.coursera.org/learn/history-of-medicine
Market Research Specialization,4.5,Beginner level,1 months at 10 hours a week,Flexible schedule,952 reviews,"Compose a professionally packaged research plan or proposalAnalyze focus group data and create a focus group report following common business practices in qualitative market researchDesign an effective questionnaire and launch your survey to the target audienceAnalyze survey results, perform basic calculations, synthesize research findings and develop and deliver insights","['Proposal Writing', 'Market Research', 'Internality', 'Qualitative Research', 'quantitative research']","['Research Proposal: Initiating Research', 'Qualitative Research', 'Quantitative Research', 'Research Report: Delivering Insights']","['Robin Boyar', 'Olivier Rubel, PhD', 'Ashwin Aravindakshan, PhD', 'Jim Fong', 'Susan Berman']","['University of California, Davis']",Health,https://www.coursera.org/specializations/market-research
Analytics in Healthcare Management and Administration,,,Approx. 21 hours to complete,Flexible schedule,,,"['Data-Informed Decision-Making', 'Data Analysis', 'Strategic Thinking', 'Leadership', 'Systems Thinking']","['Health Organization Performance', 'Patient Centeredness and Continuity', 'Evolution of Healthcare Evidence', 'Systems and Complexity in Healthcare']",['Martin Kohn'],['Northeastern University '],Health,https://www.coursera.org/learn/analytics-in-healthcare-management-and-administration
Instructional Methods in Health Professions Education,4.7,Intermediate level,Approx. 20 hours to complete,Flexible schedule,447 reviews,Understand educational theory as it relates to health professions education.Learn a variety of applied teaching techniques.Share successful teaching strategies.,"['Teaching', 'Simulation', 'Instructional Design', 'Teaching Method']","['Unit 1 - Adult Learning Theory', 'Unit 2 - Intended Learning Outcomes', 'Unit 3 - Instructional Design and Individual Assessment', 'Unit 4 - Instructional Techniques: Knowledge Transfer', 'Unit 5 - Instructional Techniques: Skill Development', 'Unit 6 - Instructional Techniques: Attitudes', 'Unit 7 - Instructional Techniques: Teaching with Technology']","['Caren Stalburg, MD, MA']",['University of Michigan'],Health,https://www.coursera.org/learn/instructional-methods-education
Anatomy: Musculoskeletal and Integumentary Systems,4.8,Beginner level,25 hours (approximately),Flexible schedule,"2,186 reviews","Understand the integumentary system anatomy and functionUnderstand the skeletal system anatomy and functionLearn joint classifications, function, and clinical correlationsLearn skeletal muscle anatomy and function","['Musculoskeletal system', 'Integumentary system', 'human anatomy', 'Skeletal muscle anatomy']","['Skeletal System', 'Joints', 'Skeletal Muscle', 'Integumentary']",['Kathleen Alsup'],['University of Michigan'],Health,https://www.coursera.org/learn/anatomy403-1x
"Introduction to Ear, Nose, and Throat Disorders Specialization",4.8,Beginner level,1 months at 10 hours a week,Flexible schedule,42 reviews,"Anatomy and pathophysiology of the auditory pathwayFamiliarity with disorders of the outer, middle and inner earDifferences between acute and chronic rhinosinusitis and how to distinguish and treat themCurrent concepts on the physiology of voice production","['Chronic Rhinosinusitis', 'Speech Language Pathology', 'Diagnostic Evaluation', 'Head and Neck Disorders', 'Otorhinolaryngology surgery']","['Voice Disorders: What Patients and Professionals Need to Know', 'Acute and Chronic Rhinosinusitis: A Comprehensive Review', 'Introduction to Hearing Loss']","['Satish Govindaraj, MD', 'Maura K Cosetti, MD', 'Mark S. Courey, MD']",['Icahn School of Medicine at Mount Sinai'],Health,https://www.coursera.org/specializations/introduction-ear-nose-throat-disorders
Healthcare Organizations and the Health System,4.6,Beginner level,17 hours (approximately),Flexible schedule,308 reviews,,"['Public Health and Wellness Healthcare Organization Operations', 'Pharmacy Healthcare Organization Operations', 'Healthcare Administration', 'Medical Healthcare Organization Operations', 'Dental Healthcare Organization Operations']","['Lesson One: Healthcare Organizations and the Health System', 'Lesson Two: Healthcare Administration and Management', 'Lesson Three: Governance', 'Lesson Four: Design a Governance Structure for a Healthcare Organization']","['Margaret Kilduff, Ph.D.']",['Rutgers the State University of New Jersey'],Health,https://www.coursera.org/learn/healthcare-organizations-health-system
"Global Health Security, Solidarity and Sustainability through the International Health Regulations",4.7,Intermediate level,Approx. 25 hours to complete,Flexible schedule,90 reviews,"history and goals of the IHR, rights and obligations of the States Parties and the WHO within the IHR; IHR achievements, strengths, weaknesses and challenges after more than 10 years of its implementation",[],"['Introduction and course outline', ' Historic perspectives. IHR Articles & Procedures', 'Intersectorality of the IHR - Part 1. Health threats covered by the IHR', 'Intersectorality of the IHR - Part 2. Mobility, trade and national security', 'National planning, monitoring and evaluation ', 'Challenges in the IHR implementation. Ebola and the WHO reform', 'Conclusion and final quiz']","['Aude Richard', 'Antoine Flahault', 'Gilles Poumerol']",['University of Geneva'],Health,https://www.coursera.org/learn/international-health-regulations
The Social and Technical Context of Health Informatics,4.2,Beginner level,9 hours (approximately),Flexible schedule,429 reviews,"Articulate a coherent problem definition of, and a plan for addressing, a healthcare informatics problem.Create an Informatics Stack analysis of an informatics problem.Describe eleven socio-technical aspects of a health informatics problem or solution.","['Informatics', 'Health Informatics', 'Digital Health', 'health', 'Decision Analysis']","['Overview of Health Informatics', 'World, Organization, Roles, Function', 'Workflow, Information System, Modules', 'Data, Information, Knowledge, Technology']","['Harold P. Lehmann, MD, Ph.D.']",['Johns Hopkins University'],Health,https://www.coursera.org/learn/the-socio-technical-health-informatics-context
Fixing Healthcare Delivery,4.7,,Approx. 13 hours to complete,Flexible schedule,134 reviews,,[],"['Introduction: Who is Caring for Mary?', 'Applying Manufacturing Principles to Improve Healthcare', 'Healthcare Requires Teamwork', 'Understanding and Preventing Human Error Part I', 'Understanding and Preventing Human Error Part II', 'We All Can Lead: Becoming an Adaptive Leader', 'How Organizing People can Drive Change in Healthcare Delivery', 'Immunity to Change, Examples of Successful Patient Care Initiatives, and Final Summary', 'Final Exam']","['Frederick S. Southwick, MD']",['University of Florida'],Health,https://www.coursera.org/learn/fixing-healthcare
Sustainable Tourism – promoting environmental public health,4.7,Beginner level,Approx. 14 hours to complete,Flexible schedule,"1,247 reviews",,[],"['Tourism and the global sustainability agenda ', 'Tourism - a major consumer of freshwater and producer of waste water', 'Promoting the environment']",['Flemming Konradsen'],['University of Copenhagen'],Health,https://www.coursera.org/learn/sustainable-tourism
"Synapses, Neurons and Brains ",4.8,,Approx. 19 hours to complete,Flexible schedule,"1,191 reviews",,[],"['Brain Excitements for the 21st Century', ""The Materialistic Mind - Your Brain's Ingredients"", 'Electrifying Brains –Passive Electrical Signals', 'Electrifying Brains – Active Electrical Spikes', 'Neurons as Plastic/Dynamic Devices', 'Cable Theory and Dendritic Computations', 'Cortical Networks - Out of the Blue Project', 'Perception, Action, Cognition and Emotions', 'From Synapses to Free Will?', 'Course Conclusion']",['Idan Segev'],['Hebrew University of Jerusalem'],Health,https://www.coursera.org/learn/synapses
The Horse Course: Introduction to Basic Care and Management,4.9,,Approx. 18 hours to complete,Flexible schedule,910 reviews,,"['Disease Management', 'Nutrition', 'Animal Behavior', 'Vital Signs']","['Introduction to The Horse Course', 'Basic Equine Physiology', 'Equine Behavior and Training', 'Feeding Management', 'Maintaining Equine Health', 'Breeding Management']","['Chris J. Mortensen, Ph.D.']",['University of Florida'],Health,https://www.coursera.org/learn/horse-care
Mental Health and Resilience for Healthcare Workers,4.8,Beginner level,Approx. 5 hours to complete,Flexible schedule,333 reviews,,"['Using a schedule to empower ones mental wellness lifestyle', 'Managing anxiety by learning to summon relaxation', 'Assessing ones level of anxiety (resilience and burnout) using self-assessment tests', 'Managing anxiety through foundational basics such as good nutrition and exercise', ""Managing anxiety through a mindful interaction with one's environment""]","['Introduction and Welcome', 'Understanding and Managing Anxiety - Introduction', 'Using the Environment to Support Mental Wellbeing', 'The Power of Gratitude', 'Building Resilience', 'Burnout', 'Good bye and thank you!']","['Steve Joordens', 'Heather Gordon']",['University of Toronto'],Health,https://www.coursera.org/learn/health-resilience-healthcare-workers
Program Design & Evaluation for Health Systems Strengthening,4.6,Intermediate level,7 hours (approximately),Flexible schedule,27 reviews,,"['Research Methods', 'Program Design', 'Evaluation', 'Research Design', 'health system']","['Introduction to health system strengthening', 'Designing programs to strengthen the health system', 'Evaluating programs with a health system strengthening lens']","['Jaya Gupta, PhD', 'Timothy Roberton, DrPH']",['Johns Hopkins University'],Health,https://www.coursera.org/learn/program-design-and-evaluation-for-health-systems-strengthening
Health After Cancer: Cancer Survivorship for Primary Care,4.8,Intermediate level,Approx. 2 hours to complete,Flexible schedule,75 reviews,How to evaluate long-term and late effects of cancer treatments on patients’ wellbeingHow to use details of cancer diagnosis and treatment to make risk-based recommendations for co-morbidity management and preventive careHow to employ strategies for communication and collaboration with your patients and the entire care team,['Primary care for patients who are cancer survivors'],['Health After Cancer: Cancer Survivorship for Primary Care'],"['Jennifer Kim', 'Lidia Schapira']",['Stanford University'],Health,https://www.coursera.org/learn/health-after-cancer-cancer-survivorship-for-primary-care
Data Science in Stratified Healthcare and Precision Medicine,4.6,Intermediate level,Approx. 17 hours to complete,Flexible schedule,311 reviews,,"['Data Science', 'Python Programming', 'Machine Learning', 'Image Analysis']","['Welcome to the Course', 'WELCOME TO WEEK 2', 'WELCOME TO WEEK 3', 'WELCOME TO WEEK 4', 'WELCOME TO WEEK 5']","['Dr Areti Manataki', 'Dr Frances Wong']",['The University of Edinburgh'],Health,https://www.coursera.org/learn/datascimed
Global Disease Masterclass Specialization,4.7,Beginner level,1 months at 10 hours a week,Flexible schedule,226 reviews,,[],"['Global Disease Masterclass: Global Disease Distribution', 'Global Disease Masterclass: Communicable Diseases Epidemiology, Intervention and Prevention', 'Global Disease Masterclass: Non-communicable Diseases']","['Timothy Hallett', 'Helen Ward ']",['Imperial College London'],Health,https://www.coursera.org/specializations/gmph-global-disease-masterclass
Population Health: Governance,4.4,Beginner level,Approx. 13 hours to complete,Flexible schedule,25 reviews,"You will be able to participate in public discussion about health care governance systems.Understand the importance of organizations in healthcare governance, and their key characteristics.  Understand the environment in which healthcare organisations operate.Recognise the changing roles of healthcare professionals because of technological innovations.","['Social Network Analysis', 'Health governance and management', 'E-Health', 'Multi-Level Governance', 'Street-Level Bureaucracy']","['Welcome to Population Health: Governance', 'Healthcare shifts in Governance: Systems', 'Healthcare shifts in Governance: Organisations', 'Healthcare shifts in Governance: Networks', 'Healthcare shifts in Governance: Professionals']","['Maarja Beerkens', 'Jelmer Schalk']",['Universiteit Leiden'],Health,https://www.coursera.org/learn/population-health-governance
Health Systems Development: Introduction to Health Systems,4.7,Beginner level,26 hours (approximately),Flexible schedule,118 reviews,Critically compare different health system models in order to identify opportunities and challenges for health systems around the world.,[],"['Introduction to Health Systems', 'Health Systems Governance', 'Health Systems Performance Assessment', 'Universal Health Coverage']",['Dr Sondus Hassounah'],['Imperial College London'],Health,https://www.coursera.org/learn/introduction-to-health-systems
Health Information Technology Fundamentals,4.8,,6 hours (approximately),Flexible schedule,317 reviews,,[],"['Introduction to Electronic Health Records', 'EHR Applications and Features', 'Clinical Decision Support and Databases', 'Training, Communication, and Change Management']","['Ashwini S. Davison, M.D.', 'Ebony Williams']",['Johns Hopkins University'],Health,https://www.coursera.org/learn/health-it-fundamentals
The Data Science of Health Informatics,4.6,Beginner level,10 hours (approximately),Flexible schedule,192 reviews,Articulate different forms of clinical and population level data.Describe the data required to answer a healthcare information problem.Distinguish between data questions and data queries when dealing with a healthcare information problem.,"['Health Informatics', 'Data Science', 'Data Analysis', 'Database (DBMS)', 'data querying']","['Introduction to Databases and Data Types', 'Data Sources and Data Challenges', 'Formulating Data Questions', 'Real World Applications of Data Science in Health Informatics']","['Hadi H. K. Kharrazi, MD, Ph.D', 'Sam Meiselman']",['Johns Hopkins University'],Health,https://www.coursera.org/learn/the-data-science-of-health-informatics
Foundations of Public Health Practice: Health Protection,4.9,Beginner level,8 hours (approximately),Flexible schedule,97 reviews,,[],"['Module One: Water, sanitation and infectious diseases', 'Module Two: Vaccines and management of communicable disease', 'Module Three: Environmental hazards and strategic health protection threats']",['Dr Richard J Pinder'],['Imperial College London'],Health,https://www.coursera.org/learn/health-protection
