Course Title,Rating,Level,Duration,Schedule,Review,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url
Leadership Skills,4.8,Beginner level,Approx. 46 hours to complete,Flexible schedule,"1,025 reviews",Acquire an understanding of oneself and build inner stability.Describe various leadership styles and how to lead downwards.Explain the biases that impact communication and a leader’s decision-making capability.Explore the art of leading upward and sideways.,"['Mindfulness', 'Leading and managing change in organisation', 'Leading subordinates effectively', 'Positive Personality', 'Supportive communication']","['Leading the Self: Mindfulness, Inner Stability, and Positive Strengths', 'Leading Downward: Leader Behaviors and Leadership Styles', 'Building Sustainable Relationships: Supportive Communication and Decision-making Biases ', 'Power, Politics, and Leading Upwards ', 'Ethics, Culture, and Change Management', 'Leadership and Ancient Indian Wisdom: Lessons from the Mahabharata ', 'Peer Review Assignment']",['Vishal Gupta'],['IIMA - IIM Ahmedabad'],Business,https://www.coursera.org/learn/leadershipskills
Fundamentals of Business Analysis ,4.5,Beginner level,Approx. 6 hours to complete,Flexible schedule,32 reviews,Define and prioritize business analysis tasks within a project scope.  Develop comprehensive plans for conducting business analysis activities.  Identify key stakeholders and establish effective collaboration strategies with them.  Collect and document various types of requirements to support project objectives.  ,"['Business Analysis', 'Business Analysis Methodology', 'Requirements Analysis', 'Stakeholder Identification', 'Solution Delivery']",['Fundamentals of Business Analysis '],['Igor Arkhipov'],['Starweaver'],Business,https://www.coursera.org/learn/fundamentals-of-business-analysis
Business Data Management and Communication Specialization,4.9,Intermediate level,2 months at 10 hours a week,Flexible schedule,50 reviews,,"['Financial Accounting', 'Data Analysis', 'Business Analytics', 'Asset Management', 'Rstudio']","['Financial Accounting: Foundations', 'Financial Accounting: Advanced Topics', 'Introduction to Business Analytics: Communicating with Data ', 'Introduction to Business Analytics with R', 'Infonomics I: Business Information Economics and Data Monetization', 'Infonomics II: Business Information Management and Measurement']","['Ashish Khandelwal', 'Kevin Hartman', 'Ronald Guymon', 'Unnati Narang', 'Douglas B. Laney', 'Oktay Urcan']",['University of Illinois at Urbana-Champaign'],Business,https://www.coursera.org/specializations/business-data-management-communication
Digital Business Strategy,4.7,Beginner level,Approx. 5 hours to complete,Flexible schedule,28 reviews,"How to assess an organization's digital transformation readiness by analyzing trends, evaluating competitors, and examining unique capabilities.How to identify an organization’s position in the competitive lifecycle and anticipate future industry trends to inform strategic decisions.How to envision an organization’s desired digital position while ensuring alignment with market trends and organizational strengths.How to generate value-creating offerings, develop the necessary capabilities to execute their digital strategy, and secure sustained value.","['Digital Strategy', 'strategy', 'Business Strategy', 'Digital transformation']","['Rise of the Digital Age', 'Platforms in the Digital Age', 'Competing in the Digital Age', 'Appropriating in the Digital Age']",['Michael Lenox'],['University of Virginia'],Business,https://www.coursera.org/learn/uva-darden-digital-business-strategy
Build your business brand using Canva,4.2,Beginner level,2 hours,,20 reviews,Find out why it's important to build a brand and learn how you can do it using Canva.Create your logo and learn how to reach the right audience.,"['Social Media Marketing', 'Social Media', 'Canva', 'Social Media Platforms', 'Graphic Design']",['Learn step-by-step'],['Monica I. Heredia Rodriguez'],['Coursera Project Network'],Business,https://www.coursera.org/projects/build-your-business-brand-using-canva
Entrepreneurship Strategy: From Ideation to Exit,4.8,Beginner level,Approx. 18 hours to complete,Flexible schedule,880 reviews,,[],"['Knowing who you are', 'Securing the first key steps of your entrepreneurial project', 'Igniting your project ', 'The path to maturity ']",['Ambroise Huret'],['HEC Paris'],Business,https://www.coursera.org/learn/entrepreneurship-strategy
International B2B (Business to Business) Marketing,4.6,,9 hours (approximately),Flexible schedule,543 reviews,,"['Business Marketing', 'Marketing', 'Marketing Strategy']","['What is B2B Marketing?', 'B2B Marketing Mix', 'B2B Cross Country and Cross Industry Growth']",['Dae Ryun Chang'],['Yonsei University'],Business,https://www.coursera.org/learn/b2b-marketing
Social Impact Strategy: Tools for Entrepreneurs and Innovators,4.8,Beginner level,Approx. 7 hours to complete,Flexible schedule,"1,278 reviews",,"['Market Analysis', 'Business Model', 'Business Modeling', 'Social Entrepreneurship']","['Introduction', 'Define and Design', 'Pilot and Scale', 'Sector Selection and Business Models']",['Peter  Frumkin'],['University of Pennsylvania'],Business,https://www.coursera.org/learn/social-impact
New Models of Business in Society,4.7,,5 hours (approximately),Flexible schedule,"3,969 reviews","New models of how to run an effective business that makes the world a better placeCorporate responsibility, philanthropy, and building sustainable valueCreating value for stakeholders through conscious capitalism and stakeholder theoryHow to develop a business idea that makes money and makes the world a better place","['Environmental Economics', 'Business Model', 'Stakeholder Theory', 'Management', 'Entrepreneurship']","['Business in Society: The Problem', 'Corporate Philanthropy and Corporate Social Responsibility', 'Creating Value for Stakeholders', 'Becoming a Stakeholder Entrepreneur']",['R. Edward Freeman  '],['University of Virginia'],Business,https://www.coursera.org/learn/uva-darden-business-society
Intuit Academy Bookkeeping Professional Certificate,4.6,Beginner level,2 months at 10 hours a week,Flexible schedule,"4,985 reviews",Build a foundation of basic bookkeeping concepts and accounting measurement.Learn how to work through the various phases of the accounting cycle to produce key financial statements.Practice interpreting and analyzing financial statements to make key business decisions.,"['Double-Entry Bookkeeping System', 'Bookkeeping', 'Bank Reconciliations', 'Accounting Concepts and Measurement']","['Bookkeeping Basics', 'Assets in Accounting', 'Liabilities and Equity in Accounting', 'Financial Statement Analysis']",['Intuit Academy Team'],['Intuit'],Business,https://www.coursera.org/professional-certificates/intuit-bookkeeping
Improve Business Performance with Google Forms,4.7,Intermediate level,"1 week of study, 2 hours",,547 reviews,"Create a Google Form, as well as add and edit questions in the survey.Send your form to recipients, and temporarily pause or stop collecting responses when the need arises.Analyze responses in Google Forms.","['Graphs', 'Google Forms', 'Survey', 'Customer Satisfaction', 'Analyze']",['Learn step-by-step'],['Melissa Al-Shaer'],['Coursera Project Network'],Business,https://www.coursera.org/projects/improve-business-performance-with-google-forms
"Innovation Through Design: Think, Make, Break, Repeat",4.8,Beginner level,Approx. 15 hours to complete,Flexible schedule,"1,863 reviews",,[],"['Introducing design', 'Design thinking', 'Design making', 'Design breaking', 'Repeating design']","['Martin Tomitsch', 'Cara Wrigley']",['The University of Sydney'],Business,https://www.coursera.org/learn/innovation-through-design
Strategic Business Analytics Specialization,4.4,Advanced level,1 months at 10 hours a week,Flexible schedule,752 reviews,,"['Marketing Performance Measurement And Management', 'R Programming', 'Marketing Analytics', 'Presentation']","['Foundations of strategic business analytics', 'Foundations of marketing analytics', 'Case studies in business analytics with ACCENTURE', 'Capstone:  Create Value from Open Data']","['Nicolas Glady ', 'Arnaud De Bruyn']",['ESSEC Business School'],Business,https://www.coursera.org/specializations/strategic-analytics
Value Chain Management Specialization,4.7,Intermediate level,3 months at 10 hours a week,Flexible schedule,"2,719 reviews",,"['Lean Manufacturing', 'Program Management', 'Six Sigma', 'Process Control', 'Accounting', 'Cost', 'Investment', 'Analysis Of Variance (ANOVA)', 'Process Analytics', 'Supply Chain', 'Inventory', 'Operations Strategy', 'Market Analysis', 'Marketing', 'Marketing Strategy', 'Marketing Mix', 'Marketing Plan', 'Marketing Management', 'Writing', 'Management Accounting', 'Cost Accounting', 'Activity Based Costing']","['Managerial Accounting: Cost Behaviors, Systems, and Analysis', 'Managerial Accounting: Tools for Facilitating and Guiding Business Decisions', 'Operations Management: Organization and Analysis', 'Operations Management: Quality and Supply Chain', 'Developing a Winning Marketing Strategy', 'Developing a Marketing Mix for Growth']","['Gopesh Anand', 'Ujjal Kumar Mukherjee', 'Gary Hecht, Ph.D.', 'Joe A. Bradley', 'Hayden Noel']",['University of Illinois at Urbana-Champaign'],Business,https://www.coursera.org/specializations/value-chain-management
Business Operations Support in Google Sheets,4.7,Intermediate level,"1 week of study, 2 hours",,190 reviews,Create a form within Google SheetsWrite formulas to track organizational requirementsSummarize the data in order to make day-to-day organizational decisions,"['Data Analysis', 'Business Operations', 'Google Sheets']",['Learn step-by-step'],['Melissa Al-Shaer'],['Coursera Project Network'],Business,https://www.coursera.org/projects/business-operations-support-in-google-sheets
Digital Business Specialization,4.5,Beginner level,1 months at 10 hours a week,Flexible schedule,46 reviews,You will learn concepts and mechanisms impacting the digital economy and society at large. You will develop analytical and business skills.,"['understand the contexts and ecosystems of digital business', 'choose a KPI', 'apply the principles of growth hacking', 'analyze a digital business process', 'define and formulate a strategic shift']","['Digital Business - Understand the digital world', 'Digital business - Act on the digital world', 'Digital business - Grow on digital world', 'Digital Business - Capstone project']","['Laurent Gille', 'Thomas Houy', 'Valérie Fernandez']","['Institut Mines-Télécom', 'École Polytechnique']",Business,https://www.coursera.org/specializations/digital-business
Certified Business Analysis Professional™ (CBAP®) Specialization,5.0,Intermediate level,4 months at 10 hours a week,Flexible schedule,12 reviews,"Overview and examples of all 50 business analysis techniques from the BABOK® GuideGain a deep understanding of all the knowledge areas, perspectives, and techniques from the BABOK GuideCase studies of examples and practical applications of selected techniques to be prepared to answer exam questionsGain 35 IIBA development units for certification or re-certification purposes","['Requirements Management', 'Soft Skills Development', 'Stakeholder Engagement', 'Business Analysis Planning', 'Solution Evaluation']","['Business Analysis: Key Definitions & Strategy Analysis', 'Advanced Business Analysis: Elicitation & Analysis', 'Advanced Requirements Management & Solution Evaluation', 'Business Analysis Mastery: Planning, Skills, and Perspective']",['Igor Arkhipov'],['Starweaver'],Business,https://www.coursera.org/specializations/certified-business-analysis-professional-cbap
Business Intelligence (BI) Essentials,,Beginner level,14 hours (approximately),Flexible schedule,,"Explain the concept of business intelligence (BI), the key components and challenges involved, and the career options in this field.Describe data analytics and its significance in BI, recognizing its role in extracting insights from data.Evaluate different business intelligence tools and technologies used to analyze the business context and requirements of a BI project.Develop actionable insights using appropriate tools and techniques for data gathering, wrangling, analyzing, mining, visualizing, and reporting.","['Data Wrangling', 'Data Analysis', 'Data Warehousing', 'Data Visualization', 'Data Mining']","['Introduction to Business Intelligence (BI)', 'The Data Ecosystem', 'BI Analytics Landscape', 'Gathering and Wrangling Data', 'Mining and Visualizing Data and Communicating Results ', 'Applying BI Techniques and Final Project ']",['Rav Ahuja'],['IBM'],Business,https://www.coursera.org/learn/business-intelligence-essentials
Business Strategy: Business Model Canvas Analysis with Miro,4.5,Intermediate level,2.5 hours,,113 reviews,Create a Business Model Canvas by utilising the Miro platformDefine and apply refinement to the Business Model Canvas in a hands-on scenarioExamine the opportunities and next strategic steps for the project,"['Strategic Analysis', 'Service Innovation', 'Product Development', 'Business Strategy', 'Entrepreneurship']",['Learn step-by-step'],['Jasper Albert'],['Coursera Project Network'],Business,https://www.coursera.org/projects/canvas-analysis-miro
Create a Business proposal with Visme for businesses,,Beginner level,2 hours,,,You will have all the basic skills to create a Business proposal using VismeYou will be able to design a professional Business proposal in which you describe your company and your offer in detail,"['Business Plan', 'Business Writing', 'Business Strategy', 'Entrepreneurship', 'visme']",['Learn step-by-step'],['Sara Nefzaoui'],['Coursera Project Network'],Business,https://www.coursera.org/projects/create-a-business-proposal-with-visme-for-businesses
 Build a social media presence for your business using Canva,4.7,Beginner level,2 hours,,20 reviews,Learn how to built your social media presence for your small businessEstablish your audience and learn how you can reach them,"['Social Media Marketing', 'Social Media', 'Canva', 'Social Media Platforms', 'Graphic Design']",['Learn step-by-step'],['Monica I. Heredia Rodriguez'],['Coursera Project Network'],Business,https://www.coursera.org/projects/build-a-social-media-presence-for-your-business-using-canva
The Science of Success: What Researchers Know that You Should Know,4.8,Beginner level,Approx. 11 hours to complete,Flexible schedule,"2,705 reviews","Understand how to get better results at work and school.Achieve personal career success.Practice enjoying a meaningful, happy, and healthy life.","['Personal Branding', 'Planning', 'Social Capital', 'Self-Motivation']","['Introduction to the Science of Success: What Researchers Know that You Should Know', 'The Power of Beliefs ', 'The Power of Expertise ', 'The Power of Self-Motivation ', 'The Power of Relationships ', 'The Power of a Plan: Creating Your Action Plan', 'Your Personalized Action Plan']",['Paula Caproni'],['University of Michigan'],Business,https://www.coursera.org/learn/success
HRCI Human Resource Associate Professional Certificate,4.8,Beginner level,5 months at 6 hours a week,Flexible schedule,518 reviews,Explain the requirements and techniques to recruit and retain talent for an organizationUnderstand how performance management and feedback impact employee relations in an organizationEvaluate the various benefits of total remuneration and technology for an organization,"['Employee Relations', 'Training development', 'Performance Management', 'Recruitment', 'Compliance strategy']","['Talent Acquisition', 'Learning and Development', 'Compensation and Benefits', 'Employee Relations', 'Compliance and Risk Management']","['Rhea Bautista', 'Rachel Landers', 'Brad Boyson', 'Michelle Alvarado']",['HRCI'],Business,https://www.coursera.org/professional-certificates/hrci-human-resource-associate
Microsoft 365 Fundamentals Specialization,4.7,Beginner level,2 months at 10 hours a week,Flexible schedule,"2,122 reviews",You will learn how to work more collaboratively and more effectively using a suite of productivity-enhancing applications.,"['Create and edit a workbook with multiple sheets', 'Create and manage presentations', 'Describe the apps and services available in a Microsoft 365 subscription', 'Represent data visually', 'Create and maintain professional looking documents']","['Work Smarter with Microsoft Word', 'Work Smarter with Microsoft Excel', 'Work Smarter with Microsoft PowerPoint']",[' Microsoft'],['Microsoft'],Business,https://www.coursera.org/specializations/microsoft-365-fundamentals
New Product Development For Small Businesses and Start-Ups,4.5,Beginner level,,,146 reviews,"You will learn about the process of developing a new product.You will learn about idea generation & the evaluation processes in product development by using an idea generation model and online resources.You will use methods to evaluate your product concept through market segmentation, growth potential, and the competition to your product.  ","['Product Concept', 'Google Sheets', 'Product Development']",['Learn step-by-step'],['Ashraf Badr'],['Coursera Project Network'],Business,https://www.coursera.org/projects/new-product-dev-smes
Doing Business in China Specialization,4.8,Beginner level,1 months at 10 hours a week,Flexible schedule,338 reviews,,['Investor'],"['Selling to Chinese Consumers', 'China Strategy', 'Entrepreneurship', 'Doing Business in China Capstone']","['Prof. Xufei Ma', 'Prof. Dominic Chan', 'Prof. Letty Kwan', 'Dr. Frank Ng']",['The Chinese University of Hong Kong'],Business,https://www.coursera.org/specializations/doing-business-in-china
Global Procurement and Sourcing Specialization,4.7,Beginner level,1 months at 10 hours a week,Flexible schedule,"1,548 reviews",Why Procurement is important to the firm and it works within the firmHow to select and evaluate suppliersLearn how to analyze supply marketsIimprove your negotiation skills and thereby improve your outcomes,"['Negotiation', 'Contracts']","['Procurement & Sourcing Introduction', 'Procurement Basics', 'Strategic Sourcing', 'Supplier Management', 'Supply Market Analysis', 'Procurement Negotiation', 'Strategic Procurement and Sourcing Conclusions']",['Don Klock '],['Rutgers the State University of New Jersey'],Business,https://www.coursera.org/specializations/procurement-sourcing
Introduction to Finance and Accounting Specialization,4.4,Beginner level,1 months at 10 hours a week,Flexible schedule,"2,016 reviews","Discounting and compounding arbitrary cash flow streams in order to value different claims and make better financial decisions.Difference between NPV and Internal Rate of Return (IRR)Classification of cash flows into operating, investing, and financing activitiesHow companies account for investments in debt and equity securities","['Financial Accounting', 'Accounting', 'Decision-Making', 'Corporate Finance', 'Financial Statement']","['Fundamentals of Finance', 'Introduction to Corporate Finance', 'Introduction to Financial Accounting', 'More Introduction to Financial Accounting']","['Brian J Bushee', 'Jessica Wachter', 'Michael R Roberts']",['University of Pennsylvania'],Business,https://www.coursera.org/specializations/finance-accounting
Doing Business in Europe,4.4,Beginner level,Approx. 5 hours to complete,Flexible schedule,122 reviews,,"['Strategic Management', 'Negotiation', 'Business Strategy', 'Market (Economics)']","['Introduction', 'Unit 1: Approaching the European market(s)', 'Unit 2: Innovating in Europe', 'Unit 3: Investing in Europe', 'Unit 4: Building the value chain', 'Unit 5: Integrating the diversity']","['Prof. Dr. Florence Pinot de Villechenon', 'Prof. Dr. Béatrice Collin']",['ESCP Business School'],Business,https://www.coursera.org/learn/doing-business-in-europe
High-Impact Business Writing,4.5,Beginner level,6 hours (approximately),Flexible schedule,"3,711 reviews","Write effective presentations, emails, writing for visual communicationEdit and proofread business documentsCreate business reports and press releasesSpot, correct and avoid the most common writing pitfalls","['Email Writing', 'Proofreading', 'Communication', 'Business Writing', 'Writing']","['Business Writing, Channels and Message Formats ', 'Spelling, Grammar, Sentence and Paragraphs', 'Strategies and Techniques for Common Message Types ', 'Writing Reports, Virtual Communications, and Finalizing Your Work']","['Sue Robins, M.S. Ed.']","['University of California, Irvine']",Business,https://www.coursera.org/learn/business-writing
Foundations of Strategy,4.8,Beginner level,Approx. 9 hours to complete,Flexible schedule,77 reviews,,"['Strategic Thinking', 'strategy', 'Business Process', 'Strategic Planning', 'Business Strategy']","['Strategy and Value Creation', 'Competitive Advantage – The External Perspective ', 'Competitive Advantage - The Internal Perspective', 'Competitive Advantage – The Holistic View ']",['Carl Kock'],['IE Business School'],Business,https://www.coursera.org/learn/foundations-of-strategy-ie-business-school
Foundations of Digital Marketing and E-commerce,4.8,Beginner level,25 hours (approximately),Flexible schedule,"17,077 reviews",Define the fields of digital marketing and e-commerceDescribe the job responsibilities of an entry-level digital marketer and e-commerce specialistExplain the concept of a marketing funnelUnderstand the elements and goals of a digital marketing and e-commerce strategy,"['E-Commerce', 'Customer loyalty', 'Customer Outreach', 'Marketing', 'Marketing Analytics']","['Introduction to foundations of digital marketing and e-commerce', 'The customer journey and the marketing funnel', 'Digital marketing and e-commerce strategy', 'Measure performance success']",['Google Career Certificates'],['Google'],Business,https://www.coursera.org/learn/foundations-of-digital-marketing-and-e-commerce
mercadeo digital Specialization,4.6,Beginner level,4 months at 10 hours a week,Flexible schedule,"16,795 reviews",,"['Brand Communication', 'Social Media', 'Content Marketing', 'Digital Marketing', 'search marketing', 'Mobile Marketing', 'Integrated Marketing Communications', 'Marketing Channel', 'Data Collection', 'Data Analysis', 'Analytics', 'Data Visualization', 'Marketing', 'Marketing Mix', 'Product Strategies', 'Pricing Strategies', 'Marketing Plan', 'Marketing Performance Measurement And Management', 'Search Advertising', 'Marketing Analytics', 'Marketing Performance']","['The Digital Marketing Revolution', 'Marketing in a Digital World', 'Digital Marketing Analytics in Theory', 'Digital Marketing Analytics in Practice', 'Digital Media and Marketing Principles', 'Digital Media and Marketing Strategies', 'Digital Marketing Capstone']","['Vishal Sachdev', 'Kevin Hartman', 'Mike Yao', 'Aric Rindfleisch']",['University of Illinois at Urbana-Champaign'],Business,https://www.coursera.org/specializations/digital-marketing
Create a Project Management Tracker using Microsoft Excel,4.6,Beginner level,2 hours,,552 reviews,Create a new workbook in Microsoft Excel and share the document with others.Design and organize the project management tracker using formatting tools in Microsoft Excel.Add content to the project tracking spreadsheet with dropdown lists and conditional formatting.,"['Project Management', 'Spreadsheet', 'Project Planning']",['Learn step-by-step'],['Paula Del Rey'],['Coursera Project Network'],Business,https://www.coursera.org/projects/create-project-management-tracker-microsoft-excel
SAP Technology Consultant  Professional Certificate,4.7,Beginner level,7 months at 3 hours a week,Flexible schedule,480 reviews,"Learn key consulting skills most requested by SAP partners worldwide. Understand the global SAP business solutions, products and ecosystem. Gain skills across the whole lifecycle of an SAP implementation and enhance your CV/Resume with practical examples.  Explore planning and project management methodologies such as Waterfall, Agile, DevOps, and Cloud.  ","['Solution design and implementation', 'Understanding the SAP world and solutions', 'Business and process analysis', 'Client engagement and communication', 'How to launch and develop your SAP career']","['SAP Professional Fundamentals', 'Understanding the Enterprise Systems Environment', 'SAP Customer Engagement and Discovery', 'Designing an SAP Solution', 'Implementing an SAP Solution', 'SAP Technology Consultant Hands-on Project', 'Becoming an SAP Professional']","['Martin Gollogly', 'Dr Omar Sharaf', 'Leslie Reynolds', 'Miguel Alcobia']",['SAP'],Business,https://www.coursera.org/professional-certificates/sap-technology-consultant
"Organizational Leadership in Diversity, Equity & Inclusion Specialization",4.8,Intermediate level,1 months at 6 hours a week,Flexible schedule,196 reviews,,"['DEI Strategy', 'Leadership And Management', 'DEI Program Assessment', 'Workplace Inclusion', 'DEI Strategic Planning']","['Defining Diversity, Equity and Inclusion in Organizations', 'Key Concepts in Organizational DE&I', 'Best Practices in Planning DE&I Interventions', 'Assessing Cultural Climate']","['Richard Anthony Baker, J.D., M.P.A, Ph.D.']",['Rice University'],Business,https://www.coursera.org/specializations/organizational-leadership-in-diversity-equity-and-inclusion
Sports Marketing,4.7,Intermediate level,Approx. 13 hours to complete,Flexible schedule,"1,177 reviews",,[],"['What is sports marketing?', 'Sports Marketing: differences and similarities with other marketing', 'Value: Sponsorship, Partnerships & Dynamic ticket pricing ', 'Sports communication: press releases, media relations, public relations', 'Sports communication: social media, crisis communication, celebrity handling', 'Fandom and loyalty']",['Candy Lee'],['Northwestern University'],Business,https://www.coursera.org/learn/sports-marketing
Building Your Freelancing Career Specialization,4.9,Beginner level,1 months at 10 hours a week,Flexible schedule,55 reviews,"How to increase your success in a new business venture through overcoming your fears of failure, avoiding perfectionism, and staying motivatedHow to find and win clients by standing out in a sea of competitorsHow to package, price and pitch your services or products with confidenceHow to manage your business operations through both lean and plentiful times","['Personal Branding', 'Marketing', 'Entrepreneurship', 'Strategy and Operations', 'Leadership And Management']","['Plan a Successful Freelancing Business ', 'Making Money as a Freelancer', 'Launching Your Freelancing Business', 'Protect and Grow Your Freelancing Business ', 'Building Your Freelancing Career Capstone']",['Tatiana Mulry'],['California Institute of the Arts'],Business,https://www.coursera.org/specializations/freelancing
Create a business mind map with Coggle,4.7,Beginner level,2 hours,,26 reviews,"Create a business plan with product and services market fit, company structure and executive overviewCreate a mind map with branches and keywords, signifiers and information hierarchyComment, share and manage revision history","['Business Planning', 'Mind Map', 'Coggle']",['Learn step-by-step'],['Angelo Paolillo'],['Coursera Project Network'],Business,https://www.coursera.org/projects/create-a-business-mind-map-with-coggle
Data Analysis and Presentation Skills: the PwC Approach Specialization,4.7,Beginner level,2 months at 10 hours a week,Flexible schedule,"9,826 reviews",,"['Data Analysis', 'Microsoft Excel', 'Data Visualization', 'Presentation']","['Data-driven Decision Making', 'Problem Solving with Excel ', 'Data Visualization with Advanced Excel', 'Effective Business Presentations with Powerpoint', 'Data Analysis and Presentation Skills: the PwC Approach Final Project']",['Alex Mannella'],['PwC'],Business,https://www.coursera.org/specializations/pwc-analytics
Transforming the Fashion Business Specialization,4.7,Intermediate level,1 months at 10 hours a week,Flexible schedule,390 reviews,"How to develop a fashion business model that incorporates sustainability, experiential methods, collaborations, and serves underrepresented groups.","['Sustainability', 'Holistic Product Lifecyle', 'Fashion Design', 'Retail Management', 'Fashion Systems']","['Fashion Systems', 'Fashion Design', 'Fashion Retail Transformation']",['Keanan Duffty'],"['Parsons School of Design, The New School']",Business,https://www.coursera.org/specializations/transforming-fashion-business
Branding: The Creative Journey Specialization,4.6,Beginner level,1 months at 10 hours a week,Flexible schedule,995 reviews,Create a value proposition for a brand: How it can be positioned and mapped.Learn how to produce meaningful and engaging content.Develop a complete creative pitch.Examine Branding activities through the lens of Customer Experience.,"['Communication', 'Creativity', 'Journalism', 'CX', 'Branding']","['Brand Identity and Strategy', ' Storytelling in Branding and Content Marketing ', 'From Brand to Image: Creating High Impact Campaigns That Tell Brand Stories', 'Branding and Customer Experience']","['Michael Thompson', 'MARÍA EIZAGUIRRE DIÉGUEZ', 'Pedro Cifuentes Huertas', 'Brian Hallett']",['IE Business School'],Business,https://www.coursera.org/specializations/branding-the-creative-journey
Protecting Business Innovation Specialization,4.7,Beginner level,1 months at 10 hours a week,Flexible schedule,71 reviews,,"['Business Copyright Law', 'Business Patent Law', 'Intellectual Property Rights', 'Innovation', 'Business Strategy']","['Protecting Business Innovations via Trademark', 'Protecting Business Innovations via Strategy', 'Protecting Business Innovations via Patent', 'Protecting Business Innovations via Copyright']",[' Theodore Henry King CLARK'],['The Hong Kong University of Science and Technology'],Business,https://www.coursera.org/specializations/protecting-business-innovation
Business Model Innovation,4.8,,Approx. 14 hours to complete,Flexible schedule,544 reviews,"Define what a business model is and why it enables you to approach innovation and strategy from a completely different angleUnderstand the 3 components of the business model and how they are linked Stimulate your creativity by capitalizing on the 14 directions toolboxAnalyze existing business models, create new ones or adapt existing ones using the Odyssey 3.14 approach","['Strategic Management', 'Business Model', 'Business Modeling', 'Business Strategy']","['MODULE 1: INTRODUCTION TO BUSINESS MODEL INNOVATION', 'MODULE 2: THE 3 COMPONENTS OF A BUSINESS MODEL', ' MODULE 3: 7 DIRECTIONS FOR THE VALUE PROPOSITION ', 'MODULE 4: 7 DIRECTIONS FOR THE VALUE ARCHITECTURE', ""MODULE 5: IT'S YOUR TURN TO APPLY THE ODYSSEY 3.14 APPROACH!""]","['Hélène Musikas', 'Laurence Lehmann-Ortega']",['HEC Paris'],Business,https://www.coursera.org/learn/business-model
"Fundamentals of Business Finance, with Goldman Sachs 10,000 Women",4.7,,Approx. 4 hours to complete,Flexible schedule,912 reviews,"Define and discuss the basic building blocks of financial statements: assets, liabilities, equity, revenue and expenses.  Interpret two key financial statements (Income Statement and Balance Sheet) to drive business decisions.  Identify the key business ratios that can be calculated using your Income Statement and Balance Sheet.  ","['Financial Statement Use and Analysis', 'Financial Terminology', 'Balance Sheet', 'Income Statement Analysis', 'Financial Ratio Analysis']","['Fundamentals of Business Finance, with Goldman Sachs 10,000 Women']","['Mori Taheripour', 'Sarah Underwood', 'Geetha Krishnan', 'Michael Fetters', 'Edward David', 'Goldman Sachs 10,000 Women', 'Anne Donnellon']",['Goldman Sachs'],Business,https://www.coursera.org/learn/10k-women-2
IBM AI Foundations for Business Specialization,4.7,Beginner level,1 months at 10 hours a week,Flexible schedule,"1,244 reviews",,"['Artificial Intelligence (AI)', 'Data Science', 'Leadership', 'Information Technology (IT) Architecture', 'Data Architecture']","['Introduction to Artificial Intelligence (AI)', 'What is Data Science? ', 'The AI Ladder: A Framework for Deploying AI in your Enterprise']","['Alex Aklson', 'Ray Lopez, Ph.D.', 'Mark J Grover', 'Rav Ahuja']","['IBM ', 'IBM']",Business,https://www.coursera.org/specializations/ibm-ai-foundations-for-business
Fundamentals of International Business,4.4,Beginner level,19 hours (approximately),Flexible schedule,35 reviews,,[],"['Globalisation', 'Internationalisation process', 'Institutions', 'Multinational enterprises']",['Mariya Eranova'],['University of London'],Business,https://www.coursera.org/learn/fundamentals-of-international-business
Competitive Strategy,4.8,Intermediate level,Approx. 32 hours to complete,Flexible schedule,20 reviews,"Analysis of a company's opportunities, threats, strengths and weaknesses.Different types of competitive strategies and how to choose them.How do today's companies achieve long term success and profitability.","['Strategic Management', 'Market Analysis', 'Strategic Thinking', 'Business Analysis', 'strategy']","['Module 1: What is Competitive Strategy?', 'Module 2: Competitive Advantage', 'Module 3: Choosing a Competitive Strategy', 'Summative Course Assessment ']",['M. Krishna Erramilli'],['Illinois Tech'],Business,https://www.coursera.org/learn/illinois-tech-competitive-strategy
Private Equity and Venture Capital,4.8,,Approx. 8 hours to complete,Flexible schedule,"7,889 reviews",,"['Valuation (Finance)', 'Venture Capital', 'Venture Capital Financing', 'Private Equity']","['An Introduction to Private Equity and Venture Capital', 'Discovering Private Equity Investors: Legal Issues and Taxation', 'The Management Of Private Equity And Venture Capital Funds', 'Company Valuation And Deal Making In Private Equity Settings', 'FINAL TEST']",['Stefano Caselli'],['Università Bocconi'],Business,https://www.coursera.org/learn/private-equity
Excel Skills for Business Forecasting Specialization,4.8,Intermediate level,1 months at 10 hours a week,Flexible schedule,201 reviews,,"['Financial Data Analysis', 'Forecasting', 'Microsoft Excel', 'Business Analytics']","['Excel Time Series Models for Business Forecasting', 'Excel Regression Models for Business Forecasting', 'Judgmental Business Forecasting in Excel']",['Dr Prashan S. M. Karunaratne'],['Macquarie University'],Business,https://www.coursera.org/specializations/excel-skills-for-business-forecasting
Trading Basics,4.0,Beginner level,8 hours (approximately),Flexible schedule,"1,743 reviews",,"['Financial Ratio', 'Cost', 'Financial Statement', 'Trading']","['Basics of Financial Statements', 'Financial Statement Analysis', 'Asset pricing theories', 'Basics of Market Microstructure']",['Ramabhadran Thirumalai'],['Indian School of Business'],Business,https://www.coursera.org/learn/trading-basics
