Course Title,Rating,Level,Duration,Schedule,Review,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url
Calculus through Data & Modeling: Limits & Derivatives,4.8,Beginner level,9 hours (approximately),Flexible schedule,177 reviews,,[],"['The Limit of a Function', 'The Limit Laws', 'Continuity', 'Limits at Infinity', 'Derivatives', 'Final Project']","['Joseph W. Cutrone, PhD']",['Johns Hopkins University'],Math and Logic,https://www.coursera.org/learn/calculus-through-data-and-modelling-imits-derivatives
Precalculus: Mathematical Modeling,4.7,Beginner level,9 hours (approximately),Flexible schedule,70 reviews,"Model data with both single and multivariable functionsVisualize and analyze data using different technologies.Understand properties of different types of functions to apply them accordingly to model different situations. Perform vector operations, such as addition, scalar multiplication, dot product, and cross product, to analyze geometry in space. ",[],"['Module 1: Linear Modeling', 'Module 2: Exponential Modeling', 'Modeling with Other Functions', 'Module 4: Dimensional Analysis']","['Joseph W. Cutrone, PhD']",['Johns Hopkins University'],Math and Logic,https://www.coursera.org/learn/precalculus-mathematical-modelling
Analyse numérique pour ingénieurs,4.5,Intermediate level,Approx. 36 hours to complete,Flexible schedule,106 reviews,,[],"['Interpolation', 'Dérivation numérique', 'Intégration numérique', 'Résolution de systèmes linéaires', ""Equations et systèmes d'équations non linéaires"", ""Equations et systèmes d'équations différentielles"", 'Problèmes aux limites unidimensionnels.', 'Examen final']",['Marco Picasso'],['École Polytechnique Fédérale de Lausanne'],Math and Logic,https://www.coursera.org/learn/analyse-numerique
Educación Matemática para profesores de infantil. Curso 1,,Beginner level,Approx. 33 hours to complete,Flexible schedule,,Conocer los distintos significados de los temas de las matemáticas que se pueden trabajar en infantil,"['Conocer temas de las matemáticas escolares', 'Reconocer cómo se hacen presentes las matemáticas en lo cotidiano', 'Identificar temas para la planificación de clases', 'Identificar ejemplos del uso de las matemáticas', 'Usar algunos materiales y recursos']","['Bienvenida', 'Introducción a la lógica elemental', 'Pensamiento lógico matemático', 'Geometría elemental', 'Pensamiento espacial']",['María C. Cañadas'],['Universidad de los Andes'],Math and Logic,https://www.coursera.org/learn/educacion-matematica-para-profesores-de-infantil-curso-1
Introduction à la théorie de Galois,4.8,,Approx. 12 hours to complete,Flexible schedule,66 reviews,,[],"['Introduction', 'Extensions de corps', 'Polynôme minimal', 'Corps fini', 'Théorie des groupes I', 'Correspondance de Galois', 'Théorie des groupes II', 'Cyclotomie I', 'Théorèmes de résolubilité de Galois', 'Réduction mod p', 'Compléments']","['Yves Laszlo', 'Olivier Debarre']",['École normale supérieure'],Math and Logic,https://www.coursera.org/learn/theorie-de-galois
Calculus through Data & Modelling: Vector Calculus,4.8,Intermediate level,4 hours (approximately),Flexible schedule,32 reviews,,[],"['Module 1: Vector Fields and Line Integrals', 'Module 2: The Fundamental Theorem for Line Integrals', ""Module 3: Green's Theorem""]","['Joseph W. Cutrone, PhD']",['Johns Hopkins University'],Math and Logic,https://www.coursera.org/learn/calculus-through-data-and-modelling-vector-calculus
Traitement d'images : introduction au filtrage,,Intermediate level,Approx. 17 hours to complete,Flexible schedule,,"Employer le vocabulaire de base du domaine du traitement des images.Distinguer les notions de bases (pixels, couleurs, résolution, définition, quantification) et manipuler les histogrammes et intensités.Utiliser un langage informatique pour faire des traitement d'images simples.Catégoriser et analyser les différents types d'images et les formats de fichier.","['Image Processing', 'Algorithms', 'Python Programming', 'Digital Image Processing', 'Image Analysis']","['Présentation et objectifs du MOOC', 'Contexte et champs d’application, historique et bases mathématiques', 'Filtrage par convolution, détecteurs de contours', 'Rehaussement, manipulation d’histogramme', 'Traitement du bruit']","['Yann Gavet', 'Vincent Mazet']",['Institut Mines-Télécom'],Math and Logic,https://www.coursera.org/learn/moocimage-filtrage
4.- El Cálculo - Otros Modelos,4.7,,Approx. 11 hours to complete,Flexible schedule,199 reviews,,[],"['Reglas de derivación', 'Práctica de derivación y comparamos con tecnología', 'Consejos algebraicos sobre derivadas y gráficas clásicas', 'Optimización']",['Dra. Patricia Salinas Martínez'],['Tecnológico de Monterrey'],Math and Logic,https://www.coursera.org/learn/calculo-4
Aléatoire : une introduction aux probabilités - Partie 2,4.5,,Approx. 17 hours to complete,Flexible schedule,35 reviews,,[],"['VECTEURS ALÉATOIRES (1/2)', 'VECTEURS ALÉATOIRES (2/2)', 'CONVERGENCES ET LOI DES GRANDS NOMBRES (1/2)', 'CONVERGENCES ET LOI DES GRANDS NOMBRES (2/2)', 'FONCTIONS CARACTÉRISTIQUES, CONVERGENCE EN LOI ET THÉORÈME DE LA LIMITE CENTRALE (1/2)', 'FONCTIONS CARACTÉRISTIQUES, CONVERGENCE EN LOI ET THÉORÈME DE LA LIMITE CENTRALE (2/2)']","['Carl Graham', 'Sylvie Méléard', 'Jean-René Chazottes']",['École Polytechnique'],Math and Logic,https://www.coursera.org/learn/probabilites-2
Differential Equations Part II Series Solutions,4.8,Beginner level,Approx. 14 hours to complete,Flexible schedule,10 reviews,,[],"['Euler Equations', 'Power Series', 'Solutions about ordinary points', 'Frobenius Theorem', 'Finding a Second Solution', 'Bessel Functions', 'Legendre Polynomials']",['Kil Hyun Kwon'],['Korea Advanced Institute of Science and Technology(KAIST)'],Math and Logic,https://www.coursera.org/learn/introduction-to-ordinary-differential-equations-part-2
Differential Equations Part III Systems of Equations ,,Intermediate level,Approx. 10 hours to complete,Flexible schedule,,,[],"['Introduction', 'Week 2', 'Week 3', 'Week 4. Stability of Autonomous Systems ', 'Week 5', 'Week 6']",['Kil Hyun Kwon'],['Korea Advanced Institute of Science and Technology(KAIST)'],Math and Logic,https://www.coursera.org/learn/differential-equations-part-iii-systems-of-equations
Initiation à la théorie des distributions,4.8,,Approx. 15 hours to complete,Flexible schedule,23 reviews,,[],"['Cours 1', 'Cours 2', 'Cours 3', 'Cours 4', 'Cours 5', 'Cours 6', 'Cours 7', 'Cours 8', 'Cours 9']","['Prof. Yvan Martel', 'Prof. François  Golse']",['École Polytechnique'],Math and Logic,https://www.coursera.org/learn/theorie-des-distributions
Invitation to Mathematics     הזמנה למתמטיקה,4.4,,Approx. 26 hours to complete,Flexible schedule,70 reviews,,[],"['משפט פיתגורס', 'המשך משפט פיתגורס, פונקציות', 'המשך פונקציות', 'הפונקציות הטריגונומטריות', 'מספרים מרוכבים', 'המשך מספרים מרוכבים', 'חשבון דיפרנציאלי', 'חשבון אינטגרלי', 'אינטגרציה', 'אקספוננטים ולוגריתמים', 'סדרות ואינדוקציה', 'המשך סדרות, מתמטיקה מהחיים']","['Raz Kupferman', 'Itamar  Cwik ', 'Ehud de Shalit']",['Hebrew University of Jerusalem'],Math and Logic,https://www.coursera.org/learn/introduction-to-math
Doğrusal Cebir I: Uzaylar ve İşlemciler / Linear Algebra I: Spaces and Operators,4.1,,Approx. 18 hours to complete,Flexible schedule,41 reviews,,[],"['Doğrusal Cebirin Matematikdeki Yeri ve Kapsamı /  Place and Contents of Linear Algebra', 'Düzlemdeki Vektörlerin Öğrettikleri / Learning From Vectors in the Plane', 'İki Bilinmeyenli Denklemlerin Öğrettikleri / Learning From Equations for Two Unknowns', 'Doğrusal Uzaylar / Linear Spaces', 'Fonksiyon Uzayları ve Fourier Serileri / Function Spaces and Fourier Series', 'Doğrusal İşlemciler ve Dönüşümler / Linear Operators and Transformations', 'Doğrusal İşlemcilerden Matrislere Geçiş / From Linear Operators to Matrices', 'Matris İşlemleri / Matrix Operations']",['Attila Aşkar'],['Koç University'],Math and Logic,https://www.coursera.org/learn/linearalgebra1
Çok değişkenli Fonksiyon I: Kavramlar / Multivariable Calculus I:  Concepts,4.6,,Approx. 20 hours to complete,Flexible schedule,28 reviews,,[],"['Genel Konular ve Düzlemdeki Vektörler', 'Uzayda Vektörler, Doğrular ve Düzlemler; Vektör Fonksiyonları', 'Düzlem Eğrilerinden Hatırlatmalar ve Uzay Eğrileri, İki Değişkenli ve İkinci Derece Fonksiyonlar ve Karşıt Gelen Yüzeyler', 'Özel Yapıdaki İki Değişkenli Olarak Karmaşık Fonksiyonlar, İki Değişkenli Fonksiyonlarda Kısmi Türev ve İki Katlı Entegralin Temel Tanımları; Limit Kavramının Gerekliliği ve Anlatımı', 'Türev Hesaplama Yöntemleri', 'Türev Uygulamaları', 'İki Katlı Entegraller ve Uygulamaları', 'Dönem Sonu Sınavı (Final Exam)']",['Attila Aşkar'],['Koç University'],Math and Logic,https://www.coursera.org/learn/hesap-calculus-dersi
"Doğrusal Cebir II: Kare Matrisler, Hesaplama Yöntemleri ve Uygulamalar / Linear Algebra II: Square Matrices, Calculation Methods and Applications",4.5,,Approx. 14 hours to complete,Flexible schedule,23 reviews,,[],"[""Doğrusal Cebir I'in Özeti / Summary of Linear Algebra I"", 'Kare Matrislerde Determinant / Determinant in Square Matrices', 'Kare Matrislerin Tersi / Inverse of Square Matrices', 'Kare Matrislerde Özdeğer Sorunu / Eigenvalue Problem in Square Matrices', 'Matrislerin Köşegenleştirilmesi / Diagonalization of Matrices', 'Matris Fonksiyonları / Matrix Functions', 'Matrislerle Diferansiyel Denklem Takımları / Matrices and Systems of Differential Equations']",['Attila Aşkar'],['Koç University'],Math and Logic,https://www.coursera.org/learn/linearalgebra2
Explorando os recursos educacionais da Khan Academy,4.8,,Approx. 8 hours to complete,Flexible schedule,96 reviews,,[],"['Aquecimento', 'Conheça a Khan Academy', 'Recursos da Khan Academy para aprender', 'Recursos da Khan Academy para ensinar', 'Comece simples, mas comece', 'Acompanhando o progresso e dinamizando a aprendizagem', 'Quer saber mais?']","['Julciane Rocha', 'Ana Paula Manzalli ']","['Fundação Lemann', 'Instituto Península ', 'Instituto Natura', 'Ismart']",Math and Logic,https://www.coursera.org/learn/khanacademy
Traitement d'images : analyse fréquentielle et multi-échelle,,Intermediate level,Approx. 13 hours to complete,Flexible schedule,,Transformée de Fourier en 2DPrincipes de la déconvolutionCompression JPEGReprésentation multi-échelle,"['Image Processing', 'compression jpeg', 'transformée de Fourier', 'transformée en ondelettes']","['Transformée de Fourier et filtrage séquentielle', 'Déconvolution', 'Transformée en cosinus discrète et compression JPEG', 'Transformée en ondelettes et décomposition multiéchelle']","['Yann Gavet', 'Vincent Mazet']",['Institut Mines-Télécom'],Math and Logic,https://www.coursera.org/learn/moocimage-fourier-ondelettes-multiechelles
Computational Thinking for K-12 Educators Capstone,,Beginner level,11 hours (approximately),Flexible schedule,,,[],"['Capstone: Week 1', 'Capstone: Week 2', 'Capstone: Week 3', 'Capstone: Week 4']",['Beth Simon'],['University of California San Diego'],Math and Logic,https://www.coursera.org/learn/computational-thinking-k12-educators-capstone
Play It Safe: Manage Security Risks,4.8,Beginner level,11 hours (approximately),Flexible schedule,"4,808 reviews","Identify the primary threats, risks, and vulnerabilities to business operationsExamine how organizations use security frameworks and controls to protect business operationsDefine commonly used Security Information and Event Management (SIEM) toolsUse a playbook to respond to threats, risks, and vulnerabilities","['Information Security (INFOSEC)', 'NIST Risk Management Framework (RMF)', 'Security Audits', 'NIST Cybersecurity Framework (CSF)', 'Incident Response Playbooks']","['Security domains', 'Security frameworks and controls', 'Introduction to cybersecurity tools ', 'Use playbooks to respond to incidents']",['Google Career Certificates'],['Google'],Math and Logic,https://www.coursera.org/learn/manage-security-risks
SAP Technology Consultant  Professional Certificate,4.7,Beginner level,7 months at 3 hours a week,Flexible schedule,480 reviews,"Learn key consulting skills most requested by SAP partners worldwide. Understand the global SAP business solutions, products and ecosystem. Gain skills across the whole lifecycle of an SAP implementation and enhance your CV/Resume with practical examples.  Explore planning and project management methodologies such as Waterfall, Agile, DevOps, and Cloud.  ","['Solution design and implementation', 'Understanding the SAP world and solutions', 'Business and process analysis', 'Client engagement and communication', 'How to launch and develop your SAP career']","['SAP Professional Fundamentals', 'Understanding the Enterprise Systems Environment', 'SAP Customer Engagement and Discovery', 'Designing an SAP Solution', 'Implementing an SAP Solution', 'SAP Technology Consultant Hands-on Project', 'Becoming an SAP Professional']","['Leslie Reynolds', 'Dr Omar Sharaf', 'Miguel Alcobia', 'Martin Gollogly']",['SAP'],Math and Logic,https://www.coursera.org/professional-certificates/sap-technology-consultant
Data Science: Foundations using R Specialization,4.6,Beginner level,4 months at 10 hours a week,Flexible schedule,"5,973 reviews","Use R to clean, analyze, and visualize data.Learn how to ask the right questions, obtain data, and perform reproducible research.Use GitHub to manage data science projects.","['Data Science', 'Github', 'Machine Learning', 'R Programming', 'Exploratory Data Analysis']","['The Data Scientist’s Toolbox', 'R Programming', 'Getting and Cleaning Data', 'Exploratory Data Analysis', 'Reproducible Research']","['Roger D. Peng, PhD', 'Jeff Leek, PhD', 'Brian Caffo, PhD']",['Johns Hopkins University'],Math and Logic,https://www.coursera.org/specializations/data-science-foundations-r
Programming with JavaScript,4.7,Beginner level,42 hours (approximately),Flexible schedule,"3,506 reviews",Creating simple JavaScript codes.Creating and manipulating objects and arrays.Writing unit tests using Jest ,"['Test-Driven Development', 'JavaScript', 'Front-End Web Development', 'Object-Oriented Programming (OOP)']","['Introduction to Javascript', 'The Building Blocks of a Program', 'Programming Paradigms', 'Testing', 'End-of-Course Graded Assessment']",['Taught by Meta Staff'],['Meta'],Math and Logic,https://www.coursera.org/learn/programming-with-javascript
Learn to Program: The Fundamentals,4.7,Beginner level,Approx. 25 hours to complete,Flexible schedule,"6,322 reviews",,"['Python Syntax And Semantics', 'Computer Programming', 'Python Programming', 'Idle (Python)']","['Python, Variables, and Functions', 'Strings and Designing Functions', 'Booleans, Import, Namespaces, and if Statements', 'For Loops and Fancy String Manipulation', 'While Loops, Lists, and Mutability', 'For Loops Over Indices, Parallel and Nested Lists and Strings, and Files', 'Tuples and Dictionaries']","['Paul Gries', 'Jennifer Campbell']",['University of Toronto'],Math and Logic,https://www.coursera.org/learn/learn-to-program
Introductory C Programming Specialization,4.6,Beginner level,5 months at 10 hours a week,Flexible schedule,"5,453 reviews",,"['Software Engineering', 'Computer Programming', 'Algorithms', 'Problem Solving', 'C Programming', 'Debugging', 'Software Development Process', 'Software Design']","['Programming Fundamentals', 'Writing, Running, and Fixing Code in C', 'Pointers, Arrays, and Recursion', 'Interacting with the System and Managing Memory']","['Andrew D. Hilton', 'Genevieve M. Lipp', 'Anne Bracy']",['Duke University'],Math and Logic,https://www.coursera.org/specializations/c-programming
Deploying Machine Learning Models in Production,4.5,Advanced level,32 hours (approximately),Flexible schedule,306 reviews,,"['Model Registries', 'TensorFlow Serving', 'Generate Data Protection Regulation (GDPR)', 'Model Monitoring', 'Machine Learning Operations (MLOps)']","['Week 1: Model Serving: Introduction', 'Week 2: Model Serving: Patterns and Infrastructure', 'Week 3: Model Management and Delivery', 'Week 4: Model Monitoring and Logging']","['Laurence Moroney', 'Robert Crowe']",['DeepLearning.AI'],Math and Logic,https://www.coursera.org/learn/deploying-machine-learning-models-in-production
Python Programming Fundamentals,3.4,Beginner level,Approx. 23 hours to complete,Flexible schedule,17 reviews,"Utilize a Logical Seven Step framework to create algorithms and programsCreate useful test cases and efficiently debug Python code.Master Python basics (conditionals, loops, mathematical operators, data types)Develop a Python Program from scratch to solve a given data science problem.","['Computer Programming', 'Algorithms', 'Python Programming', 'Problem Solving', 'Debugging']","['Algorithm Design', 'Translating Ideas into Code', 'Validating Your Code', 'Diving Deeper with Lists']","['Andrew D. Hilton', 'Nick Eubank', 'Kyle Bradbury', 'Genevieve M. Lipp']",['Duke University'],Math and Logic,https://www.coursera.org/learn/python-programming-fundamentals
Advanced Machine Learning and Signal Processing,4.5,Advanced level,33 hours (approximately),Flexible schedule,"1,215 reviews",,[],"['Setting the stage', 'Supervised Machine Learning', 'Unsupervised Machine Learning', 'Digital Signal Processing in Machine Learning']","['Nikolay Manchev', 'Romeo Kienzler']",['IBM'],Math and Logic,https://www.coursera.org/learn/advanced-machine-learning-signal-processing
程序设计与算法 Specialization,4.8,Beginner level,6 months at 10 hours a week,Flexible schedule,"1,337 reviews",,"['Data Structure', 'Algorithms', 'C Programming', 'C++']","['计算导论与C语言基础', 'C程序设计进阶', 'C++程序设计', '算法基础', '数据结构基础', '高级数据结构与算法', '程序开发项目实践']","['Jiaying Liu 刘家瑛, Ph.D.', 'Ge Li  李戈, Ph.D.', '郭 炜', 'Prof. Ming Zhang 张铭']",['Peking University'],Math and Logic,https://www.coursera.org/specializations/biancheng-suanfa
Access Control Concepts,4.9,Beginner level,4 hours (approximately),Flexible schedule,57 reviews,,"['Logical Controls', 'administrative controls', 'Physical Controls']","['Course Introduction', 'Key Concepts', 'Administrative Controls', 'Physical Controls', 'Logical Controls', 'Controls Review']",['(ISC)² Education & Training'],['ISC2'],Math and Logic,https://www.coursera.org/learn/access-control-concepts
Introduction to Supply Chain Finance & Blockchain Technology,4.6,Intermediate level,12 hours (approximately),Flexible schedule,283 reviews,"Recognize the various means to improve the working capital of your company or your corporate client.Recognize the process to implement and manage a Supply Chain Finance program.Identify the main players, competitors, and enablers in global Supply Chain Finance.Recognize the impact of new technologies in Supply Chain Finance and how to apply them.","['Blockchain Technology Implementation', 'Foreign Currency Risk Management', 'Accounts Receivable Management', 'Trade Finance Management', 'Accounts Payable Management']","['Module 01', 'Module 02', 'Module 03', 'Module 04']","['Jack Farmer', 'Oliver Belin']",['New York Institute of Finance'],Math and Logic,https://www.coursera.org/learn/introduction-supply-chain-finance-blockchain-technology
Introduction to Graph Theory,4.5,Beginner level,20 hours (approximately),Flexible schedule,958 reviews,,[],"['What is a Graph?', 'Cycles', 'Graph Classes', 'Graph Parameters', 'Flows and Matchings']",['Alexander S. Kulikov'],['University of California San Diego'],Math and Logic,https://www.coursera.org/learn/graphs
Flight mechanics - The basis,4.7,Beginner level,7 hours (approximately),Flexible schedule,316 reviews,"Use precise and appropriate words to describe an airplane and its motion in the air.Apply Newton's law to compute the evolution of the trajectory of an airplane, based on the aerodynamic forces acting on it.",[],"['Anatomy of the plane', 'Vocabulary and Tools', 'Basis of flight mechanics', 'Graded assessment for the course']",['Eric Poquillon'],['ISAE-SUPAERO'],Math and Logic,https://www.coursera.org/learn/basis-flight-mechanics
 FPGA computing systems: Background knowledge and introductory materials,4.6,Beginner level,Approx. 45 hours to complete,Flexible schedule,231 reviews,How a hardware component can be adapted at runtime to better respond to users/environment needs using FPGAs,[],"[""A Bird's Eye View on Adaptive Computing Systems"", 'An introduction to Reconfigurable Computing', 'Reconfigurable Computing and FPGAs', 'Examples on how to configure an FPGA', 'An Introduction to Reconfigurations', 'Towards Partial Dynamic Reconfiguration and Complex FPGA-based systems', 'Design Flows', 'Closing remarks and future directions']",['Marco Domenico Santambrogio'],['Politecnico di Milano'],Math and Logic,https://www.coursera.org/learn/fpga-intro
Fundamentals of International Business,4.4,Beginner level,19 hours (approximately),Flexible schedule,35 reviews,,[],"['Globalisation', 'Internationalisation process', 'Institutions', 'Multinational enterprises']",['Mariya Eranova'],['University of London'],Math and Logic,https://www.coursera.org/learn/fundamentals-of-international-business
Build a Machine Learning Web App with Streamlit and Python,4.7,Intermediate level,1.5 hours,,379 reviews,"Build interactive web applications with Streamlit and PythonTrain Logistic Regression, Random Forest, and Support Vector Classifiers using scikit-learnPlot evaluation metrics for binary classification algorithms","['Data Science', 'Python Programming', 'Machine Learning', 'Streamlit', 'Scikit-Learn']",['Learn step-by-step'],['Snehan Kekre'],['Coursera Project Network'],Math and Logic,https://www.coursera.org/projects/machine-learning-streamlit-python
Create Your First Multithreaded Application in Java,4.5,Intermediate level,,,101 reviews,Create a banking application that uses conditions and locks to ensure thread safetyPractice designing programs to take advantage of multiple threads without losing data integrityLearn how to apply multithreading to applications you design on your own,"['Thread Safety', 'Concurrent Computing', 'Mathematical Optimization', 'Java Concurrency', 'Java Programming']",['Learn step-by-step'],['Anirudh Balasubramanian'],['Coursera Project Network'],Math and Logic,https://www.coursera.org/projects/create-your-first-multithreaded-application
Regression and Classification,,Intermediate level,34 hours (approximately),Flexible schedule,,"Express why Statistical Learning is important and how it can be used.Identify the strengths, weaknesses and caveats of different models and choose the most appropriate model for a given statistical problem.Determine what type of data and problems require supervised vs. unsupervised techniques.","['Modeling', 'Data Science', 'Machine Learning', 'Statistical Analysis', 'R Programming']","['Statistical Learning Introduction', 'Accuracy', 'Simple Linear Regression', 'Multiple Linear Regression', 'Classification Overview', 'Classification Models']",['James Bird'],['University of Colorado Boulder'],Math and Logic,https://www.coursera.org/learn/regression-and-classification
Network Analysis in Systems Biology,4.5,Intermediate level,30 hours (approximately),Flexible schedule,195 reviews,,[],"['Course Overview and Introductions', 'Topological and Network Evolution Models', 'Types of Biological Networks', 'Data Processing and Identifying Differentially Expressed Genes', 'Gene Set Enrichment and Network Analyses', 'Deep Sequencing Data Processing and Analysis', 'Principal Component Analysis, Self-Organizing Maps, Network-Based Clustering and Hierarchical Clustering', 'Resources for Data Integration', 'Crowdsourcing: Microtasks and Megatasks', 'Final Exam']","['Avi Ma’ayan, PhD']",['Icahn School of Medicine at Mount Sinai'],Math and Logic,https://www.coursera.org/learn/network-biology
Symmetric Cryptography,4.5,Intermediate level,12 hours (approximately),Flexible schedule,248 reviews,,[],"['Classical Cipher: Substitution', 'Classical Cipher: Transposition', 'Block Cipher and DES', '3-DES and AES', 'Block Cipher Operation Modes']",['Sang-Yoon Chang'],['University of Colorado System'],Math and Logic,https://www.coursera.org/learn/symmetric-crypto
Cómo resolver problemas y tomar decisiones con eficacia,4.6,,5 hours (approximately),Flexible schedule,543 reviews,,[],"['Introducción a la resolución de problemas', 'Gráficas y diagramas', 'Métodos para tomar decisiones', 'Ejecución de decisiones']","['Rob Stone, PMP, M.Ed.']","['University of California, Irvine']",Math and Logic,https://www.coursera.org/learn/resolucion-decisiones
"Cloud Computing Applications, Part 2: Big Data and Applications in the Cloud",4.3,,19 hours (approximately),Flexible schedule,325 reviews,,"['Graphs', 'Distributed Computing', 'Big Data', 'Machine Learning']","['Course Orientation', 'Module 1: Spark, Hortonworks, HDFS, CAP', 'Module 2: Large Scale Data Storage', 'Module 3: Streaming Systems', 'Module 4: Graph Processing and Machine Learning']","['Reza Farivar', 'Roy H. Campbell']",['University of Illinois at Urbana-Champaign'],Math and Logic,https://www.coursera.org/learn/cloud-applications-part2
MongoDB Aggregation Framework,4.5,Intermediate level,Approx. 18 hours to complete,Flexible schedule,58 reviews,,[],"['The Fundamentals of MongoDB Aggregation', ""Leveraging MongoDB's Flexible Schema"", 'Machine Learning with MongoDB']","['Nathan Leniz', 'Kirby Kohlmorgen']",['MongoDB Inc.'],Math and Logic,https://www.coursera.org/learn/mongodb-aggregation-framework
Computer Science: Programming with a Purpose,4.7,Beginner level,Approx. 88 hours to complete,Flexible schedule,"1,096 reviews",,"['Programming Principles', 'Computer Science', 'Algorithms', 'Java Programming']","['BASIC PROGRAMMING CONCEPTS', 'CONDITIONALS AND LOOPS', 'ARRAYS', 'INPUT AND OUTPUT', 'FUNCTIONS AND LIBRARIES', 'RECURSION', 'PERFORMANCE', 'ABSTRACT DATA TYPES', 'CREATING DATA TYPES', 'PROGRAMMING LANGUAGES']","['Kevin Wayne', 'Robert Sedgewick']",['Princeton University'],Math and Logic,https://www.coursera.org/learn/cs-programming-java
Practical Predictive Analytics: Models and Methods,4.1,,6 hours (approximately),Flexible schedule,314 reviews,,"['Random Forest', 'Predictive Analytics', 'Machine Learning', 'R Programming']","['Practical Statistical Inference', 'Supervised Learning', 'Optimization', 'Unsupervised Learning']",['Bill Howe'],['University of Washington'],Math and Logic,https://www.coursera.org/learn/predictive-analytics
TypeScript Operators,4.7,Intermediate level,2 hours,,13 reviews,Describe the purpose of different types of TypeScript Operators.Practice TypeScript operators code in TypeScript playground.Understand different types of operators using TypeScript playground.,"['Computer Programming', 'Typescript', 'Opearators']",['Learn step-by-step'],['Chaitra Deshpande'],['Coursera Project Network'],Math and Logic,https://www.coursera.org/projects/typescript-operators
Logistic Regression with Python and Numpy,4.5,Intermediate level,2 hours,,146 reviews,Implement Logistic Regression using Python and Numpy.Apply Logistic Regression to solve binary classification problems.,"['Logistic Regression', 'Python Programming', 'Machine Learning', 'Deep Learning', 'Numpy']",['Learn step-by-step'],['Amit Yadav'],['Coursera Project Network'],Math and Logic,https://www.coursera.org/projects/deep-learning-fundamentals-logistic-regression
Machine Learning with Spark on Google Cloud Dataproc,,Intermediate level,1 hour 30 minutes,,,Prepare the Spark interactive shell on a Google Cloud Dataproc cluster.Develop a logistic regression machine learning model using Spark.Evaluate the predictive behavior of a machine learning model using Spark on Google Cloud Datalab,"['Logistic Regression', 'Google Cloud Platform', 'dataset', 'Apache Spark']",[],['Google Cloud Training'],['Google Cloud'],Math and Logic,https://www.coursera.org/projects/googlecloud-machine-learning-with-spark-on-google-cloud-dataproc-s6nkt
Cambio climático en empresas de agua y saneamiento,,Beginner level,Approx. 15 hours to complete,Flexible schedule,,"Reconocer los desafíos que enfrentan las empresas de agua y saneamiento urbano con relación al cambio climático y la sostenibilidad.Identificar las estrategias para evaluar riesgos climáticos, emisiones de GEI y consumo energético utilizando herramientas como ECAM.Identificar estrategias de disminución de gases de efecto invernadero para pasar a ser empresas de agua y saneamiento con bajas emisiones de carbono.","['bajas emisiones carbono', 'gases efecto invernadero', 'agua y saneamiento', 'cambio climático', 'mitgación']","['Comienza aquí', 'Módulo 1: El cambio climático en el sector urbano del agua', 'Módulo 2: Hoja de ruta hacia una empresa de agua y saneamiento urbano con bajas emisiones de carbono', 'Módulo 3: Cálculo de emisiones de GEI en empresas de agua y saneamiento', 'Módulo 4: Riesgos climáticos en empresas de agua y saneamiento urbano']","['Maria Eugenia de la Pena', 'Martin Kerres', 'Alfred Hans Grunwaldt']",['Banco Interamericano de Desarrollo'],Math and Logic,https://www.coursera.org/learn/cambio-climatico-en-empresas-de-agua-y-saneamiento
Generative AI Teach-Out,,,Approx. 7 hours to complete,Flexible schedule,,,[],['Generative AI Teach-Out'],['Teach-Out Experts'],['University of Michigan'],Math and Logic,https://www.coursera.org/learn/generative-ai-teach-out
The Unix Workbench,4.7,Beginner level,Approx. 19 hours to complete,Flexible schedule,"1,320 reviews",,"['Shell Script', 'Github', 'Bash (Unix Shell)', 'Cloud Computing']","['Unix and Command Line Basics', 'Working with Unix', 'Bash Programming', 'Git and GitHub', 'Nephology']","['Sean Kross', 'Jeff Leek, PhD', 'Roger D. Peng, PhD', 'Brian Caffo, PhD']",['Johns Hopkins University'],Math and Logic,https://www.coursera.org/learn/unix
Machine Learning Specialization,4.9,Beginner level,2 months at 10 hours a week,Flexible schedule,"19,808 reviews","Build ML models with NumPy & scikit-learn, build & train supervised models for prediction & binary classification tasks (linear, logistic regression)Build & train a neural network with TensorFlow to perform multi-class classification, & build & use decision trees & tree ensemble methodsApply best practices for ML development & use unsupervised learning techniques for unsupervised learning including clustering & anomaly detectionBuild recommender systems with a collaborative filtering approach & a content-based deep learning method & build a deep reinforcement learning model","['Logistic Regression', 'Artificial Neural Network', 'Linear Regression', 'Decision Trees', 'Recommender Systems']","['Supervised Machine Learning: Regression and Classification ', 'Advanced Learning Algorithms', 'Unsupervised Learning, Recommenders, Reinforcement Learning']","['Andrew Ng', 'Aarti Bagul', 'Eddy Shyu', 'Geoff Ladwig']","['Stanford University', 'DeepLearning.AI']",Math and Logic,https://www.coursera.org/specializations/machine-learning-introduction
