Course Title,Rating,Level,Duration,Schedule,Review,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url
Leadership and organizational behavior,4.5,Intermediate level,25 hours (approximately),Flexible schedule,78 reviews,Develop a style of leadership that is suited to your strengths and the needs of the situation.Design tasks for yourself and others that are motivating and effective.Communicate your perspective to others in a credible and persuasive way.,[],"['Topic 1. Why do you want to be a leader?', 'Topic 2. What kind of leader do you want to be?', 'Topic 3. How can you persuade and influence people?', 'Topic 4. How can you motivate and inspire people?']",['Elliott Kruse'],['Tecnológico de Monterrey'],Personal Development,https://www.coursera.org/learn/leadership-and-organizational-behavior
Build Your First Android App (Project-Centered Course),4.2,,Approx. 21 hours to complete,Flexible schedule,"2,016 reviews",,[],"['Introduction', 'Create the Storyboard for Your Application', 'Install Tools, Create HelloWorld App', 'Build Your First Interactive Application', 'Toward Your Application, Step-By-Step', 'Transform Your Storyboard Into Actual Application']","['Michel Ianotto ', 'Dr. Virginie Galtier']",['CentraleSupélec'],Personal Development,https://www.coursera.org/learn/android-app
Gender Analytics: Gender Equity through Inclusive Design Specialization,4.9,Beginner level,1 months at 10 hours a week,Flexible schedule,346 reviews,"Examine how policies, products, services & processes have gendered  outcomes that miss out on opportunities or create needless risksGet comfortable with concepts such as sex, gender, gender identity & intersectionality; and how seeing through these lenses can lead to innovationLearn qualitative & quantitative analytical techniques to uncover intersectional gender-based insights, paying special attention to unheard voicesUse human-centred design to create innovative solutions that will help you become a transformational leader","['Data Analysis', 'Analytics', 'Leadership', 'Gender Based Analysis', 'Design Thinking']","['Gender Analytics for Innovation', 'Inclusive Analytic Techniques', 'Human-Centered Design for Inclusive Innovation', 'Transformational Leadership for Inclusive Innovation', 'Gender Analytics Capstone Project']","['Sarah Kaplan', 'Mark Leung', 'Jia-Lin Xie', 'Karen Sihra, PhD', 'Nika Stelman', 'Brian Silverman', 'Nouman Ashraf', 'Chanel Grenaway']",['University of Toronto'],Personal Development,https://www.coursera.org/specializations/gender-analytics
Leadership focused on Human Flourishing,4.8,Intermediate level,24 hours (approximately),Flexible schedule,24 reviews,"Identify opportunities for personal improvement within the five elements of the Leadership Focused on Human Flourishing model.Develop the skills that will allow you to achieve and optimize results at work.Understand the relationship between happiness, leadership, and flourishing.",[],"['Topic 1. Leadership in a new era', 'Topic 2. Self-awareness and Awareness of One’s Environment', 'Topic 3. Positivity and Resilience', 'Topic 4. Meaning and Commitment']",['Santiago José Vázquez Blanco'],['Tecnológico de Monterrey'],Personal Development,https://www.coursera.org/learn/leadership-focused-on-human-flourishing
Getting Started with Microsoft OneDrive,4.6,Beginner level,1.5 hours,,28 reviews,Upload an Excel spreadsheet and move files.Create a Word document in OneDrive and manage it from multiple devices.Collaborate with other users and share files.,"['File Management', 'Onedrive']",['Learn step-by-step'],['Jacklyn Sira'],['Coursera Project Network'],Personal Development,https://www.coursera.org/projects/getting-started-microsoft-onedrive
CertNexus Certified Ethical Emerging Technologist Professional Certificate,4.7,Beginner level,2 months at 10 hours a week,Flexible schedule,377 reviews,"Apply ethical principles, frameworks, regulations, and standards utilized in data-driven technologies and analyze the challenges that may compromise their implementation.Detect and mitigate ethical risks in the design, development, and deployment of data-driven technologies.Communicate effectively with diverse stakeholders about ethical safeguards, ethical risks, and mitigation strategies.Create, implement, and evaluate the organizational policies and governance structure required for ethical data-driven technologies.","['Ethics Of Artificial Intelligence', 'Information Privacy', 'Business Analysis', 'Compliance', 'Business Strategy', 'Schedule', 'Test Preparation', 'Online proctored', 'PearsonVUE', 'Certification', 'Communication', 'Marketing', 'Crisis Management', 'Leadership And Management', 'policy', 'governance', 'Ethical Leadership', 'Code of Ethics', 'Risk Management', 'Privacy', 'Risk Assessment', 'General Statistics']","['Promote the Ethical Use of Data-Driven Technologies', 'Turn Ethical Frameworks into Actionable Steps', 'Detect and Mitigate Ethical Risks', 'Communicate Effectively about Ethical Challenges in Data-Driven Technologies', 'Create and Lead an Ethical Data-Driven Organization', 'Preparing for Your CertNexus Certification Exam']","['Tania De Gasperis', 'Aaron Hui', 'Megan Smith Branch', 'Jennifer Fischer', 'Abhishek Gupta', ""Eleanor 'Nell' Watson"", 'Renée Cummings']",['CertNexus'],Personal Development,https://www.coursera.org/professional-certificates/certified-ethical-emerging-technologist
Creating a Portfolio Using Weebly,4.5,Beginner level,2 hours,,43 reviews,Create a portfolio to showcase your work assets,"['Communication Design', 'Website Development', 'Portfolio Creation', 'Uploading images']",['Learn step-by-step'],['Kimberly Scott'],['Coursera Project Network'],Personal Development,https://www.coursera.org/projects/creating-portfolio-using-weebly
إدارة شركات المستقبل,4.7,,Approx. 12 hours to complete,Flexible schedule,98 reviews,,[],"['مقدمة الدورة التدريبية', 'الأسبوع 1', 'الأسبوع الثاني', 'الأسبوع الثالث', 'الأسبوع الرابع', 'الأسبوع الخامس']",['Julian Birkinshaw'],"['University of London', 'London Business School']",Personal Development,https://www.coursera.org/learn/company-future-management-ar
"Resilience in Children Exposed to Trauma, Disaster and War: Global Perspectives",4.7,,Approx. 20 hours to complete,Flexible schedule,665 reviews,,[],"['Week 1: Origins and Landmark Studies in the Science of Resilience in Children ', 'Week 2: Methods and Models of Research on Resilience (including case studies)', 'Week 3: Effects on Children of Natural and Technological Disasters ', 'Week 4: Resilience in Children Exposed to War and Political Violence ', 'Week 5: Roles of Families, Schools, Culture, and Community in Promoting Resilience of Children', 'Week 6: A Resilience Framework for Action, Enduring Controversies, and New Horizons in the Study of Resilience ']","['Ann S. Masten, Ph.D., LP']",['University of Minnesota'],Personal Development,https://www.coursera.org/learn/resilience-in-children
International migrations: a global issue,4.7,Beginner level,Approx. 22 hours to complete,Flexible schedule,483 reviews,,[],"['Session 1: Globalization of migration', 'Session 2: Refugees and environmentally displaced persons', 'Session 3: Europe', 'Session 4: France and international migration flows ', 'Session 5: Citizenship and migration', 'Session 6: Borders', 'Session 7: Right to mobility and global governance', 'Bibliography', 'Maps']",['Catherine Wihtol De Wenden'],['Sciences Po'],Personal Development,https://www.coursera.org/learn/international-migrations
"Become a changemaker, build a career with purpose and impact",,Beginner level,Approx. 15 hours to complete,Flexible schedule,,,"['Business', 'Sustainability', 'Innovation', 'Personal Development', 'Entrepreneurship']","['Introduction', 'Discover the different paths to be(come) a changemaker and why it is important', 'Understand the world’s biggest challenges', 'Discover your purpose and choose your unique way of becoming a changemaker', 'Take action! ']","['Bénédicte Faivre-Tavignot', 'Joséphine Bouchez']","['HEC Paris', 'Ticket for Change']",Personal Development,https://www.coursera.org/learn/changemaker
(Successful Presentation) العرض التقديمي الناجح,4.8,Beginner level,Approx. 16 hours to complete,Flexible schedule,461 reviews,,[],"['البدء في مخاطبة الجمهور', 'شكل العرض التقديمي الناجح', 'درِّب نفسك', 'اندمج مع العالم']",['Professor William Kuskin'],['University of Colorado Boulder'],Personal Development,https://www.coursera.org/learn/presentation-skills-ar
Key Concepts in Organizational DE&I,4.8,Intermediate level,5 hours (approximately),Flexible schedule,40 reviews,,[],"['Key Concepts in Organizational DE&I', 'Ists, Isms, and Discrimination', 'Defining Equal Opportunity and Protected Class', 'Exploring Bias and Cultural Competence', 'Power, Privilege and Systemic Discrimination']","['Richard Anthony Baker, J.D., M.P.A, Ph.D.']",['Rice University'],Personal Development,https://www.coursera.org/learn/key-concepts-in-organizational-dei
Effective Compliance Programs,4.9,,11 hours (approximately),Flexible schedule,673 reviews,Recognize strategies for building a culture of compliance within an organizationIdentify the fundamental components of a compliance programIdentify techniques and methods for compliance management and provide psychological theories that explain why they are effectiveDevise strategies for managing noncompliance and incident response,"['Management', 'Compliance', 'Organizational Behavior', 'Strategic Planning']","['Building a Strong Compliance Culture', 'A Closer Look at the Essentials\xa0', 'The Psychology of Compliance', 'Dealing With Non-Compliance']","['Lauren Steinfeld', 'Andrew Kandel']",['University of Pennsylvania'],Personal Development,https://www.coursera.org/learn/effective-compliance-programs
More on Change and Sustainability,4.8,Beginner level,13 hours (approximately),Flexible schedule,91 reviews,,[],"['Implementing Change: The basics', 'Implementing Change: Practical Considerations', 'Green Design', 'Sustainability Reporting', 'Examples of Sustainability - Interviews with practitioners', 'Peer Assessment - Choosing Sustainability Indicators']","['John Byrd', 'Kenneth Bettenhausen']",['University of Colorado System'],Personal Development,https://www.coursera.org/learn/business-case-sustainability
"Mindfulness and Well-being: Peace in, Peace Out",4.8,Beginner level,25 hours (approximately),Flexible schedule,32 reviews,,[],"['Welcome to the Course!', 'Week One: Universal Truths', 'Week Two: Nature, Spirituality and Mindfulness', 'Week 3: Let Peace Flow', 'Week 4: Walking the Mindful Path']",['Dr. Elizabeth Slator'],['Rice University'],Personal Development,https://www.coursera.org/learn/mindfulness-and-well-being-peace-in-peace-out
Mediation and Conflict Resolution,4.7,Intermediate level,14 hours (approximately),Flexible schedule,426 reviews,,[],"['Mediation Essentials', 'Mediation in practice', 'Mediation in the Workplace part 1', 'Mediation in the Workplace - part 2', 'Mediation in International Relations']","['Joseph Maila', 'Aurélien Colson', 'Alan Jenkins']",['ESSEC Business School'],Personal Development,https://www.coursera.org/learn/conflict-resolution-mediation
ممارسات التدريب,4.7,,Approx. 19 hours to complete,Flexible schedule,184 reviews,,"['Employment', 'Training', 'Planning']","['نظرة عامة حول الدورة التدريبية وكيفية وضع ثقافة تدريب ومساءلة', 'تصميم ممارسة تدريب فردية مباشرة لمرؤوسيك', 'تطبيق أسلوب ""معادلات التدريب"" على سيناريوهات الأداء النموذجية', 'تدريب المُدرب', 'مرحلة التخصص 2: ممارسة وجدول أعمال التدريب الخاصان بك']",['Kris Plachy'],"['University of California, Davis']",Personal Development,https://www.coursera.org/learn/coaching-practices-ar
Personalised Medicine from a Nordic Perspective,4.6,Intermediate level,Approx. 14 hours to complete,Flexible schedule,39 reviews,,[],"['Introduction to personalised medicine', 'Health information used in personalised medicine', 'Biomarkers, genetics, and omics', 'Evidence and documentation for clinical efficacy of personalised medicine', 'Communication in personalised medicine', 'Ethical, legal and social aspects of personalised medicine']","['Saedis Saevarsdottir ', 'Sisse Rye Ostrowski']","['University of Copenhagen', 'University of Iceland']",Personal Development,https://www.coursera.org/learn/personalised-medicine-from-a-nordic-perspective
Setting Expectations & Assessing Performance Issues,4.7,,17 hours (approximately),Flexible schedule,595 reviews,,[],"['Course Overview & Designing Performance Expectations', 'Key Performance Indicators and Accountability', 'Diagnosing and Addressing Performance Gaps', 'Specialization Milestone 1: Define Your Coaching Philosophy']",['Kris Plachy'],"['University of California, Davis']",Personal Development,https://www.coursera.org/learn/coaching-expectations-performance
Coaching Practices,4.7,,19 hours (approximately),Flexible schedule,475 reviews,,[],"['Course Overview & How to Create a Culture of Coaching and Accountability', 'Designing a 1:1 Coaching Practice for Those You Lead', 'Applying Coaching Algebra to Typical Performance Scenarios', 'Coaching the Coach', 'Specialization Milestone 2: Your Coaching Practice and Agenda']",['Kris Plachy'],"['University of California, Davis']",Personal Development,https://www.coursera.org/learn/coaching-practices
The 360º Corporation: Tools for Achieving Corporate Purpose,4.8,Beginner level,Approx. 8 hours to complete,Flexible schedule,61 reviews,"See *how* all business models create trade-offs that impact stakeholders, and *why* it is urgent to address environmental and social challenges.Learn 4 *practical* modes of action leaders can use: analyzing trade-offs, creating shared value, innovating around trade-offs, & experimentation.Explore *tools* for corporate purpose, social responsibility, sustainability, ESG, CSR, ethics, corporate citizenship and stakeholder capitalism.","['Business Transformation', 'Leadership', 'Corporate Social Responsibility', 'Innovation', 'Corporate Governance']","['Introduction to The 360º Corporation', 'Stakeholder Trade-offs (Mode 1) and Shared Value (Mode 2)', 'Innovating Around Trade-offs (Mode 3) and Thriving Within Trade-offs (Mode 4)', 'Leading the 360º Revolution: the governance and leadership agenda']",['Sarah Kaplan'],['University of Toronto'],Personal Development,https://www.coursera.org/learn/the-360-corporation
Introduction to Programming and Animation with Alice,4.2,Beginner level,Approx. 47 hours to complete,Flexible schedule,38 reviews,,[],"['Course Introduction', 'Producing Animated 3D Movies: Alice Basic Instructions', 'Teaching Your Bunny to Hop: Procedures and  Parameters', ""If at First You Don't Succeed, Try, Try Again: Decisions & Repetition"", 'Variables, and Arrays, and Functions, Oh My!', 'Building Your Own Interactive Game ', 'Surviving the Zombie Apocalypse: Detecting Collisions', 'Building Your Own Adventure Game']","['Stephen Cooper', 'Susan H. Rodger']",['Duke University'],Personal Development,https://www.coursera.org/learn/introtoalice
"Social Services for Families, Seniors and Those with Disabilities",4.8,,10 hours (approximately),Flexible schedule,144 reviews,"Describe the income and services support system including eligibility and benefits for families, poor families, people with disabilities and seniorsExplain the issues involved in addressing the income and service needs of or families, poor families, people with disabilities and seniors Integrate US values debate - the tension between self-sufficiency & investment - in understanding the income and service system for the populationsHonors: Develop policy recommendations  based on on research of practices on the ground in preparation for a professional policy analysis.  ","['differentiate alternative approaches to social policy problems', 'Critique components of a social policy based on their effectiveness at meeting the goals stated in the initiative', 'Formulate practice strategies to overcome the historic biases in social welfare programs', 'distinguish the values inherent in each social policy initiative', 'develop social welfare policy analysis and reform proposals']","['Policies for Families and Children', 'Policies for Poor Families and Children', 'Policies for Persons with Disabilities', 'Policies for Older Adults']",['John Robertson'],['Columbia University'],Personal Development,https://www.coursera.org/learn/social-health-policy-programs
Preparing for the AZ-900 Microsoft Azure Fundamentals Exam,4.7,Beginner level,6 hours (approximately),Flexible schedule,366 reviews,How to prepare for the AZ-900 Microsoft Azure Fundamentals exam. ,"['Test Preparation', 'Microsoft Azure']","['Certification and Exam Preparation', 'Exam Prep 1', 'Exam Prep 2', 'Exam Prep 3', 'Exam Prep 4']",[' Microsoft'],['Microsoft'],Personal Development,https://www.coursera.org/learn/az-900-exam-prep
Negotiation Skills and Effective Communication           ,4.6,Intermediate level,26 hours (approximately),Flexible schedule,26 reviews,Implement the key negotiation skills and styles to carry out effective negotiations and reach satisfactory agreements.Adopt communication techniques that improve relationships and stimulate cooperation between the parties involved.Develop critical thinking to manage emotions and resolve conflicts in a constructive way.,[],"['Topic 1. Structure of a Negotiation', 'Topic 2. Effective Communication in Negotiation', 'Topic 3. Interests and Positions', 'Topic 4. Conflict Resolution']",['Daniel Meade Monteverde'],['Tecnológico de Monterrey'],Personal Development,https://www.coursera.org/learn/negotiation-skills-and-effective-communication
Sales Operations: Final Project,4.8,,14 hours (approximately),Flexible schedule,29 reviews,,[],"['Overall Sales Function & Reporting Structure', 'Recruitment and Training', 'Territories and Compensation', 'Evaluation']","['Suzanne C. Bal', 'Michael F. Walsh, Ph.D.', 'Emily C. Tanner, Ph.D.']",['West Virginia University'],Personal Development,https://www.coursera.org/learn/sales-operations-final-project
Healthcare Delivery Providers,4.7,,25 hours (approximately),Flexible schedule,206 reviews,,[],"['INTRODUCTION TO U.S. HEALTHCARE DELIVERY', 'HOSPITALS: COMMUNITY & SPECIALTY', 'POST-ACUTE CARE & COMMUNITY-BASED SERVICES', 'PHYSICIANS: PRIMARY, SPECIALTY, NEWER SETTINGS & POPULATION HEALTH', 'HEALTHCARE DELIVERY OF TOMORROW']",['Dr. Rahul Koranne'],['University of Minnesota'],Personal Development,https://www.coursera.org/learn/healthcare-delivery-providers
Career Support Community and Resources,4.6,Beginner level,15 hours (approximately),Flexible schedule,15 reviews,,"['Professional Development', 'Research technology trends', 'establish business partnerships', 'virtual coaching']","['Technical Skills', 'Building Community Partnerships', 'Professional Organizations and Career Development', 'Capstone']",['Goodwill Academy'],['Goodwill Industries International'],Personal Development,https://www.coursera.org/learn/career-support-community-and-resources
Turn Ethical Frameworks into Actionable Steps,4.6,Beginner level,15 hours (approximately),Flexible schedule,115 reviews,"Analyze ethical frameworks to determine their common principles.Compare ethical frameworks and select one to guide decisions to resolve an organizational issue.    Analyze applicable regulations, standards, and international best practices.Integrate ethical principles, regulatory requirements, and business practicalities.    ","['Ethics Of Artificial Intelligence', 'Information Privacy', 'Business Analysis', 'Compliance', 'Business Strategy']","['Apply Frameworks to Your Ethical Responsibilities for Data-Driven Technologies', 'Apply an Ethical Frameork to Navigate an Ethically Challenging Dilemma', 'Follow Regulations and Standards That Have an Impact on Business Strategy', 'Reconcile Conflicts Between Ethics, Regulations, Societal Needs, and Business Demands', ""Apply What You've Learned""]","['Megan Smith Branch', 'Aaron Hui', ""Eleanor 'Nell' Watson"", 'Abhishek Gupta']",['CertNexus'],Personal Development,https://www.coursera.org/learn/ethical-frameworks-action
Editing Table of Content and Layouts in Microsoft Word,4.7,Beginner level,1.5 hours,,33 reviews,Create a table of content in Microsoft Word. Create footnotes in Microsoft Word.Set up and use page numbers in Microsoft Word. ,"['Business Communication', 'Business development', 'Business Writing', 'Visualization (Computer Graphics)', 'Data Management']",['Learn step-by-step'],['Kim Webb'],['Coursera Project Network'],Personal Development,https://www.coursera.org/projects/editing-table-of-content-and-layouts-in-microsoft-word
How to Create Video for Online Courses,4.7,Beginner level,Approx. 6 hours to complete,Flexible schedule,82 reviews,,"['Filming', 'Preproduction', 'Editing', 'Production', 'Postproduction']","['Pre-production', 'Production and Post-production']","['Bobby Yan', 'Stephen Donnelly', 'Geoff Fortescue', 'Calum MacPhail']",['The University of Edinburgh'],Personal Development,https://www.coursera.org/learn/how-to-create-video-for-online-courses
In the footsteps of Zika… approaching the unknown,4.6,Intermediate level,Approx. 13 hours to complete,Flexible schedule,113 reviews,,[],"['Introducing Zika virus, its vectors and its hosts', 'Following the tracks of Zika virus', 'Prevention and control', 'Symptoms, diagnosis and treatment', 'Zika and neurological adverses effects', 'Inequity in front of Zika exposure and outcomes', ""How do deal with Zika:  WHO and international health organizations' perspectives"", 'The Zika phenomenon through medias and economical & political challenges']","['Antoine Flahault', 'Arnaud Fontanet (in Partnership with UNIGE)', 'Aline Philibert (In Partnership with UNIGE)', 'Henri-Jean Philippe (In Partnership with UNIGE)']",['University of Geneva'],Personal Development,https://www.coursera.org/learn/zika
Internet Giants: The Law and Economics of Media Platforms,4.8,,Approx. 59 hours to complete,Flexible schedule,"1,054 reviews",,"['Intellectual Property Law', 'Law', 'Competition Law', 'Market (Economics)']","['Introduction to the Course', 'Microsoft: The Desktop v. The Internet', 'Google Emerges (and the World Responds)', 'Smartphones', 'Nondiscrimination and Neutrality', 'The Day the Music Died?', 'Video: Listening and Watching', 'The Mediated Book', 'Course Review', 'Internet Giants: Experimental', 'Mandatory Continuing Legal Education Information']",['Randal C. Picker'],['The University of Chicago'],Personal Development,https://www.coursera.org/learn/internetgiants
Launch your first online meeting with ZOOM,4.1,Beginner level,1 hour,,11 reviews,You will learn how to create a ZOOM account and connect to online meetings on the platform.,"['Social Network', 'interview']",['Learn step-by-step'],['Delphine Sangotokun'],['Coursera Project Network'],Personal Development,https://www.coursera.org/projects/launch-first-online-meeting-zoom
European Business Law: Understanding the Fundamentals,4.8,Beginner level,13 hours (approximately),Flexible schedule,"1,256 reviews","Navigate EU legal sources, understand relevant laws and regulations and apply the fundamental principles of EU law within the EU legal framework.Utilize the rules of freedom of movement and their impacts on trade in the EU.Understand how individuals and companies are able to enforce their EU rights on national level and how an individual can challenge EU legislation.Understand EU policies and their influence on foreign trade and investment.","['Foreign Policy', 'Law', 'Legal Research', 'Business Law']","['Introduction to EU law', 'Sources and Method', 'Fundamental Principles', 'Enforcement of EU Law and Judicial Review', 'The Economic Freedoms', 'The External Dimension']","['Anna Wiberg', 'Magnus Schmauch', 'Xavier Groussot', 'Angelica Ericsson', 'Annegret Engel', 'Julian Nowag', 'Eduardo Gill Pedro', 'Hans Henrik Lidgard']",['Lund University'],Personal Development,https://www.coursera.org/learn/european-law-fundamentals
Practical Finance for Entrepreneurial Creatives,,,Approx. 19 hours to complete,Flexible schedule,,,[],"['Course Essentials', ' Fundamentals of Personal Financial Management - Lessons 1 & 2', 'Fundamentals of Personal Financial Management  - Lessons 3, 4, 5 & 6', 'Fundamentals of Entrepreneurial Financial Management - Lessons 7 & 8', 'Fundamentals of Entrepreneurial Financial Management ', 'Fundamentals of Entrepreneurial Financial Management - Lesson 10 & 11', 'Practical Finance - Thank You']",['Mitchell D. Weiss'],['Rutgers the State University of New Jersey'],Personal Development,https://www.coursera.org/learn/pfec
English for Effective Business Communications,4.8,,15 hours (approximately),Flexible schedule,90 reviews,,[],"['Human Resources', 'Management', 'Marketing', 'Work-Life Balance']","['Marla Yoshida', 'Karen  Vallejo']","['University of California, Irvine']",Personal Development,https://www.coursera.org/learn/english-for-working-together-in-business
"Surveillance Systems: Analysis, Dissemination, and Special Systems",4.7,Beginner level,6 hours (approximately),Flexible schedule,349 reviews,"Analyze and interpret epidemiologic surveillance dataPresent surveillance data in compliance with legal reporting requirementsApply epidmiologic surveillance principles to non-communicable chronic diseasesDifferentiate among indicator-based, event-based, and event-related surveillance systems","['Data Collection', 'Data Analysis', 'Epidemiology', 'Disease Surveillance']","['Analyses of Surveillance Data', 'Dissemination Strategies and Communication Frameworks', 'Chronic Disease Surveillance Systems', 'Special Surveillance Systems']","['Stefan Baral, MD, MPH, MBA, FRCPC']",['Johns Hopkins University'],Personal Development,https://www.coursera.org/learn/epidemiology-surveillance-systems-analysis
"Hydro, Wind & Solar power: Resources, Variability & Forecast",4.6,Intermediate level,Approx. 15 hours to complete,Flexible schedule,91 reviews,,[],"['Basics on climate, energy and meteorology', 'Hydro and fluvial power', 'Wind power', 'Solar Power', 'Renewable energy integration and forecasting']","['Jordi Badosa', 'Alexis Tantet', 'Alexandre Stegner', 'Philippe Drobinski']",['École Polytechnique'],Personal Development,https://www.coursera.org/learn/hydro-wind-solar-power-resources-variability-forecast
Curiosity: A Necessary Ingredient for Successful Innovation,,Beginner level,19 hours (approximately),Flexible schedule,,Students will understand how to conduct marketplace conversations and learn the value of customer archetypes and personas to enhance ideas.,"['Tenets of Evidence Based Entrepreneurship', 'Technology Entrepreneurship Methodology', 'Design Thinking', 'Lean Startup Method', 'Customer Archetype Design']","['Course Introduction', 'Module 1: Marketplace Conversations', 'Module 2: The Value of Customer Archetypes and Personas', 'Module 3: Insight as Innovation Currency', 'Module 4: Human-centered Evidence of Curiosity']",['Brent Sebold'],['Arizona State University'],Personal Development,https://www.coursera.org/learn/curiosity-a-necessary-ingredient-for-successful-innovation
"European Citizenship – Development, Scope, and Challenges",4.8,Beginner level,Approx. 9 hours to complete,Flexible schedule,36 reviews,,[],"['The Development and Status of European Citizenship', ""EU Citizenship for 'Movers' and 'Stayers'"", 'Challenges to European Citizenship']","['Jale Tosun', 'Céline Spector', 'Joanna Osiejewicz', 'Maurizio Ferrera', 'Dorte Sindbjerg Martinsen', 'Catherine Jacqueson', 'Ivo Slosarcik', 'Ilaria Madama']","['University of Copenhagen', 'University of Warsaw', 'University of Milan', 'University of Heidelberg', 'Sorbonne University', 'Charles University', '4EU+ Alliance']",Personal Development,https://www.coursera.org/learn/european-citizenship
Poverty & Population: How Demographics Shape Policy,4.8,Beginner level,12 hours (approximately),Flexible schedule,142 reviews,"Understand the the US population: age, family structure, education and race/ethnicity to interpret where US social policy is being pushed.   Explain poverty & inequality in the US that results in differing levels of privilege, and opportunity to address the needs of those left behind Describe the policy process – legislative, executive, judicial and voluntary – to act to improve US social policy    Honors: Report on research of practices on the ground in preparation for  a professional policy analysis.  ","['-\tFormulate practice strategies to overcome the historic biases in social welfare programs', '-\tDistinguish the values inherent in each social policy initiative', '-\tCritique components of a social policy based on their effectiveness at meeting the goals stated in the initiative', '-\tDifferentiate alternative approaches to social policy problems', '-\tDevelop social welfare policy analysis and reform proposals']","['Populations, income, poverty and policy ', 'Causes of Poverty and Discrimination', 'Gender, Race and oppression ', 'Formulating social policy in the U.S. ']",['John Robertson'],['Columbia University'],Personal Development,https://www.coursera.org/learn/poverty-population-demographics-policy
Inheritance and Data Structures in Java,4.6,Beginner level,20 hours (approximately),Flexible schedule,68 reviews,"Examine the concept of inheritance in object-oriented programming and learn how to extend classes and override methods in a subclass.Analyze and fix different parts of a Java program using Eclipse's interactive debugger.Explore different methods for opening, reading, and writing to external files, and deal with errors and exceptions.Examine advanced techniques for storing and manipulating data in collections, and parse text using regular expressions (or regex).","['Data Structure', 'Problem Solving', 'Debugging', 'Java Programming', 'Inheritance']","['Module 1 : Inheritance, Polymorphism Using Overriding, & Access Modifiers', 'Module 2 : Abstract Classes & Debugging', 'Module 3 : File I/O & Exceptions', 'Module 4 : Collections, Maps, & Regular Expressions']",['Brandon Krakowsky'],['University of Pennsylvania'],Personal Development,https://www.coursera.org/learn/java-inheritance-data-structures
The GRC Approach to Managing Cybersecurity,4.8,Beginner level,10 hours (approximately),Flexible schedule,257 reviews,"Identify the importance and functions of Governance, Risk Management, and Compliance in Cybersecurity program management.Describe best practices in risk management including the domains of risk assessment and risk  treatment.Describe the structure and content of Cybersecurity-related strategy, plans, and planningIdentify the key components and methodologies of Cybersecurity policies and policy development","['Cybersecurity planning', 'Risk identification', 'Risk treatment', 'Cybersecurity performance measurement']","['Welcome to The GRC Approach to Managing Cybersecurity (Course 2)', 'Introduction to the Management of Cybersecurity (Module 2.1)', 'Cybersecurity Governance and Planning (Module 2.2)', 'Cybersecurity Risk Management (Module 2.3)', 'Cybersecurity Policy (Module 2.4)', 'Measuring Success in the Cybersecurity Program (Module 2.5)', 'Law and Regulation in Cybersecurity (Module 2.6)', ""Wrap-Up to the course 'The GRC Approach to Managing Cybersecurity'""]","['Michael Whitman, Ph.D., CISM, CISSP', 'Herbert J. Mattord, Ph.D., CISM, CISSP, CDP']",['University System of Georgia'],Personal Development,https://www.coursera.org/learn/grc-approach-to-managing-cybersecurity
Strategies for Senior Housing Communities during COVID-19,4.8,Beginner level,Approx. 10 hours to complete,Flexible schedule,150 reviews,"Develop emergency preparedness plans related to COVID-19 policies, practices and proceduresEmploy effective COVID-related infection prevention strategies and communication methodsUnderstand regulations around managing occupancy, community access, and behaviorIdentify methods for promoting staff and resident well-being during COVID-19","['infection prevention', 'Emergency Management', 'Housing Operations', 'Well-being Promotion']","['COVID-19 Background and Senior Housing Challenges', 'Infection Prevention', 'Senior Housing Operations', 'Promoting Mental Health and Well-being', 'Health Department Partnerships & Vaccination Guidance', 'Final Assessment']","['Morgan Katz', 'Alice Bonner', 'Molly Nace', 'Juliana Bilowich']",['Johns Hopkins University'],Personal Development,https://www.coursera.org/learn/strategies-senior-housing-covid19
Deploy a website to Azure with Azure App Service,4.8,Intermediate level,8 hours (approximately),Flexible schedule,17 reviews,Use deployment slots to streamline deployment and roll back a web app in Azure App Service Implement and deploy a web app to Azure App Service Use the publishing features of Visual Studio 2019 to deploy and manage an ASP.NET Core web application hosted on Azure Deploy and run a containerized web app with Azure App Service ,"['Microsoft Azure', 'Web Application', 'Microsoft Visual Studio']","['Prepare a development environment and host a web application', 'Publish a web app to Azure with Visual Studio', 'Stage and scale apps', 'Deploy and run a containerized web app with Azure App Service', 'Practice exam']",[' Microsoft'],['Microsoft'],Personal Development,https://www.coursera.org/learn/deploy-a-website-to-azure-with-azure-app-service
 أساسيات برنامج مايكروسوفت اكسيل | Essentials of MS Excel,4.9,Beginner level,Approx. 1 hour to complete,Flexible schedule,25 reviews,,"['الإكسل', 'المهارات الأساسية للإكسل']",['مقدمة عن برنامج إكسيل و طريقة إنشاء ملف جديد أو فتح ملف قديم'],['Alfaisal.KLD'],['Alfaisal University | KLD'],Personal Development,https://www.coursera.org/learn/essentials-of-ms-excel
Create a Departure and Personal Statement for Interviews,4.5,Beginner level,,,95 reviews,Create a Departure Statement for your next employerCreate a Personal Statement for your next employerCreate a Personal Statement using a Job Description,"['Communication', 'Business Writing', 'Self-representation', 'Job Readiness', 'listening']",['Learn step-by-step'],['Dianna Eckford'],['Coursera Project Network'],Personal Development,https://www.coursera.org/projects/departure-personal-statement-interviews
