Course Title,Rating,Level,Duration,Schedule,Review,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url
Careers in Sustainability,4.4,Beginner level,13 hours (approximately),Flexible schedule,37 reviews,,"['Spreadsheet', 'Data Analysis', 'Sustainability', 'Presentation']","['Introduction to careers in sustainability', 'Introduction to sustainability', 'What does a sustainability analyst do?', 'What software, tools and resources should an analyst be familiar with?', 'How to find trends in data', 'What is Lifecycle Evaluation?', 'What roles could analysts play in an organization’s marketing and PR activities?', 'What is the biggest difference between private and public sustainability analyst roles?', 'What challenges can an analyst expect to face when arriving at a new job?']",['Christopher Boone'],['Arizona State University'],Physical Science and Engineering,https://www.coursera.org/learn/sustainability-careers
Disaster Preparedness,4.7,Beginner level,Approx. 13 hours to complete,Flexible schedule,"1,528 reviews",,[],"['Introduction & Disaster Cycle', 'Personal Preparedness Basics', 'Personal Preparedness Safety', 'Attitudes and Awareness', 'International Perspectives', 'Support and Medical Considerations', 'Wilderness Survival']","['Michael Beach', 'Maighdlin Anderson ']",['University of Pittsburgh'],Physical Science and Engineering,https://www.coursera.org/learn/disaster-preparedness
Drones for Environmental Science,4.9,Beginner level,Approx. 12 hours to complete,Flexible schedule,20 reviews,"Describe how a variety of drones can accomplish important missions for environmental science.Explain the importance of key best practices in drone research, including legal and ethical concerns.Discover relevant career paths in drones for environmental science.","['Environmental Monitoring', 'Critical Thinking', 'Research Methods', 'drone applications']","['Introduction to Drones ', 'Why Drones Are Good for Environmental Research', 'How to Approach Research with Drones', 'Career Paths']",['Dr.  David W. Johnston'],['Duke University'],Physical Science and Engineering,https://www.coursera.org/learn/drones-for-environmental-science
GIS Data Acquisition and Map Design,4.9,Beginner level,20 hours (approximately),Flexible schedule,655 reviews,,"['Spatial Analysis', 'Geographic Information System (GIS)', 'Mapping', 'Cartography', 'Esri']","['GIS File Types, Data Models, and Topology', 'Finding data and preparing it for your project', 'Geocoding addresses and postal codes', 'Map Design Principles', 'Mapping Quantitative Data', 'Quantitative Map Types', 'Project: Getting Data and Making Your Own Map']",['Don Boyes'],['University of Toronto'],Physical Science and Engineering,https://www.coursera.org/learn/gis-data-acquisition-map-design
Modeling and Control of Power Electronics Specialization,4.8,Intermediate level,2 months at 10 hours a week,Flexible schedule,79 reviews,Master techniques of design-oriented analysis for switched-mode power converters. Verify the design of closed-loop regulated power converters using switching and averaged circuit simulations.Design high-performance peak current-mode control and average current-mode control loops.Design input filters for switched-mode power converters.Design power-factor correction rectifiers Design dc-ac inverters for solar photovoltaic power systems,"['Modeling And Simulation', 'Power Supplies', 'Photovoltaic (PV) Systems', 'Power Electronics', 'Circuit Design']","['Averaged-Switch Modeling and Simulation', 'Techniques of Design-Oriented Analysis', 'Input Filter Design', 'Current-Mode Control', 'Modeling and Control of Single-Phase Rectifiers and Inverters']",['Dr. Dragan Maksimovic'],['University of Colorado Boulder'],Physical Science and Engineering,https://www.coursera.org/specializations/modeling-and-control-of-power-electronics
Ciencia de datos energéticos,,Intermediate level,Approx. 32 hours to complete,Flexible schedule,,Explicar cómo se aplica el proceso de la ciencia de datos en la solución de problemas en diferentes dominios del sector de la energía eléctrica.Aplicar algoritmos simples de descubrimiento de patrones y de explicaciones a problemas del sector de la energía eléctrica.Construir prototipos de perfiles de consumo a partir de datos provenientes de medidores avanzados.Obtener los componentes que describen el comportamiento de series de tiempo.,"['Series de tiempo', 'análisis de datos', 'Descubrimiento de patrones y explicaciones', 'Perfiles de consumo', 'Ciencia de Datos']","['Panorama general de la Ciencia de Datos Energéticos', 'Variables físicas asociadas a la energía eléctrica. Comprensión de los datos.', 'Consumo de energía eléctrica. Preparación de los datos.', 'Transporte de energía eléctrica. Descubrimiento de patrones.', 'Generación de energía eléctrica. Descubrimiento de explicaciones.', 'Mercados y comercialización de energía eléctrica. Series de Tiempo']",['Oscar Germán Duarte Velasco'],['Universidad Nacional de Colombia'],Physical Science and Engineering,https://www.coursera.org/learn/ciencia-de-datos-energticos
Introduction to Solid Edge,4.8,Beginner level,Approx. 8 hours to complete,Flexible schedule,37 reviews,,['Computer-Aided Design (CAD)'],"['An Introduction to Solid Edge', 'Basic Commands', 'User Experience Features', 'Building Assemblies', 'Additional Features, Importing Data, and Practice Exams']",[],['Siemens'],Physical Science and Engineering,https://www.coursera.org/learn/introduction-to-solid-edge
Deep Time: Discovering an Ancient Earth,4.8,Beginner level,Approx. 10 hours to complete,Flexible schedule,14 reviews,"Communicate and teach the underpinnings of geology and deep time.Evaluate the evidence supporting the age of the earth, and review the geologic story of the Rocky Mountains.Apply geological data, models, and investigations.","['Critical Assessment of Science', 'History of Science', 'Geologic History of the Rocky Mountains', 'Geological Methods', 'Evidence for Ancient Earth']","['Science and Geology in Search of Deep Time', 'Origins: Stars to Planets, Continents, Oceans, and Atmospheres', 'Seas and Ancient Mountains of North America', 'The Rise of the Modern Rocky Mountains']",['Alan Lester'],['University of Colorado Boulder'],Physical Science and Engineering,https://www.coursera.org/learn/deep-time-discovering-an-ancient-earth
Ethics in Engineering,4.8,Beginner level,Approx. 13 hours to complete,Flexible schedule,22 reviews,Key factors that led to historical cases of engineering failures The causes and outcomes of these classic engineering failuresA working knowledge of the ethical foundations of engineering ,"['Engineering', 'Ethics']","['Week 1', 'Week 2', 'Week 3', 'Week 4']",['David Chesney'],['University of Michigan'],Physical Science and Engineering,https://www.coursera.org/learn/ethics-in-engineering
"Energy, Environment, and Everyday Life",4.7,Beginner level,Approx. 47 hours to complete,Flexible schedule,209 reviews,,[],"['Course Orientation', 'Week 1: How It All Starts and Ends', 'Week 2: Getting and Using the Power', 'Week 3: Why Coal Is Dirty', 'Week 4: Oil and Gas – With Us Forever?', 'Week 5: Renewables – What Is New under the Sun', 'Week 6: More Renewables and Your Radioactive World', 'Week 7: Nuclear Power Problems and Solutions', 'Week 8: Our Future Is Bright!']",['David N. Ruzic'],['University of Illinois at Urbana-Champaign'],Physical Science and Engineering,https://www.coursera.org/learn/energy-environment-life
Particle Physics: an Introduction,4.4,,Approx. 40 hours to complete,Flexible schedule,901 reviews,,[],"['Matter and forces, measuring and counting', 'Nuclear physics', 'Accelerators and detectors', 'Electromagnetic interactions', 'Hadrons and strong interaction', 'Electro-weak interactions', 'Discovering new phenomena', 'Dark matter and dark energy']","['Anna Sfyrla', 'Martin Pohl']",['University of Geneva'],Physical Science and Engineering,https://www.coursera.org/learn/particle-physics
Signaling actions of small molecules,,Beginner level,Approx. 10 hours to complete,Flexible schedule,,Learn about fundamental principles underlying various cellular signaling events controlled by endogenous small molecules,"['Cell Biology', 'Biochemistry']","['Week 1', 'Week 2', 'Week 3', 'Week 4', 'Week 5', 'Week 6', 'Final exam']",['Seyun Kim'],['Korea Advanced Institute of Science and Technology(KAIST)'],Physical Science and Engineering,https://www.coursera.org/learn/signaling-actions-of-small-molecules
Systèmes d’Information Géographique - Partie 1,4.5,Beginner level,Approx. 19 hours to complete,Flexible schedule,276 reviews,,"['Qgis', 'Geographic Information System (GIS)', 'Spatial Databases', 'SQL']","['Numérisation - Modélisation du territoire: les éléments spatiaux et leurs caractéristiques', 'Numérisation - Saisie et documentation des géodonnées', 'Numérisation - Automatisation de la saisie et utilisation de géodonnées existantes', 'Stockage - Organisation et structuration des géodonnées', 'Stockage - Gestion de données avec le langage SQL', 'Stockage - SQL spatial et bases de données NoSQL']","['Stéphane Joost', 'Fernand Koffi Kouamé', 'Amadou Sall', 'Marc Soutter ']",['École Polytechnique Fédérale de Lausanne'],Physical Science and Engineering,https://www.coursera.org/learn/sig-1
Renewable Energy Projects,4.8,Beginner level,14 hours (approximately),Flexible schedule,95 reviews,How to quickly assess the feasibility of a proposed renewable energy project.How to plan and finance a renewable energy project.How to execute the construction and ongoing operations of a renewable energy project.,"['Project Management', 'Renewable Energy', 'Project Execution', 'Project Operations', 'Project Feasibility']","['Project Planning', 'Renewable Energy Project Assessments', 'Project Financing', 'Project Execution', 'Final Assessment']",['Stephen R. Lawrence'],['University of Colorado Boulder'],Physical Science and Engineering,https://www.coursera.org/learn/renewable-energy-projects
Introduction to Public Health Engineering in Humanitarian Contexts,4.7,Beginner level,Approx. 12 hours to complete,Flexible schedule,352 reviews,,[],"['Public Health Engineering', 'Humanitarian contexts', 'WATER SUPPLY SYSTEMS', 'Sanitation', 'Waste management & Hygiene promotion']","['Christoph Lüthi', 'Javier Cordoba']",['École Polytechnique Fédérale de Lausanne'],Physical Science and Engineering,https://www.coursera.org/learn/engineering-humanitarian
Design of High-Performance Optical Systems,4.6,Advanced level,23 hours (approximately),Flexible schedule,46 reviews,"Describe how different wavelengths propagate through systemsDevelop strategies for correcting aberrations and enhancing the performance of optical instruments in various applicationsDescribe the nature and effects of optical aberrations, particularly in high-angle, non-paraxial systems",[],"['Chromatic Aberrations ', 'Ray Aberrations ', 'Field Curvature and Distortion', 'Techniques for Reduction of Aberrations', 'Optical Components']",['Robert McLeod'],['University of Colorado Boulder'],Physical Science and Engineering,https://www.coursera.org/learn/design-high-performance-optical-systems
Mastering bitumen for better roads and innovative applications,4.7,Intermediate level,Approx. 7 hours to complete,Flexible schedule,"1,234 reviews",,"['Energy', 'Chemical Engineering', 'Chemistry', 'Road Construction']","['Bitumen market, generalities, the manufacture of bitumen, transport, uses of bitumen, main developments and alternatives', 'Constitution, structure and characterization of bitumen - specifications-rheology', 'Modifications of bitumen and applications (roads, roofing,…)', 'Health, Safety, Environment & Quality concerns regarding bitumen, and examples of research & innovation actions']","['Sophie LIMBORG', 'Jean Pascla PLANCHE', 'Olivier GAMET', 'Mike SOUTHERN', 'Gilles GAUTHIER', 'Gary SCHOFIELD', 'Nadège VO VINH', 'Jean-François CORTE', 'Clémence QUEFFELEC', 'Armel de la BOURDONNAYE', 'Frédéric ANDRZEJEWSKI', ""John D'ANGELO"", 'Laurence LAPALU', 'Hélène AZOULAY', 'Eric GOSSE', 'Cécile GIACOBI', 'Virginie MOUILLET', 'Yves BROSSEAUD', 'Emmanuel CHAILLEUX', 'Nicolas HAUTIERE']",['École des Ponts ParisTech'],Physical Science and Engineering,https://www.coursera.org/learn/mastering-bitumen
Internet of Things and AI Cloud Specialization,4.2,Intermediate level,2 months at 10 hours a week,Flexible schedule,"1,020 reviews",,[],"['Internet of Things: How did we get here?', 'Internet of Things V2: DragonBoard™ bring up and community ecosystem', 'Internet of Things V2: Setting up and Using Cloud Services', 'Internet of Things: Communication Technologies', 'Internet of Things: Multimedia Technologies', 'Internet of Things Capstone V2: Build a Mobile Surveillance System']","['Ganz Chockalingam', 'Harinath Garudadri']",['University of California San Diego'],Physical Science and Engineering,https://www.coursera.org/specializations/internet-of-things
"Modern Robotics, Course 1:  Foundations of Robot Motion",4.7,Intermediate level,24 hours (approximately),Flexible schedule,925 reviews,,[],"['Introduction to Modern Robotics', 'Chapter 2:  Configuration Space (Part 1 of 2)', 'Chapter 2:  Configuration Space (Part 2 of 2)', 'Chapter 3:  Rigid-Body Motions (Part 1 of 2)', 'Chapter 3:  Rigid-Body Motions (Part 2 of 2)']",['Kevin Lynch'],['Northwestern University'],Physical Science and Engineering,https://www.coursera.org/learn/modernrobotics-course1
Data-driven Astronomy,4.8,Intermediate level,Approx. 23 hours to complete,Flexible schedule,"1,328 reviews",,"['Python Programming', 'Machine Learning', 'SQL', 'Applied Machine Learning']","['Thinking about data', 'Big data makes things slow', 'Querying your data', 'Managing your data', 'Learning from data: regression', 'Learning from data: classification']","['Simon Murphy', 'Tara Murphy']",['The University of Sydney'],Physical Science and Engineering,https://www.coursera.org/learn/data-driven-astronomy
Science and Engineering of Climate Change,4.8,Beginner level,9 hours (approximately),Flexible schedule,182 reviews,"Understanding the evidence for climate change, and of its anthropogenic originUnderstanding the basics of the carbon cycle, climate modelling, and the role of CO2 concentrationsCritical appreciation of advantages and limitations of renewables, sequestration and negative emission technologies",[],"['Current Climate Change in Context', 'Modelling Climate Change', 'Technologies to Control CO2 Concentration', 'Non-Fossil Energy Sources']",['RICCARDO REBONATO - EDHEC BUSINESS SCHOOL'],['EDHEC Business School'],Physical Science and Engineering,https://www.coursera.org/learn/science-and-engineering-of-climate-change
"Creativity, Innovation and Transformation",4.5,,Approx. 18 hours to complete,Flexible schedule,653 reviews,,[],"['Innovation Toolbox', 'Understanding Creative Diversity', 'CENTER Model', 'Transformation']","['Dr. Armend Tahirsylaj', 'Dr. Darrell Velegol', 'Dr. Kathryn W. Jablokow', 'Dr. Jack V. Matson']",['The Pennsylvania State University'],Physical Science and Engineering,https://www.coursera.org/learn/creativity-innovation
Equivalent Circuit Cell Model Simulation,4.7,Intermediate level,27 hours (approximately),Flexible schedule,521 reviews,How to design equivalent-circuit models for lithium-ion battery cells,['Design equivalent-circuit models for lithium-ion battery cells'],"['Defining an equivalent-circuit model of a Li-ion cell', 'Identifying parameters of static model', 'Identifying parameters of dynamic model', 'Simulating battery packs in different configurations', 'Co-simulating battery and electric-vehicle load', 'Capstone project']",['Gregory Plett'],"['University of Colorado Boulder', 'University of Colorado System']",Physical Science and Engineering,https://www.coursera.org/learn/equivalent-circuit-cell-model-simulation
Sustainable Urban Water Systems,4.9,Beginner level,Approx. 2 hours to complete,Flexible schedule,18 reviews,Solutions for Sustainable Water Management in Resilient Smart Cities,[],"['Introduction to the course', 'The Water Cycle in Urban Areas: Natural Processes and Human Activities', 'Water Sensitive Cities: Increasing Resilience to Evolutionary Risks', 'Sustainable Water Supply Strategies']",['Anita Raimondi'],['Politecnico di Milano'],Physical Science and Engineering,https://www.coursera.org/learn/sustainable-urban-water-systems
BIM Application for Engineers,4.7,Intermediate level,Approx. 19 hours to complete,Flexible schedule,446 reviews,,[],"['Initiation', 'Modeling of a Building', 'Model Integration and Clash Detection', 'Quantity Takeoff', '4D Simulation', 'Closure']",['謝尚賢'],['National Taiwan University'],Physical Science and Engineering,https://www.coursera.org/learn/bim-application
AstroTech: The Science and Technology behind Astronomical Discovery,4.7,Beginner level,Approx. 6 hours to complete,Flexible schedule,"1,097 reviews",,[],"['Science and Technology', 'Telescopes and Stars', 'Space and Black Holes', 'Detectors and the First Galaxies', 'Computers and Killer Rocks', 'Spectroscopy and Dark Energy']","['Andy Lawrence', 'Catherine Heymans']",['The University of Edinburgh'],Physical Science and Engineering,https://www.coursera.org/learn/astronomy-technology
Renewable Power and Electricity Systems,4.7,Beginner level,12 hours (approximately),Flexible schedule,175 reviews,"How electricity systems work, from both technical and institutional perspectives-The challenges and opportunities arising from renewables in electricity systems","['Electricity systems', 'Wind Power', 'Sustainable Energy', 'Renewable Energy', 'Solar Energy']","['Introduction and Renewable Power Basics', 'Grid Operations and Grid Integration', 'Storage and Demand Flexibility', 'Power Structure Industry and ISOs', 'Course Summary and Review']",['Paul Komor'],['University of Colorado Boulder'],Physical Science and Engineering,https://www.coursera.org/learn/renewable-power-electricity-systems
Materials Science: 10 Things Every Engineer Should Know,4.7,,Approx. 8 hours to complete,Flexible schedule,"4,332 reviews",,"['Materials', 'Mechanical Engineering', 'Engineering Design', 'Electrical Engineering']","['Course Overview / The Menu of Materials / Point Defects Explain Solid State Diffusion', 'Dislocations Explain Plastic Deformation / Stress vs. Strain -The “Big Four” Mechanical Properties', 'Creep Deformation / The Ductile-to-Brittle Transition', 'Fracture Toughness / Fatigue', 'Making Things Fast and Slow / A Brief History of Semiconductors']",['James Shackelford'],"['University of California, Davis']",Physical Science and Engineering,https://www.coursera.org/learn/materials-science
Planning & Design of Sanitation Systems and Technologies,4.8,Intermediate level,Approx. 17 hours to complete,Flexible schedule,"1,082 reviews",,"['Urban Planning', 'Environmental Protection', 'Engineering Design', 'Wastewater Engineering']","['Introduction to sanitation planning & systems approach', 'Sanitation systems & technologies', 'Sanitation systems & technologies', 'Urban sanitation solutions -  Case studies ', 'Urban sanitation tools']",['Christoph Lüthi'],['École Polytechnique Fédérale de Lausanne'],Physical Science and Engineering,https://www.coursera.org/learn/sanitation
"Extinctions: Past, Present, & Future",4.8,Beginner level,Approx. 16 hours to complete,Flexible schedule,123 reviews,Summarize extinctions as an important part of the history of life.Identify the probable causes of mass extinctions in the geologic past (before humans).Compare and contrast the Big Five mass extinctions with human-influenced extinctions.Evaluate historical lessons and current trends to predict and prevent extinctions of the future.,[],"['Introduction to Extinctions: Getting Started with the End', 'Human Awareness of Extinctions: A History', 'Mass Extinctions of the Pre-Human Past', 'Extinctions of Pre-History & Near-Present (Pleistocene Epoch & Late Holocene Epoch)', 'Extinctions Since European Colonization & Going into the Future']",['Anthony J. Martin'],['Emory University'],Physical Science and Engineering,https://www.coursera.org/learn/extinctions-past-present-and-future
Introduction to Power Semiconductor Switches,,Intermediate level,Approx. 9 hours to complete,Flexible schedule,,Basic understanding of  semiconductor power switchesModeling and simulation of  semiconductor power switches,"['device analysis', 'Device modeling', 'Electronic Circuit Simulation', 'Device simulation']","['Power Semiconductor Device Basics', 'Key Power Semiconductor Devices', 'Power Device Data Sheets', 'Power Device Losses in Switching Circuits']",['Bart Van Zeghbroeck'],['University of Colorado Boulder'],Physical Science and Engineering,https://www.coursera.org/learn/introduction-to-power-semiconductor-switches
FPGA Softcore Processors and IP Acquisition,3.9,Intermediate level,10 hours (approximately),Flexible schedule,80 reviews,Create a Nios II softcore processor hardware design using the Altera development flow  Understand the benefits and steps of implementation of a custom instruction in the Nios II soft processor. Opens in a new tabList the types of IP available for FPGAs  Use simulation with ModelSim to verify an FPGA Design,"['Simulation for Verification', 'Intellectual Property Integration', 'Programmable Logic Design', 'Softcore Processor Design', 'Software Design for Softcore Processors']","['Softcore Processor Development Flow', 'Writing Software for Softcore Processors', 'IP Acquisition and Integration', 'Introducing ModelSim and Simulation for Verification']",['Timothy Scherr'],['University of Colorado Boulder'],Physical Science and Engineering,https://www.coursera.org/learn/fpga-softcore-proccessors-ip
Ingeniería de Tráfico,4.8,Beginner level,Approx. 5 hours to complete,Flexible schedule,388 reviews,,[],"['Introducción del curso', 'Relación fundamental de tráfico', 'Control de tráfico en intersecciones', 'Modelos Dinámicos de tráfico']","['Juan Carlos Herrera', 'Juan Enrique Coeymans']",['Pontificia Universidad Católica de Chile'],Physical Science and Engineering,https://www.coursera.org/learn/ingenieria-trafico
Pipe Material Specification ,,Intermediate level,12 hours (approximately),Flexible schedule,,,"['Working professionals with B.Tech./B.E., in Mechanical / Chemical / Petro-Chemical/ Instrumentation', 'Knowledge of Fluid Mechanics, Strength of materials', 'Graduate students of Mechanical / Chemical / Petro-Chemical/ Instrumentation', 'Undergraduate students of Mechanical / Chemical / Petro-Chemical/ Instrumentation who are in either Vth, VIth, VIIth or VIIIth semester', 'Diploma students of Mechanical / Chemical / Petro-Chemical/ Instrumentation']","['Description of Pipes, Pipe Fittings and Flanges', 'Description of Valves,  Piping Drawings, Piping Components - Graphic Representation', 'Pipeline Stresses and Flexibility Analysis', 'Supports, Expansion Joints, Pipe Jacketing, Vibration, Insulation, Buried Pipe  & Cathodic Protection for Pipes ']",['Subject Matter Expert'],['L&T EduTech'],Physical Science and Engineering,https://www.coursera.org/learn/pipe-material-specification
Material Processing,4.8,,Approx. 11 hours to complete,Flexible schedule,"1,013 reviews",,[],"['Phase Diagrams and Phase Equilibria', 'Kinetics of Structural Transformations']","['Thomas H. Sanders, Jr.']",['Georgia Institute of Technology'],Physical Science and Engineering,https://www.coursera.org/learn/material-science-engineering
Environmental Management & Ethics,4.6,,Approx. 12 hours to complete,Flexible schedule,363 reviews,,[],"['Welcome and introduction', 'Environmental ethics', 'Environmental management of wicked problems', 'Decision-support tools ', 'Environmental regulation and principles', 'Recommendations on your chosen Environmental ethical dilemma']","['Steffen Foss Hansen', 'Lauge Peter Westergaard Clausen']",['Technical University of Denmark (DTU)'],Physical Science and Engineering,https://www.coursera.org/learn/environmental-management-ethics
Electric Power Systems,4.7,Beginner level,12 hours (approximately),Flexible schedule,"7,299 reviews",,[],"['Basic Electricity', 'Generation, Transmission, & Distribution', 'System Design & Switching', 'Renewable Energy & Smart Grid Technologies']",['Ilya Grinberg'],"['University at Buffalo', 'The State University of New York']",Physical Science and Engineering,https://www.coursera.org/learn/electric-power-systems
The Evolving Universe,4.6,,Approx. 65 hours to complete,Flexible schedule,786 reviews,,[],"['Week 1', 'Week 2', 'Week 3', 'Week 4', 'Week 5', 'Week 6', 'Week 7', 'Week 8', 'Week 9', '  Week 10']",['S. George Djorgovski'],['Caltech'],Physical Science and Engineering,https://www.coursera.org/learn/evolvinguniverse
Introduction to Biology: Evolution,4.9,Beginner level,11 hours (approximately),Flexible schedule,31 reviews,How biologists advanced the science of evolution since Charles Darwin;  the many applications of evolutionary biology to our everyday lives.,"['Recording observations', 'Examining ideas', 'Interpreting phylogenetic trees', 'Identifying species', 'Interdisciplinary thinking']","['Welcome to Evolution', 'Module 1: On the Origins of Evolution', 'Module 2: How Evolution Works', 'Module 3: Macroevolution', 'Module 4: Evidence for Evolution', 'Course Final Assessment & Conclusion']",['Scott Solomon'],['Rice University'],Physical Science and Engineering,https://www.coursera.org/learn/introduction-to-biology-evolution
Converter Circuits,4.8,Intermediate level,18 hours (approximately),Flexible schedule,"1,332 reviews","Understand how to implement the power semiconductor devices in a switching converterUnderstand the origins of the discontinuous conduction mode and be able to solve converters operating in DCMUnderstand the basic dc-dc converter and dc-ac inverter circuitsUnderstand how to implement transformer isolation in a dc-dc converter, including the popular forward and flyback converter topologies",[],"['Ch 4.1: Switch Realization', 'Ch 4.2: Power Semiconductor Switches', 'Ch 5: Discontinuous Conduction Mode', 'Ch 6: Converter Circuits']",['Dr. Robert Erickson'],['University of Colorado Boulder'],Physical Science and Engineering,https://www.coursera.org/learn/converter-circuits
Semiconductor Physics,4.4,Advanced level,14 hours (approximately),Flexible schedule,254 reviews,Understand the energy band structures and their significance in electric properties of solidsAnalyze the carrier statistics in semiconductorsAnalyze the carrier dynamics and the resulting conduction properties of semiconductors,[],"['Quantum Theory Of Semiconductors', 'Carrier Statistics', 'Currents in Semiconductor', 'Carrier Dynamics']",['Wounjhang Park'],['University of Colorado Boulder'],Physical Science and Engineering,https://www.coursera.org/learn/semiconductor-physics
Wireless Communications for Everybody,4.7,Beginner level,Approx. 13 hours to complete,Flexible schedule,"2,400 reviews",,[],"['Introduction and History of Cellular Communication Systems', 'Principles of Wireless Communication Theory', 'Principles of Wireless Resource Management', 'Multiple Antenna Technologies', 'Physical Layer Design of LTE systems', 'LTE Cellular Networks and Services']","['Kwang-Soon Kim', 'Song-Kuk Kim', 'Chan-Byoung Chae', 'Dae-Sik Hong', 'Seong-Lyun Kim']",['Yonsei University'],Physical Science and Engineering,https://www.coursera.org/learn/wireless-communications
Wood Science: Beyond Building,4.6,Beginner level,Approx. 10 hours to complete,Flexible schedule,740 reviews,,[],"['Welcome and Global Use', 'Basic Wood Science', 'Wood Products', 'Wood and the Environment']","['Jeffrey Slahor', 'Lawrence Osborn']",['West Virginia University'],Physical Science and Engineering,https://www.coursera.org/learn/wood-science
Geographical Information Systems - Part 1,3.6,Beginner level,Approx. 19 hours to complete,Flexible schedule,77 reviews,,[],"['Digitization – Territorial Modeling: Spatial elements and the characteristics', 'Digitization - Geodata Capture and Documentation', 'Digitization - Automated Capture and Use of Existing Geodata', 'Storage - Geodata Structure and Organization ', 'Storage - Data Management with SQL', 'Storage - Spatial SQL and NoSQL Databases']","['Stéphane Joost', 'Fernand Koffi Kouamé', 'Amadou Sall', 'Marc Soutter ']",['École Polytechnique Fédérale de Lausanne'],Physical Science and Engineering,https://www.coursera.org/learn/gis-1
Photovoltaic Systems,4.6,Intermediate level,Approx. 11 hours to complete,Flexible schedule,126 reviews,Photovoltaic Energy ConversionModelling of the Solar ResourcePhotovoltaic System Design and Energy Yield SimulationsPhotovoltaic System Components,"['Renewable Energy', 'Photovoltaics', 'PV system design', 'The Solar Resource', 'Energy Yield Simulations']","['Introduction to Photovoltaics', 'The Solar Resource and Geometry', 'Physics of Solar Cells', 'Cell Interconnection and Module Design', 'PV Power Electronics']","['Rasmus Nielsen', 'Sune Thorsteinsson']",['Technical University of Denmark (DTU)'],Physical Science and Engineering,https://www.coursera.org/learn/photovoltaic-systems
Materials Data Sciences and Informatics,4.5,Intermediate level,Approx. 9 hours to complete,Flexible schedule,323 reviews,,"['Informatics', 'Materials', 'Statistics', 'Data Science']","['Welcome', 'Accelerating Materials Development and Deployment ', 'Materials Knowledge and Materials Data Science ', 'Materials Knowledge Improvement Cycles', 'Case Study in Homogenization: Plastic Properties of Two-Phase Composites', 'Materials Innovation Cyberinfrastructure and Integrated Workflows']",['Dr. Surya Kalidindi'],['Georgia Institute of Technology'],Physical Science and Engineering,https://www.coursera.org/learn/material-informatics
Materials Science for Technological Application Specialization,4.6,Beginner level,2 months at 10 hours a week,Flexible schedule,34 reviews,"The role of materials engineers in contemporary engineering practice.Crystal Structures, Mechanical Properties of Metals, Tensile Testing, and Failures.Explore Shape and Property Control of Metals. ","['Phase Diagram', 'Materials', 'mechanical properties', 'crystal structures', 'property control']","['Introduction to Materials Science ', 'Crystal Structures and Properties of Metals', 'Shape and Property Control of Metals I & II', 'Phase Diagrams I & II']",['Terry Alford'],['Arizona State University'],Physical Science and Engineering,https://www.coursera.org/specializations/materials-science-for-technological-application
Introduction to Complexity Science,4.6,Beginner level,Approx. 16 hours to complete,Flexible schedule,21 reviews,,"['Network Science', 'Critical Thinking', 'Mathematical Model', 'Agent-Based Model', 'Complexity Thinking']","['Course Overview and Week 1: Introduction to Complex Systems', 'Week 2: Robustness, Resilience, and Sustainability', 'Week 3: Regime Shifts and Tipping Points', 'Week 4: Introduction to Agent-Based Modeling', 'Week 5: Introduction to Static Complex Network']",['Cheong Siew Ann'],"['Nanyang Technological University, Singapore']",Physical Science and Engineering,https://www.coursera.org/learn/complexity
Semiconductor Packaging Manufacturing ,4.8,Beginner level,8 hours (approximately),Flexible schedule,10 reviews,Learn about the various stages of semiconductor package manufacturing. The role of Process Control Systems in semiconductor manufacturing. How Process control Systems can help identify and correct process problems. How to use control charts to monitor process performance. ,"['Process Improvement', 'Integrated Circuit Packaging Materials', 'Semiconductor Packaging Assembly Process', 'Quality and Reliability Assessment', 'Assembly Methods']","['Welcome ', 'Introduction to Semiconductor Package Manufacturing 1 ', 'Introduction to Semiconductor Package Manufacturing 2', 'Assembly Part 1', 'Assembly Part 2', 'Test and Finish', 'Process Control Systems (PCS)', 'Semiconductor Packaging Manufacturing Course Summary']",['Terry Alford'],['Arizona State University'],Physical Science and Engineering,https://www.coursera.org/learn/manufacturing
Natural Disaster and Climate Change Risk Assessment Specialization,5.0,Advanced level,1 months at 10 hours a week,Flexible schedule,7 reviews,"Carry out qualitative disaster-risk assessments to guide decision making in infrastructure projects.Identify technical and economic feasibility of infrastructure projects through a qualitative or quantitative analysis. Make risk-informed recommendations for the design, construction, and operation of infrastructures and develop disaster-risk-governance strategies.","['Decision-Making', 'Risk Management', 'Project', 'environment', 'Disaster risks', 'governance', 'Climate Change', 'Infrastructure', 'Resilience']","['Natural Disaster Risk in Infrastructure Projects', 'Qualitative and Quantitative Analysis of Disaster Risk', 'Decision Making and Governance of Natural Disaster Risk']","['Roberto Guerrero Compean', 'Melissa Barandiaran', 'Sergio Lacambra', 'Hori Tsuneki', 'Claudia Useche']",['Banco Interamericano de Desarrollo'],Physical Science and Engineering,https://www.coursera.org/specializations/natural-disaster-and-climate-change-risk-assessment
